dis_along_flowline,area,mean_elevation,slope,bin_elevation,dx,width
147.19708306002266,45000.0,3642.9072265625,0.25008952617645264,3645.0,147.19708306002266,305.7125797910704
216.20123231590395,42500.0,3615.643310546875,0.4989109933376312,3615.0,69.0041492558813,615.9049920665122
277.7738621410243,35000.0,3583.840087890625,0.5482171177864075,3585.0,61.572629825120345,568.4343855282389
336.6962758748433,20000.0,3555.691650390625,0.5679789781570435,3555.0,58.922413733819006,339.42940780310965
388.9693707304613,20000.0,3527.060546875,0.6235566735267639,3525.0,52.27309485561802,382.6060051588951
440.5685106754857,25000.0,3496.56201171875,0.6297206878662109,3495.0,51.59913994502438,484.5041996172013
535.1117174038853,52500.0,3459.00146484375,0.378520131111145,3465.0,94.5432067283996,555.3016638289006
620.227010731447,90000.0,3432.876953125,0.4159715175628662,3435.0,85.11529332756167,1057.38929493716
699.3041227862325,107500.0,3405.76416015625,0.44384029507637024,3405.0,79.07711205478549,1359.4325488963586
785.0079319594033,162500.0,3375.238525390625,0.4134305417537689,3375.0,85.70380917317085,1896.0650823775732
890.6502635250694,205000.0,3343.884521484375,0.3419339954853058,3345.0,105.64233156566608,1940.5099921765197
1009.4109137276193,285000.0,3314.39794921875,0.3066157400608063,3315.0,118.76065020254997,2399.784773103917
1110.6599171879102,252500.0,3284.86767578125,0.355573832988739,3285.0,101.24900346029088,2493.851705898801
1211.292841102929,292500.0,3254.501220703125,0.3575702905654907,3255.0,100.63292391501876,2906.603411891388
1311.3361308443475,300000.0,3224.39599609375,0.3595012426376343,3225.0,100.0432897414184,2998.701869714692
1413.9050381383327,335000.0,3195.039306640625,0.35136765241622925,3195.0,102.56890729398513,3266.0969960400967
1526.0222928826188,377500.0,3164.700927734375,0.3235732913017273,3165.0,112.11725474428614,3367.010732299781
1649.647045516265,425000.0,3134.286865234375,0.2952535152435303,3135.0,123.62475263364625,3437.8228546143932
1790.4849072331792,467500.0,3105.120361328125,0.2608864903450012,3105.0,140.83786171691426,3319.419893918018
1924.6631098766322,422500.0,3075.677978515625,0.2732141315937042,3075.0,134.178202643453,3148.797581695846
2065.796934320264,375000.0,3045.867919921875,0.2603638172149658,3045.0,141.13382444363188,2657.05263411021
2186.352167190472,330000.0,3015.700439453125,0.30232641100883484,3015.0,120.5552328702079,2737.334515833787
2327.783338622244,315000.0,2984.541748046875,0.2598407566547394,2985.0,141.43117143177238,2227.231782153192
2535.622218248466,297500.0,2954.6875,0.17897187173366547,2955.0,207.83887962622182,1431.3972464392853
2801.87351604464,280000.0,2925.166748046875,0.14029087126255035,2925.0,266.2512977961736,1051.6380664343337
3165.0790084228843,272500.0,2895.64404296875,0.10315418243408203,2895.0,363.2054923782445,750.2639847643514
3581.320543570572,265000.0,2864.510009765625,0.09008676558732986,2865.0,416.2415351476881,636.6495835308084
3789.904532485095,175000.0,2836.094482421875,0.17834603786468506,2835.0,208.5839889145228,838.990571187679
4033.6541317809297,210000.0,2803.63037109375,0.1530488133430481,2805.0,243.74959929583488,861.5398778363793
4410.6262422730915,217500.0,2774.2021484375,0.09941233694553375,2775.0,376.9721104921615,576.9657593927564
4830.017116993961,245000.0,2745.87841796875,0.08941388875246048,2745.0,419.39087472087,584.1805694104869
5171.03082790957,205000.0,2714.68505859375,0.10981482267379761,2715.0,341.01371091560816,601.1488495567619
5469.7463945999925,155000.0,2685.820556640625,0.12521249055862427,2685.0,298.7155666904229,518.8882578745416
5752.7095943193435,145000.0,2653.833984375,0.13210426270961761,2655.0,282.9631997193508,512.4341262178764
6056.253770584267,165000.0,2625.20458984375,0.12324094772338867,2625.0,303.54417626492324,543.5782100329063
6321.784770937814,135000.0,2595.266845703125,0.1406664401292801,2595.0,265.5310003535467,508.4152126126572
6521.396359126522,102500.0,2565.914306640625,0.1861824095249176,2565.0,199.61158818870828,513.4972419692328
6677.478455418447,67500.0,2535.82177734375,0.23639243841171265,2535.0,156.08209629192555,432.46471955215475
6835.154698258881,60000.0,2505.19775390625,0.2340892255306244,2505.0,157.67624284043376,380.526570897045
7001.234798179734,47500.0,2477.195556640625,0.22264136373996735,2475.0,166.08009992085348,286.0065716641333
7177.999999999999,17500.0,2453.419677734375,0.2095857560634613,2445.0,176.7652018202651,99.0013861313835
