dis_along_flowline,area,mean_elevation,slope,bin_elevation,dx,width
26.520429751829393,2500.0,3743.273681640625,0.8926479816436768,3735.0,26.520429751829393,94.26694904246598
50.997122187366074,2500.0,3690.3759765625,0.9314544200897217,3705.0,24.47669243553668,102.13798316844293
92.57021955356706,5000.0,3674.810302734375,0.6697560548782349,3675.0,41.57309736620099,120.27008610777723
139.33088330730106,10000.0,3657.4306640625,0.6134119033813477,3645.0,46.760663753734,213.85496263836643
180.32421812494647,22500.0,3613.783447265625,0.676601767539978,3615.0,40.993334817645405,548.869715042431
224.5814611061534,30000.0,3582.625732421875,0.6395419239997864,3585.0,44.25724298120693,677.8551482011426
263.6650989586993,52500.0,3552.735107421875,0.7000039219856262,3555.0,39.08363785254586,1343.2731159282353
313.47072997809573,60000.0,3522.692626953125,0.5840473771095276,3525.0,49.805631019396465,1204.6830603678811
365.86211129096586,75000.0,3492.783935546875,0.5610023736953735,3495.0,52.391381312870145,1431.533166726718
451.346200726048,92500.0,3462.78125,0.36759626865386963,3465.0,85.48408943508211,1082.072706292858
531.9830596436152,135000.0,3434.937255859375,0.3875977098941803,3435.0,80.63685891756724,1674.1723550765619
623.6394531679032,145000.0,3405.39208984375,0.34481799602508545,3405.0,91.65639352428792,1581.9954770703107
694.7492176298795,162500.0,3374.494873046875,0.43356722593307495,3375.0,71.10976446197627,2285.1995254026165
779.6287717173551,162500.0,3345.282958984375,0.36998263001441956,3345.0,84.87955408747563,1914.477541111136
876.832735702948,180000.0,3316.009521484375,0.3265448212623596,3315.0,97.2039639855928,1851.776333182039
974.8323037840354,222500.0,3286.19140625,0.32407620549201965,3285.0,97.99956808108745,2270.4181697606828
1056.0218341883995,185000.0,3255.521728515625,0.38521337509155273,3255.0,81.18953040436409,2278.6189189493807
1113.9714584422102,200000.0,3224.81103515625,0.5166172981262207,3225.0,57.94962425381083,3451.273456477119
1164.6527844317054,215000.0,3195.880859375,0.5760574340820312,3195.0,50.68132598949531,4242.1936640837475
1209.5256940347265,290000.0,3165.224365234375,0.6329394578933716,3165.0,44.87290960302112,6462.696592789593
1259.3098283141112,300000.0,3134.2333984375,0.5842459797859192,3135.0,49.78413427938481,6026.016206617606
1309.263421731162,327500.0,3105.201416015625,0.5826836228370667,3105.0,49.953593417050875,6556.0849099639145
1364.1853079752773,382500.0,3074.37548828125,0.5399752259254456,3075.0,54.921886244115186,6964.436696508842
1427.2796599719786,440000.0,3044.986572265625,0.4809017777442932,3045.0,63.09435199670134,6973.682842847864
1497.3139923228155,547500.0,3014.567138671875,0.43940556049346924,3015.0,70.03433235083673,7817.594337264482
1582.5458567325988,595000.0,2984.722412109375,0.36858832836151123,2985.0,85.23186440978344,6980.957229086523
1666.7621484006033,607500.0,2954.401611328125,0.37263503670692444,2955.0,84.21629166800446,7213.568633428703
1789.107029425071,652500.0,2924.34619140625,0.2628495395183563,2925.0,122.34488102446768,5333.2840290188105
2023.8256879369394,720000.0,2895.748779296875,0.13934390246868134,2895.0,234.71865851186837,3067.5021941793934
2192.130250654797,537500.0,2865.39501953125,0.1931588500738144,2865.0,168.30456271785744,3193.615142217236
2302.071810314136,447500.0,2835.318603515625,0.29093506932258606,2835.0,109.94155965933948,4070.3442937011773
2405.590392963576,437500.0,2804.683837890625,0.30789685249328613,2805.0,103.51858264943974,4226.294340616803
2612.4290405156844,557500.0,2774.314208984375,0.15783384442329407,2775.0,206.83864755210817,2695.3376779334767
2934.202882764709,592500.0,2745.395263671875,0.10195302218198776,2745.0,321.7738422490248,1841.3553937720544
3205.9768693395304,462500.0,2714.67041015625,0.12054263800382614,2715.0,271.7739865748214,1701.7817114467296
3671.430275785886,567500.0,2684.218017578125,0.07060906291007996,2685.0,465.45340644635553,1219.2412648405561
4104.35237605797,395000.0,2656.451416015625,0.07589523494243622,2655.0,432.92210027208415,912.4043326772859
4387.569114313323,292500.0,2625.346435546875,0.11571663618087769,2625.0,283.21673825535237,1032.7779417340712
4581.783289094344,250000.0,2594.7978515625,0.16790743172168732,2595.0,194.214174781021,1287.2386903884758
5005.820741043183,337500.0,2563.484375,0.07747913897037506,2565.0,424.0374519488396,795.9202623468259
5460.66716586968,302500.0,2538.363525390625,0.07225000113248825,2535.0,454.8464248264965,665.0596409884724
5656.007253264654,130000.0,2506.1474609375,0.1669575721025467,2505.0,195.3400873949745,665.5059989665209
5816.683437126435,112500.0,2475.756591796875,0.2020871341228485,2475.0,160.67618386178165,700.1659940889298
5956.367778774698,97500.0,2444.651123046875,0.23145051300525665,2445.0,139.68434164826337,698.0023591013014
6225.968259955673,165000.0,2412.44140625,0.12150494754314423,2415.0,269.600481180974,612.0167118293862
6552.1776360306885,222500.0,2386.080078125,0.10057613998651505,2385.0,326.20937607501594,682.0772679103906
6802.530588625409,155000.0,2355.5634765625,0.130744069814682,2355.0,250.35295259472053,619.1259116121511
6984.117094138241,97500.0,2325.976806640625,0.17934291064739227,2325.0,181.58650551283122,536.9341720886329
7098.843698503246,62500.0,2295.732421875,0.2794349491596222,2295.0,114.72660436500512,544.7733796875477
7181.145682440079,40000.0,2264.1884765625,0.38049760460853577,2265.0,82.30198393683395,486.01501551529606
7249.163277804538,35000.0,2235.620361328125,0.4507592022418976,2235.0,68.0175953644584,514.5727339000981
7302.016375715783,25000.0,2204.55029296875,0.55705726146698,2205.0,52.85309791124576,473.0091704743886
7350.798094524888,20000.0,2175.07763671875,0.5936411619186401,2175.0,48.78171880910449,409.98965367057247
7396.927588925288,22500.0,2143.843994140625,0.6198232769966125,2145.0,46.1294944003995,487.75735117975063
7441.762884064743,22500.0,2111.501708984375,0.6333394646644592,2115.0,44.83529513945576,501.8367768075569
7490.990068166817,17500.0,2083.407958984375,0.5894333720207214,2085.0,49.22718410207348,355.49463815995296
7542.4831056304765,22500.0,2057.3701171875,0.5688227415084839,2055.0,51.49303746365987,436.95227759440104
7601.897415734327,30000.0,2024.09765625,0.505966067314148,2025.0,59.41431010385061,504.92886221455456
7665.413401616575,25000.0,1990.7457275390625,0.47817549109458923,1995.0,63.51598588224803,393.6016996783672
