Year,cumulative_co2_ems_GCP,cumulative_nonco2_ems
1881.792,27.187,11.100
1881.875,27.533,11.100
1881.959,27.885,11.100
1882.042,28.238,11.100
1882.125,28.591,11.100
1882.209,28.944,11.100
1882.292,29.297,11.100
1882.375,29.650,11.100
1882.459,30.004,11.100
1882.542,30.357,10.600
1882.625,30.710,9.800
1882.709,31.063,8.900
1882.792,31.416,8.100
1882.875,31.769,7.300
1882.959,32.128,6.400
1883.042,32.490,5.600
1883.125,32.851,4.800
1883.209,33.213,3.900
1883.292,33.574,3.100
1883.375,33.936,2.300
1883.459,34.297,1.400
1883.542,34.659,1.600
1883.625,35.020,2.600
1883.709,35.382,3.500
1883.792,35.743,4.400
1883.875,36.105,5.300
1883.959,36.469,6.300
1884.042,36.834,7.100
1884.125,37.199,8.100
1884.209,37.564,9.000
1884.292,37.929,9.900
1884.375,38.295,10.800
1884.459,38.660,11.800
1884.542,39.025,12.200
1884.625,39.390,12.200
1884.709,39.755,12.200
1884.792,40.120,12.200
1884.875,40.485,12.200
1884.959,40.853,12.200
1885.042,41.221,12.200
1885.125,41.589,12.200
1885.209,41.958,12.200
1885.292,42.326,12.200
1885.375,42.694,12.200
1885.459,43.062,12.200
1885.542,43.431,12.200
1885.625,43.799,12.200
1885.709,44.167,12.200
1885.792,44.535,12.200
1885.875,44.904,12.200
1885.959,45.273,12.200
1886.042,45.644,12.200
1886.125,46.015,12.200
1886.209,46.385,12.200
1886.292,46.756,12.200
1886.375,47.127,12.200
1886.459,47.497,12.200
1886.542,47.868,12.900
1886.625,48.238,14.600
1886.709,48.609,16.300
1886.792,48.980,17.900
1886.875,49.350,19.600
1886.959,49.725,21.300
1887.042,50.101,22.900
1887.125,50.477,24.600
1887.209,50.853,26.300
1887.292,51.229,27.900
1887.375,51.605,29.600
1887.459,51.981,31.300
1887.542,52.358,32.200
1887.625,52.734,32.200
1887.709,53.110,32.200
1887.792,53.486,32.200
1887.875,53.862,32.200
1887.959,54.246,32.200
1888.042,54.633,32.200
1888.125,55.020,32.200
1888.209,55.408,32.200
1888.292,55.795,32.200
1888.375,56.182,32.200
1888.459,56.569,32.200
1888.542,56.957,32.200
1888.625,57.344,32.300
1888.709,57.731,32.400
1888.792,58.118,32.500
1888.875,58.506,32.600
1888.959,58.894,32.700
1889.042,59.283,32.800
1889.125,59.672,32.900
1889.209,60.061,33.000
1889.292,60.450,33.100
1889.375,60.839,33.100
1889.459,61.228,33.200
1889.542,61.617,33.300
1889.625,62.006,33.300
1889.709,62.395,33.300
1889.792,62.784,33.300
1889.875,63.173,33.300
1889.959,63.576,33.300
1890.042,63.983,33.300
1890.125,64.391,33.300
1890.209,64.799,33.300
1890.292,65.207,33.300
1890.375,65.615,33.300
1890.459,66.023,33.300
1890.542,66.431,33.100
1890.625,66.838,32.200
1890.709,67.246,31.400
1890.792,67.654,30.600
1890.875,68.062,29.700
1890.959,68.479,28.900
1891.042,68.900,28.100
1891.125,69.321,27.200
1891.209,69.742,26.400
1891.292,70.162,25.600
1891.375,70.583,24.700
1891.459,71.004,23.900
1891.542,71.425,23.300
1891.625,71.846,23.300
1891.709,72.267,23.300
1891.792,72.688,23.300
1891.875,73.109,23.300
1891.959,73.533,23.300
1892.042,73.959,23.300
1892.125,74.386,23.300
1892.209,74.812,23.300
1892.292,75.238,23.300
1892.375,75.664,23.300
1892.459,76.091,23.300
1892.542,76.517,23.300
1892.625,76.943,23.300
1892.709,77.369,23.300
1892.792,77.795,23.300
1892.875,78.222,23.300
1892.959,78.649,23.300
1893.042,79.078,23.300
1893.125,79.506,23.300
1893.209,79.935,23.300
1893.292,80.363,23.300
1893.375,80.791,23.300
1893.459,81.220,23.300
1893.542,81.648,23.200
1893.625,82.076,22.300
1893.709,82.505,21.500
1893.792,82.933,20.700
1893.875,83.361,19.800
1893.959,83.795,19.000
1894.042,84.231,18.200
1894.125,84.667,17.300
1894.209,85.103,16.500
1894.292,85.539,15.700
1894.375,85.975,14.900
1894.459,86.411,14.000
1894.542,86.847,13.300
1894.625,87.283,13.300
1894.709,87.719,13.300
1894.792,88.155,13.300
1894.875,88.591,13.300
1894.959,89.034,13.300
1895.042,89.480,13.300
1895.125,89.927,13.300
1895.209,90.373,13.300
1895.292,90.819,13.300
1895.375,91.265,13.300
1895.459,91.712,13.300
1895.542,92.158,13.300
1895.625,92.604,13.300
1895.709,93.050,13.300
1895.792,93.497,13.300
1895.875,93.943,13.300
1895.959,94.394,13.300
1896.042,94.846,13.300
1896.125,95.299,13.300
1896.209,95.752,13.300
1896.292,96.205,13.300
1896.375,96.657,13.300
1896.459,97.110,13.300
1896.542,97.563,13.300
1896.625,98.016,13.300
1896.709,98.468,13.300
1896.792,98.921,13.300
1896.875,99.374,13.300
1896.959,99.833,13.300
1897.042,100.296,13.300
1897.125,100.758,13.300
1897.209,101.220,13.300
1897.292,101.683,13.300
1897.375,102.145,13.300
1897.459,102.607,13.300
1897.542,103.070,13.300
1897.625,103.532,14.200
1897.709,103.994,14.900
1897.792,104.456,15.800
1897.875,104.919,16.700
1897.959,105.387,17.400
1898.042,105.859,18.300
1898.125,106.330,19.100
1898.209,106.802,19.900
1898.292,107.273,20.800
1898.375,107.744,21.600
1898.459,108.216,22.500
1898.542,108.687,23.300
1898.625,109.158,24.200
1898.709,109.630,25.100
1898.792,110.101,26.000
1898.875,110.573,27.000
1898.959,111.054,27.900
1899.042,111.539,28.800
1899.125,112.024,29.700
1899.209,112.510,30.600
1899.292,112.995,31.600
1899.375,113.480,32.500
1899.459,113.965,33.400
1899.542,114.451,34.300
1899.625,114.936,33.600
1899.709,115.421,32.800
1899.792,115.907,32.000
1899.875,116.392,31.100
1899.959,116.891,30.300
1900.042,117.396,29.500
1900.125,117.901,28.600
1900.209,118.406,27.800
1900.292,118.912,27.000
1900.375,119.417,26.200
1900.459,119.922,25.300
1900.542,120.427,24.500
1900.625,120.932,24.400
1900.709,121.437,24.400
1900.792,121.942,24.400
1900.875,122.447,24.400
1900.959,122.963,24.400
1901.042,123.482,24.400
1901.125,124.002,24.400
1901.209,124.521,24.400
1901.292,125.041,24.400
1901.375,125.561,24.400
1901.459,126.080,24.400
1901.542,126.600,24.400
1901.625,127.119,24.400
1901.709,127.639,24.400
1901.792,128.159,24.400
1901.875,128.678,24.400
1901.959,129.205,24.400
1902.042,129.734,24.400
1902.125,130.263,24.400
1902.209,130.793,24.400
1902.292,131.322,24.400
1902.375,131.852,24.400
1902.459,132.381,24.400
1902.542,132.910,24.400
1902.625,133.440,25.100
1902.709,133.969,26.100
1902.792,134.499,27.000
1902.875,135.028,27.900
1902.959,135.572,28.800
1903.042,136.122,29.800
1903.125,136.672,30.600
1903.209,137.222,31.600
1903.292,137.772,32.500
1903.375,138.322,33.500
1903.459,138.872,34.300
1903.542,139.422,35.300
1903.625,139.972,36.200
1903.709,140.522,36.900
1903.792,141.072,37.800
1903.875,141.622,38.700
1903.959,142.177,39.400
1904.042,142.733,40.300
1904.125,143.289,41.100
1904.209,143.846,41.900
1904.292,144.402,42.800
1904.375,144.959,43.600
1904.459,145.515,44.500
1904.542,146.072,45.200
1904.625,146.628,44.900
1904.709,147.185,44.100
1904.792,147.741,43.200
1904.875,148.297,42.400
1904.959,148.865,41.600
1905.042,149.436,40.700
1905.125,150.008,39.900
1905.209,150.580,39.100
1905.292,151.151,38.300
1905.375,151.723,37.400
1905.459,152.295,36.600
1905.542,152.866,35.800
1905.625,153.438,36.100
1905.709,154.010,37.100
1905.792,154.581,38.000
1905.875,155.153,38.900
1905.959,155.736,39.800
1906.042,156.323,40.800
1906.125,156.910,41.600
1906.209,157.498,42.600
1906.292,158.085,43.500
1906.375,158.672,44.500
1906.459,159.260,45.300
1906.542,159.847,46.300
1906.625,160.434,46.600
1906.709,161.022,46.600
1906.792,161.609,46.600
1906.875,162.197,46.600
1906.959,162.803,46.600
1907.042,163.417,46.600
1907.125,164.031,46.600
1907.209,164.645,46.600
1907.292,165.259,46.600
1907.375,165.874,46.600
1907.459,166.488,46.600
1907.542,167.102,46.600
1907.625,167.716,46.600
1907.709,168.330,46.600
1907.792,168.944,46.600
1907.875,169.559,46.600
1907.959,170.166,46.600
1908.042,170.770,46.600
1908.125,171.375,46.600
1908.209,171.979,46.600
1908.292,172.584,46.600
1908.375,173.188,46.600
1908.459,173.792,46.600
1908.542,174.397,46.600
1908.625,175.001,47.600
1908.709,175.606,49.300
1908.792,176.210,51.100
1908.875,176.815,52.800
1908.959,177.429,54.600
1909.042,178.047,56.400
1909.125,178.665,58.100
1909.209,179.283,59.800
1909.292,179.902,61.600
1909.375,180.520,63.400
1909.459,181.138,65.100
1909.542,181.756,66.900
1909.625,182.374,66.800
1909.709,182.992,65.200
1909.792,183.611,63.500
1909.875,184.229,61.800
1909.959,184.849,60.200
1910.042,185.471,58.500
1910.125,186.092,56.900
1910.209,186.713,55.200
1910.292,187.335,53.500
1910.375,187.956,51.900
1910.459,188.578,50.200
1910.542,189.199,48.600
1910.625,189.820,47.700
1910.709,190.442,47.700
1910.792,191.063,47.700
1910.875,191.685,47.700
1910.959,192.308,47.700
1911.042,192.933,47.700
1911.125,193.557,47.700
1911.209,194.182,47.700
1911.292,194.806,47.700
1911.375,195.431,47.700
1911.459,196.056,47.700
1911.542,196.680,47.700
1911.625,197.305,48.100
1911.709,197.929,49.000
1911.792,198.554,50.000
1911.875,199.178,50.800
1911.959,199.810,51.800
1912.042,200.444,52.700
1912.125,201.078,53.700
1912.209,201.713,54.500
1912.292,202.347,55.500
1912.375,202.981,56.400
1912.459,203.616,57.300
1912.542,204.250,58.200
1912.625,204.884,58.800
1912.709,205.519,58.800
1912.792,206.153,58.800
1912.875,206.787,58.800
1912.959,207.434,58.800
1913.042,208.086,58.800
1913.125,208.738,58.800
1913.209,209.390,58.800
1913.292,210.041,58.800
1913.375,210.693,58.800
1913.459,211.345,58.800
1913.542,211.997,58.800
1913.625,212.649,59.100
1913.709,213.301,60.100
1913.792,213.953,60.900
1913.875,214.605,61.900
1913.959,215.232,62.800
1914.042,215.849,63.700
1914.125,216.467,64.600
1914.209,217.084,65.600
1914.292,217.701,66.500
1914.375,218.318,67.400
1914.459,218.936,68.400
1914.542,219.553,69.300
1914.625,220.170,70.100
1914.709,220.788,71.000
1914.792,221.405,71.900
1914.875,222.022,72.600
1914.959,222.635,73.500
1915.042,223.245,74.300
1915.125,223.855,75.200
1915.209,224.466,76.000
1915.292,225.076,76.800
1915.375,225.687,77.700
1915.459,226.297,78.400
1915.542,226.908,79.300
1915.625,227.518,80.200
1915.709,228.129,81.000
1915.792,228.739,82.000
1915.875,229.349,82.900
1915.959,229.972,83.800
1916.042,230.599,84.700
1916.125,231.226,85.700
1916.209,231.853,86.700
1916.292,232.480,87.500
1916.375,233.107,88.500
1916.459,233.734,89.400
1916.542,234.361,90.300
1916.625,234.988,91.000
1916.709,235.615,91.000
1916.792,236.242,91.000
1916.875,236.869,91.000
1916.959,237.507,91.000
1917.042,238.149,91.000
1917.125,238.791,91.000
1917.209,239.433,91.000
1917.292,240.075,91.000
1917.375,240.717,91.000
1917.459,241.359,91.000
1917.542,242.001,91.000
1917.625,242.643,91.000
1917.709,243.285,91.000
1917.792,243.927,91.000
1917.875,244.569,91.000
1917.959,245.207,91.000
1918.042,245.843,91.000
1918.125,246.479,91.000
1918.209,247.115,91.000
1918.292,247.751,91.000
1918.375,248.387,91.000
1918.459,249.023,91.000
1918.542,249.658,91.000
1918.625,250.294,91.200
1918.709,250.930,92.000
1918.792,251.566,93.000
1918.875,252.202,93.900
1918.959,252.810,94.800
1919.042,253.406,95.700
1919.125,254.003,96.700
1919.209,254.599,97.600
1919.292,255.195,98.500
1919.375,255.791,99.400
1919.459,256.388,100.400
1919.542,256.984,101.200
1919.625,257.580,102.100
1919.709,258.176,102.100
1919.792,258.773,102.100
1919.875,259.369,102.100
1919.959,260.003,102.100
1920.042,260.654,102.100
1920.125,261.305,102.100
1920.209,261.955,102.100
1920.292,262.606,102.100
1920.375,263.257,102.100
1920.459,263.907,102.100
1920.542,264.558,102.100
1920.625,265.209,102.200
1920.709,265.859,103.100
1920.792,266.510,104.000
1920.875,267.160,104.900
1920.959,267.790,105.900
1921.042,268.410,106.800
1921.125,269.030,107.700
1921.209,269.650,108.600
1921.292,270.271,109.500
1921.375,270.891,110.500
1921.459,271.511,111.400
1921.542,272.131,112.300
1921.625,272.752,113.200
1921.709,273.372,112.300
1921.792,273.992,111.500
1921.875,274.612,110.700
1921.959,275.247,109.900
1922.042,275.887,109.000
1922.125,276.527,108.200
1922.209,277.167,107.400
1922.292,277.808,106.500
1922.375,278.448,105.700
1922.459,279.088,104.900
1922.542,279.729,104.000
1922.625,280.369,103.200
1922.709,281.009,103.200
1922.792,281.649,103.200
1922.875,282.290,103.200
1922.959,282.959,103.200
1923.042,283.641,103.200
1923.125,284.323,103.200
1923.209,285.004,103.200
1923.292,285.686,103.200
1923.375,286.368,103.200
1923.459,287.050,103.200
1923.542,287.731,103.200
1923.625,288.413,103.200
1923.709,289.095,103.200
1923.792,289.777,103.200
1923.875,290.459,103.200
1923.959,291.141,103.200
1924.042,291.823,103.200
1924.125,292.506,103.200
1924.209,293.189,103.200
1924.292,293.871,103.200
1924.375,294.554,103.200
1924.459,295.236,103.200
1924.542,295.919,103.200
1924.625,296.601,103.200
1924.709,297.284,103.300
1924.792,297.966,103.400
1924.875,298.649,103.500
1924.959,299.336,103.600
1925.042,300.024,103.600
1925.125,300.712,103.700
1925.209,301.400,103.800
1925.292,302.089,103.900
1925.375,302.777,104.000
1925.459,303.465,104.100
1925.542,304.154,104.200
1925.625,304.842,104.300
1925.709,305.530,103.600
1925.792,306.219,102.700
1925.875,306.907,101.900
1925.959,307.598,101.100
1926.042,308.290,100.300
1926.125,308.982,99.400
1926.209,309.674,98.600
1926.292,310.366,97.800
1926.375,311.058,96.900
1926.459,311.750,96.100
1926.542,312.442,95.300
1926.625,313.134,94.400
1926.709,313.826,95.000
1926.792,314.518,95.800
1926.875,315.210,96.700
1926.959,315.921,97.500
1927.042,316.638,98.300
1927.125,317.356,99.100
1927.209,318.074,100.000
1927.292,318.792,100.800
1927.375,319.510,101.600
1927.459,320.228,102.500
1927.542,320.946,103.300
1927.625,321.663,104.100
1927.709,322.381,104.300
1927.792,323.099,104.300
1927.875,323.817,104.300
1927.959,324.536,104.300
1928.042,325.255,104.300
1928.125,325.974,104.300
1928.209,326.693,104.300
1928.292,327.412,104.300
1928.375,328.131,104.300
1928.459,328.850,104.300
1928.542,329.569,104.300
1928.625,330.288,104.300
1928.709,331.007,105.000
1928.792,331.726,105.900
1928.875,332.445,106.800
1928.959,333.181,107.800
1929.042,333.924,108.700
1929.125,334.666,109.600
1929.209,335.409,110.500
1929.292,336.152,111.500
1929.375,336.895,112.300
1929.459,337.638,113.300
1929.542,338.381,114.200
1929.625,339.124,115.100
1929.709,339.866,114.800
1929.792,340.609,114.000
1929.875,341.352,113.200
1929.959,342.089,112.300
1930.042,342.823,111.500
1930.125,343.556,110.700
1930.209,344.290,109.800
1930.292,345.024,109.000
1930.375,345.758,108.200
1930.459,346.492,107.300
1930.542,347.226,106.500
1930.625,347.960,105.700
1930.709,348.693,106.000
1930.792,349.427,106.900
1930.875,350.161,107.900
1930.959,350.880,108.800
1931.042,351.591,109.700
1931.125,352.303,110.600
1931.209,353.015,111.600
1931.292,353.727,112.400
1931.375,354.439,113.400
1931.459,355.151,114.300
1931.542,355.863,115.200
1931.625,356.574,116.100
1931.709,357.286,116.500
1931.792,357.998,116.500
1931.875,358.710,116.500
1931.959,359.407,116.500
1932.042,360.098,116.500
1932.125,360.788,116.500
1932.209,361.479,116.500
1932.292,362.170,116.500
1932.375,362.860,116.500
1932.459,363.551,116.500
1932.542,364.242,116.500
1932.625,364.932,116.500
1932.709,365.623,117.000
1932.792,366.313,117.800
1932.875,367.004,118.600
1932.959,367.711,119.500
1933.042,368.424,120.300
1933.125,369.137,121.100
1933.209,369.850,122.000
1933.292,370.563,122.800
1933.375,371.276,123.600
1933.459,371.990,124.500
1933.542,372.703,125.300
1933.625,373.416,126.100
1933.709,374.129,127.000
1933.792,374.842,127.900
1933.875,375.555,128.900
1933.959,376.290,129.800
1934.042,377.033,130.700
1934.125,377.777,131.600
1934.209,378.521,132.600
1934.292,379.264,133.400
1934.375,380.008,134.400
1934.459,380.751,135.300
1934.542,381.495,136.200
1934.625,382.238,137.100
1934.709,382.982,137.600
1934.792,383.725,137.600
1934.875,384.469,137.600
1934.959,385.228,137.600
1935.042,385.993,137.600
1935.125,386.759,137.600
1935.209,387.524,137.600
1935.292,388.290,137.600
1935.375,389.055,137.600
1935.459,389.821,137.600
1935.542,390.586,137.600
1935.625,391.351,137.600
1935.709,392.117,137.200
1935.792,392.882,136.400
1935.875,393.648,135.600
1935.959,394.439,134.700
1936.042,395.242,133.900
1936.125,396.044,133.100
1936.209,396.846,132.200
1936.292,397.649,131.400
1936.375,398.451,130.600
1936.459,399.254,129.700
1936.542,400.056,128.900
1936.625,400.858,128.100
1936.709,401.661,127.600
1936.792,402.463,127.700
1936.875,403.265,127.800
1936.959,404.087,128.000
1937.042,404.917,128.000
1937.125,405.746,128.100
1937.209,406.576,128.200
1937.292,407.406,128.200
1937.375,408.235,128.400
1937.459,409.065,128.500
1937.542,409.895,128.500
1937.625,410.724,128.600
1937.709,411.554,129.000
1937.792,412.384,129.900
1937.875,413.213,130.700
1937.959,414.030,131.500
1938.042,414.841,132.400
1938.125,415.653,133.100
1938.209,416.464,134.000
1938.292,417.275,134.900
1938.375,418.087,135.600
1938.459,418.898,136.500
1938.542,419.709,137.300
1938.625,420.521,138.100
1938.709,421.332,138.700
1938.792,422.143,138.700
1938.875,422.955,138.700
1938.959,423.777,138.700
1939.042,424.605,138.700
1939.125,425.432,138.700
1939.209,426.259,138.700
1939.292,427.087,138.700
1939.375,427.914,138.700
1939.459,428.742,138.700
1939.542,429.569,138.700
1939.625,430.396,138.700
1939.709,431.224,139.000
1939.792,432.051,139.900
1939.875,432.879,140.800
1939.959,433.735,141.800
1940.042,434.603,142.600
1940.125,435.471,143.600
1940.209,436.340,144.500
1940.292,437.208,145.400
1940.375,438.076,146.300
1940.459,438.945,147.300
1940.542,439.813,148.100
1940.625,440.681,149.100
