date,F_total,F_anthro,F_nat,F_co2,F_wmghg,F_aero,F_solar,F_volc
1820.209,-0.0861,0.0344,-0.1205,0.1000,0.0444,-0.1200,-0.0593,-0.0612
1820.292,-0.0652,0.0343,-0.0995,0.1000,0.0444,-0.1201,-0.0600,-0.0395
1820.375,-0.0627,0.0334,-0.0962,0.1000,0.0444,-0.1210,-0.0600,-0.0362
1820.459,-0.0602,0.0326,-0.0929,0.1000,0.0444,-0.1218,-0.0600,-0.0329
1820.542,-0.0578,0.0318,-0.0895,0.1000,0.0444,-0.1226,-0.0600,-0.0295
1820.625,-0.0553,0.0310,-0.0862,0.1000,0.0444,-0.1234,-0.0600,-0.0262
1820.709,-0.0528,0.0301,-0.0829,0.1000,0.0444,-0.1243,-0.0600,-0.0229
1820.792,-0.0503,0.0293,-0.0796,0.1000,0.0444,-0.1251,-0.0600,-0.0196
1820.875,-0.0478,0.0285,-0.0763,0.1000,0.0444,-0.1259,-0.0600,-0.0163
1820.959,-0.0453,0.0276,-0.0729,0.1000,0.0444,-0.1268,-0.0600,-0.0129
1821.042,-0.0428,0.0268,-0.0696,0.1000,0.0444,-0.1276,-0.0600,-0.0096
1821.125,-0.0403,0.0260,-0.0663,0.1000,0.0444,-0.1284,-0.0600,-0.0063
1821.209,-0.0378,0.0251,-0.0630,0.1000,0.0444,-0.1293,-0.0600,-0.0030
1821.292,-0.0357,0.0244,-0.0601,0.1000,0.0444,-0.1300,-0.0601,0.0000
1821.375,-0.0365,0.0244,-0.0609,0.1000,0.0444,-0.1300,-0.0609,0.0000
1821.459,-0.0374,0.0244,-0.0618,0.1000,0.0444,-0.1300,-0.0618,0.0000
1821.542,-0.0382,0.0244,-0.0626,0.1000,0.0444,-0.1300,-0.0626,0.0000
1821.625,-0.0390,0.0244,-0.0634,0.1000,0.0444,-0.1300,-0.0634,0.0000
1821.709,-0.0398,0.0244,-0.0642,0.1000,0.0444,-0.1300,-0.0642,0.0000
1821.792,-0.0407,0.0244,-0.0651,0.1000,0.0444,-0.1300,-0.0651,0.0000
1821.875,-0.0415,0.0244,-0.0659,0.1000,0.0444,-0.1300,-0.0659,0.0000
1821.959,-0.0423,0.0244,-0.0667,0.1000,0.0444,-0.1300,-0.0667,0.0000
1822.042,-0.0432,0.0244,-0.0676,0.1000,0.0444,-0.1300,-0.0676,0.0000
1822.125,-0.0440,0.0244,-0.0684,0.1000,0.0444,-0.1300,-0.0684,0.0000
1822.209,-0.0448,0.0244,-0.0692,0.1000,0.0444,-0.1300,-0.0692,0.0000
1822.292,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.375,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.459,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.542,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.625,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.709,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.792,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.875,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1822.959,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1823.042,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1823.125,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1823.209,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1823.292,-0.0456,0.0244,-0.0700,0.1000,0.0444,-0.1300,-0.0700,0.0000
1823.375,-0.0447,0.0244,-0.0691,0.1000,0.0444,-0.1300,-0.0691,0.0000
1823.459,-0.0439,0.0244,-0.0683,0.1000,0.0444,-0.1300,-0.0683,0.0000
1823.542,-0.0431,0.0244,-0.0675,0.1000,0.0444,-0.1300,-0.0675,0.0000
1823.625,-0.0423,0.0244,-0.0667,0.1000,0.0444,-0.1300,-0.0667,0.0000
1823.709,-0.0414,0.0244,-0.0658,0.1000,0.0444,-0.1300,-0.0658,0.0000
1823.792,-0.0406,0.0244,-0.0650,0.1000,0.0444,-0.1300,-0.0650,0.0000
1823.875,-0.0398,0.0244,-0.0642,0.1000,0.0444,-0.1300,-0.0642,0.0000
1823.959,-0.0389,0.0244,-0.0633,0.1000,0.0444,-0.1300,-0.0633,0.0000
1824.042,-0.0381,0.0244,-0.0625,0.1000,0.0444,-0.1300,-0.0625,0.0000
1824.125,-0.0373,0.0244,-0.0617,0.1000,0.0444,-0.1300,-0.0617,0.0000
1824.209,-0.0364,0.0244,-0.0608,0.1000,0.0444,-0.1300,-0.0608,0.0000
1824.292,-0.0356,0.0244,-0.0600,0.1000,0.0444,-0.1300,-0.0600,0.0000
1824.375,-0.0348,0.0244,-0.0592,0.1000,0.0444,-0.1300,-0.0592,0.0000
1824.459,-0.0340,0.0244,-0.0584,0.1000,0.0444,-0.1300,-0.0584,0.0000
1824.542,-0.0331,0.0244,-0.0575,0.1000,0.0444,-0.1300,-0.0575,0.0000
1824.625,-0.0323,0.0244,-0.0567,0.1000,0.0444,-0.1300,-0.0567,0.0000
1824.709,-0.0315,0.0244,-0.0559,0.1000,0.0444,-0.1300,-0.0559,0.0000
1824.792,-0.0306,0.0244,-0.0550,0.1000,0.0444,-0.1300,-0.0550,0.0000
1824.875,-0.0298,0.0244,-0.0542,0.1000,0.0444,-0.1300,-0.0542,0.0000
1824.959,-0.0290,0.0244,-0.0534,0.1000,0.0444,-0.1300,-0.0534,0.0000
1825.042,-0.0281,0.0244,-0.0525,0.1000,0.0444,-0.1300,-0.0525,0.0000
1825.125,-0.0273,0.0244,-0.0517,0.1000,0.0444,-0.1300,-0.0517,0.0000
1825.209,-0.0265,0.0244,-0.0509,0.1000,0.0444,-0.1300,-0.0509,0.0000
1825.292,-0.0256,0.0244,-0.0500,0.1000,0.0444,-0.1300,-0.0500,0.0000
1825.375,-0.0256,0.0236,-0.0492,0.1000,0.0444,-0.1308,-0.0492,0.0000
1825.459,-0.0256,0.0228,-0.0484,0.1000,0.0444,-0.1316,-0.0484,0.0000
1825.542,-0.0256,0.0220,-0.0476,0.1000,0.0444,-0.1324,-0.0476,0.0000
1825.625,-0.0256,0.0211,-0.0467,0.1000,0.0444,-0.1333,-0.0467,0.0000
1825.709,-0.0256,0.0203,-0.0459,0.1000,0.0444,-0.1341,-0.0459,0.0000
1825.792,-0.0256,0.0195,-0.0451,0.1000,0.0444,-0.1349,-0.0451,0.0000
1825.875,-0.0256,0.0186,-0.0442,0.1000,0.0444,-0.1358,-0.0442,0.0000
1825.959,-0.0256,0.0178,-0.0434,0.1000,0.0444,-0.1366,-0.0434,0.0000
1826.042,-0.0256,0.0170,-0.0426,0.1000,0.0444,-0.1374,-0.0426,0.0000
1826.125,-0.0256,0.0161,-0.0417,0.1000,0.0444,-0.1383,-0.0417,0.0000
1826.209,-0.0256,0.0153,-0.0409,0.1000,0.0444,-0.1391,-0.0409,0.0000
1826.292,-0.0256,0.0145,-0.0401,0.1000,0.0444,-0.1399,-0.0401,0.0000
1826.375,-0.0241,0.0144,-0.0385,0.1000,0.0444,-0.1400,-0.0385,0.0000
1826.459,-0.0224,0.0144,-0.0368,0.1000,0.0444,-0.1400,-0.0368,0.0000
1826.542,-0.0208,0.0144,-0.0352,0.1000,0.0444,-0.1400,-0.0352,0.0000
1826.625,-0.0191,0.0144,-0.0335,0.1000,0.0444,-0.1400,-0.0335,0.0000
1826.709,-0.0175,0.0144,-0.0319,0.1000,0.0444,-0.1400,-0.0319,0.0000
1826.792,-0.0158,0.0144,-0.0302,0.1000,0.0444,-0.1400,-0.0302,0.0000
1826.875,-0.0141,0.0144,-0.0285,0.1000,0.0444,-0.1400,-0.0285,0.0000
1826.959,-0.0125,0.0144,-0.0269,0.1000,0.0444,-0.1400,-0.0269,0.0000
1827.042,-0.0108,0.0144,-0.0252,0.1000,0.0444,-0.1400,-0.0252,0.0000
1827.125,-0.0091,0.0144,-0.0235,0.1000,0.0444,-0.1400,-0.0235,0.0000
1827.209,-0.0075,0.0144,-0.0219,0.1000,0.0444,-0.1400,-0.0219,0.0000
1827.292,-0.0058,0.0144,-0.0202,0.1000,0.0444,-0.1400,-0.0202,0.0000
1827.375,-0.0034,0.0159,-0.0193,0.1007,0.0452,-0.1400,-0.0193,0.0000
1827.459,-0.0008,0.0177,-0.0185,0.1015,0.0461,-0.1400,-0.0185,0.0000
1827.542,0.0018,0.0194,-0.0176,0.1024,0.0470,-0.1400,-0.0176,0.0000
1827.625,0.0044,0.0212,-0.0168,0.1032,0.0480,-0.1400,-0.0168,0.0000
1827.709,0.0070,0.0229,-0.0160,0.1040,0.0489,-0.1400,-0.0160,0.0000
1827.792,0.0095,0.0247,-0.0151,0.1049,0.0498,-0.1400,-0.0151,0.0000
1827.875,0.0121,0.0264,-0.0143,0.1057,0.0507,-0.1400,-0.0143,0.0000
1827.959,0.0147,0.0282,-0.0135,0.1065,0.0516,-0.1400,-0.0135,0.0000
1828.042,0.0173,0.0299,-0.0126,0.1074,0.0526,-0.1400,-0.0126,0.0000
1828.125,0.0199,0.0317,-0.0118,0.1082,0.0535,-0.1400,-0.0118,0.0000
1828.209,0.0225,0.0334,-0.0110,0.1090,0.0544,-0.1400,-0.0110,0.0000
1828.292,0.0250,0.0352,-0.0101,0.1099,0.0553,-0.1400,-0.0101,0.0000
1828.375,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.459,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.542,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.625,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.709,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.792,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.875,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1828.959,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1829.042,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1829.125,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1829.209,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1829.292,0.0255,0.0355,-0.0100,0.1100,0.0555,-0.1400,-0.0100,0.0000
1829.375,0.0254,0.0348,-0.0094,0.1100,0.0548,-0.1400,-0.0094,0.0000
1829.459,0.0253,0.0339,-0.0085,0.1100,0.0539,-0.1400,-0.0085,0.0000
1829.542,0.0252,0.0329,-0.0077,0.1100,0.0529,-0.1400,-0.0077,0.0000
1829.625,0.0252,0.0320,-0.0069,0.1100,0.0520,-0.1400,-0.0069,0.0000
1829.709,0.0251,0.0311,-0.0060,0.1100,0.0511,-0.1400,-0.0060,0.0000
1829.792,0.0250,0.0302,-0.0052,0.1100,0.0502,-0.1400,-0.0052,0.0000
1829.875,0.0249,0.0292,-0.0044,0.1100,0.0492,-0.1400,-0.0044,0.0000
1829.959,0.0248,0.0283,-0.0035,0.1100,0.0483,-0.1400,-0.0035,0.0000
1830.042,0.0247,0.0274,-0.0027,0.1100,0.0474,-0.1400,-0.0027,0.0000
1830.125,0.0246,0.0265,-0.0019,0.1100,0.0465,-0.1400,-0.0019,0.0000
1830.209,0.0245,0.0256,-0.0010,0.1100,0.0456,-0.1400,-0.0010,0.0000
1830.292,0.0244,0.0246,-0.0002,0.1100,0.0446,-0.1400,-0.0002,0.0000
1830.375,-0.0697,0.0250,-0.0947,0.1100,0.0444,-0.1400,0.0000,-0.0947
1830.459,-0.1968,0.0258,-0.2226,0.1100,0.0444,-0.1400,0.0000,-0.2226
1830.542,-0.3239,0.0267,-0.3505,0.1100,0.0444,-0.1400,0.0000,-0.3505
1830.625,-0.4509,0.0275,-0.4784,0.1100,0.0444,-0.1400,0.0000,-0.4784
1830.709,-0.5780,0.0283,-0.6063,0.1100,0.0444,-0.1400,0.0000,-0.6063
1830.792,-0.7051,0.0292,-0.7342,0.1100,0.0444,-0.1400,0.0000,-0.7342
1830.875,-0.8321,0.0300,-0.8621,0.1100,0.0444,-0.1400,0.0000,-0.8621
1830.959,-0.9592,0.0308,-0.9900,0.1100,0.0444,-0.1400,0.0000,-0.9900
1831.042,-1.0863,0.0317,-1.1179,0.1100,0.0444,-0.1400,0.0000,-1.1179
1831.125,-1.2133,0.0325,-1.2458,0.1100,0.0444,-0.1400,0.0000,-1.2458
1831.209,-1.3404,0.0333,-1.3737,0.1100,0.0444,-0.1400,0.0000,-1.3737
1831.292,-1.4675,0.0342,-1.5016,0.1100,0.0444,-0.1400,0.0000,-1.5016
1831.375,-1.4893,0.0338,-1.5231,0.1100,0.0444,-0.1406,-0.0012,-1.5220
1831.459,-1.4661,0.0330,-1.4991,0.1100,0.0444,-0.1414,-0.0028,-1.4962
1831.542,-1.4428,0.0322,-1.4750,0.1100,0.0444,-0.1422,-0.0045,-1.4705
1831.625,-1.4196,0.0313,-1.4509,0.1100,0.0444,-0.1431,-0.0061,-1.4447
1831.709,-1.3963,0.0305,-1.4268,0.1100,0.0444,-0.1439,-0.0078,-1.4190
1831.792,-1.3731,0.0297,-1.4027,0.1100,0.0444,-0.1447,-0.0095,-1.3932
1831.875,-1.3498,0.0288,-1.3786,0.1100,0.0444,-0.1456,-0.0111,-1.3675
1831.959,-1.3265,0.0280,-1.3545,0.1100,0.0444,-0.1464,-0.0128,-1.3418
1832.042,-1.3033,0.0272,-1.3305,0.1100,0.0444,-0.1472,-0.0145,-1.3160
1832.125,-1.2800,0.0263,-1.3064,0.1100,0.0444,-0.1481,-0.0161,-1.2903
1832.209,-1.2568,0.0255,-1.2823,0.1100,0.0444,-0.1489,-0.0178,-1.2645
1832.292,-1.2335,0.0247,-1.2582,0.1100,0.0444,-0.1497,-0.0194,-1.2388
1832.375,-1.1917,0.0249,-1.2166,0.1100,0.0444,-0.1500,-0.0205,-1.1961
1832.459,-1.1402,0.0258,-1.1659,0.1100,0.0444,-0.1500,-0.0214,-1.1446
1832.542,-1.0887,0.0266,-1.1153,0.1100,0.0444,-0.1500,-0.0222,-1.0931
1832.625,-1.0372,0.0274,-1.0646,0.1100,0.0444,-0.1500,-0.0230,-1.0416
1832.709,-0.9857,0.0283,-1.0140,0.1100,0.0444,-0.1500,-0.0239,-0.9901
1832.792,-0.9342,0.0291,-0.9633,0.1100,0.0444,-0.1500,-0.0247,-0.9386
1832.875,-0.8827,0.0299,-0.9126,0.1100,0.0444,-0.1500,-0.0255,-0.8871
1832.959,-0.8312,0.0308,-0.8620,0.1100,0.0444,-0.1500,-0.0264,-0.8356
1833.042,-0.7797,0.0316,-0.8113,0.1100,0.0444,-0.1500,-0.0272,-0.7841
1833.125,-0.7282,0.0324,-0.7606,0.1100,0.0444,-0.1500,-0.0280,-0.7326
1833.209,-0.6767,0.0333,-0.7100,0.1100,0.0444,-0.1500,-0.0289,-0.6811
1833.292,-0.6252,0.0341,-0.6593,0.1100,0.0444,-0.1500,-0.0297,-0.6296
1833.375,-0.5861,0.0344,-0.6205,0.1100,0.0444,-0.1500,-0.0305,-0.5900
1833.459,-0.5545,0.0344,-0.5889,0.1100,0.0444,-0.1500,-0.0313,-0.5576
1833.542,-0.5230,0.0344,-0.5574,0.1100,0.0444,-0.1500,-0.0322,-0.5252
1833.625,-0.4914,0.0344,-0.5258,0.1100,0.0444,-0.1500,-0.0330,-0.4928
1833.709,-0.4598,0.0344,-0.4942,0.1100,0.0444,-0.1500,-0.0338,-0.4604
1833.792,-0.4283,0.0344,-0.4627,0.1100,0.0444,-0.1500,-0.0347,-0.4280
1833.875,-0.3967,0.0344,-0.4311,0.1100,0.0444,-0.1500,-0.0355,-0.3956
1833.959,-0.3652,0.0344,-0.3996,0.1100,0.0444,-0.1500,-0.0363,-0.3632
1834.042,-0.3336,0.0344,-0.3680,0.1100,0.0444,-0.1500,-0.0372,-0.3308
1834.125,-0.3020,0.0344,-0.3364,0.1100,0.0444,-0.1500,-0.0380,-0.2985
1834.209,-0.2705,0.0344,-0.3049,0.1100,0.0444,-0.1500,-0.0388,-0.2661
1834.292,-0.2389,0.0344,-0.2733,0.1100,0.0444,-0.1500,-0.0396,-0.2337
1834.375,-0.4511,0.0344,-0.4855,0.1100,0.0444,-0.1500,-0.0395,-0.4460
1834.459,-0.8415,0.0344,-0.8759,0.1100,0.0444,-0.1500,-0.0387,-0.8372
1834.542,-1.2318,0.0344,-1.2662,0.1100,0.0444,-0.1500,-0.0379,-1.2284
1834.625,-1.6222,0.0344,-1.6566,0.1100,0.0444,-0.1500,-0.0370,-1.6195
1834.709,-2.0125,0.0344,-2.0469,0.1100,0.0444,-0.1500,-0.0362,-2.0107
1834.792,-2.4028,0.0344,-2.4372,0.1100,0.0444,-0.1500,-0.0354,-2.4019
1834.875,-2.7932,0.0344,-2.8276,0.1100,0.0444,-0.1500,-0.0345,-2.7930
1834.959,-3.1835,0.0344,-3.2179,0.1100,0.0444,-0.1500,-0.0337,-3.1842
1835.042,-3.5739,0.0344,-3.6083,0.1100,0.0444,-0.1500,-0.0329,-3.5754
1835.125,-3.9642,0.0344,-3.9986,0.1100,0.0444,-0.1500,-0.0320,-3.9666
1835.209,-4.3545,0.0344,-4.3889,0.1100,0.0444,-0.1500,-0.0312,-4.3577
1835.292,-4.7449,0.0344,-4.7793,0.1100,0.0444,-0.1500,-0.0304,-4.7489
1835.375,-4.7682,0.0344,-4.8026,0.1100,0.0444,-0.1500,-0.0278,-4.7748
1835.459,-4.4750,0.0344,-4.5094,0.1100,0.0444,-0.1500,-0.0236,-4.4858
1835.542,-4.1818,0.0344,-4.2162,0.1100,0.0444,-0.1500,-0.0195,-4.1967
1835.625,-3.8886,0.0344,-3.9230,0.1100,0.0444,-0.1500,-0.0153,-3.9077
1835.709,-3.5955,0.0344,-3.6299,0.1100,0.0444,-0.1500,-0.0112,-3.6187
1835.792,-3.3023,0.0344,-3.3367,0.1100,0.0444,-0.1500,-0.0070,-3.3297
1835.875,-3.0091,0.0344,-3.0435,0.1100,0.0444,-0.1500,-0.0029,-3.0407
1835.959,-2.7160,0.0344,-2.7504,0.1100,0.0444,-0.1500,0.0013,-2.7517
1836.042,-2.4228,0.0344,-2.4572,0.1100,0.0444,-0.1500,0.0055,-2.4626
1836.125,-2.1296,0.0344,-2.1640,0.1100,0.0444,-0.1500,0.0096,-2.1736
1836.209,-1.8364,0.0344,-1.8708,0.1100,0.0444,-0.1500,0.0138,-1.8846
1836.292,-1.5433,0.0344,-1.5777,0.1100,0.0444,-0.1500,0.0179,-1.5956
1836.375,-1.3564,0.0340,-1.3904,0.1100,0.0444,-0.1504,0.0212,-1.4117
1836.459,-1.2775,0.0332,-1.3107,0.1100,0.0444,-0.1512,0.0237,-1.3344
1836.542,-1.1986,0.0323,-1.2310,0.1100,0.0444,-0.1521,0.0262,-1.2572
1836.625,-1.1197,0.0315,-1.1512,0.1100,0.0444,-0.1529,0.0287,-1.1800
1836.709,-1.0408,0.0307,-1.0715,0.1100,0.0444,-0.1537,0.0312,-1.1027
1836.792,-0.9619,0.0298,-0.9918,0.1100,0.0444,-0.1546,0.0337,-1.0255
1836.875,-0.8831,0.0290,-0.9121,0.1100,0.0444,-0.1554,0.0362,-0.9482
1836.959,-0.8042,0.0282,-0.8323,0.1100,0.0444,-0.1562,0.0387,-0.8710
1837.042,-0.7253,0.0273,-0.7526,0.1100,0.0444,-0.1571,0.0412,-0.7938
1837.125,-0.6464,0.0265,-0.6729,0.1100,0.0444,-0.1579,0.0437,-0.7165
1837.209,-0.5675,0.0257,-0.5931,0.1100,0.0444,-0.1587,0.0462,-0.6393
1837.292,-0.4886,0.0249,-0.5134,0.1100,0.0444,-0.1595,0.0486,-0.5621
1837.375,-0.4335,0.0240,-0.4575,0.1100,0.0444,-0.1600,0.0500,-0.5075
1837.459,-0.4069,0.0232,-0.4301,0.1100,0.0444,-0.1600,0.0500,-0.4801
1837.542,-0.3803,0.0224,-0.4027,0.1100,0.0444,-0.1600,0.0500,-0.4527
1837.625,-0.3538,0.0215,-0.3753,0.1100,0.0444,-0.1600,0.0500,-0.4253
1837.709,-0.3272,0.0207,-0.3479,0.1100,0.0444,-0.1600,0.0500,-0.3979
1837.792,-0.3006,0.0199,-0.3205,0.1100,0.0444,-0.1600,0.0500,-0.3705
1837.875,-0.2740,0.0190,-0.2931,0.1100,0.0444,-0.1600,0.0500,-0.3431
1837.959,-0.2475,0.0182,-0.2657,0.1100,0.0444,-0.1600,0.0500,-0.3157
1838.042,-0.2209,0.0174,-0.2383,0.1100,0.0444,-0.1600,0.0500,-0.2883
1838.125,-0.1943,0.0165,-0.2109,0.1100,0.0444,-0.1600,0.0500,-0.2609
1838.209,-0.1677,0.0157,-0.1834,0.1100,0.0444,-0.1600,0.0500,-0.2334
1838.292,-0.1412,0.0149,-0.1560,0.1100,0.0444,-0.1600,0.0500,-0.2060
1838.375,-0.1222,0.0144,-0.1366,0.1100,0.0444,-0.1600,0.0493,-0.1859
1838.459,-0.1138,0.0144,-0.1282,0.1100,0.0444,-0.1600,0.0476,-0.1759
1838.542,-0.1055,0.0144,-0.1199,0.1100,0.0444,-0.1600,0.0460,-0.1659
1838.625,-0.0972,0.0144,-0.1116,0.1100,0.0444,-0.1600,0.0443,-0.1560
1838.709,-0.0889,0.0144,-0.1033,0.1100,0.0444,-0.1600,0.0427,-0.1460
1838.792,-0.0806,0.0144,-0.0950,0.1100,0.0444,-0.1600,0.0410,-0.1360
1838.875,-0.0723,0.0144,-0.0867,0.1100,0.0444,-0.1600,0.0393,-0.1261
1838.959,-0.0640,0.0144,-0.0784,0.1100,0.0444,-0.1600,0.0377,-0.1161
1839.042,-0.0557,0.0144,-0.0701,0.1100,0.0444,-0.1600,0.0360,-0.1061
1839.125,-0.0474,0.0144,-0.0618,0.1100,0.0444,-0.1600,0.0344,-0.0962
1839.209,-0.0391,0.0144,-0.0535,0.1100,0.0444,-0.1600,0.0327,-0.0862
1839.292,-0.0308,0.0144,-0.0452,0.1100,0.0444,-0.1600,0.0310,-0.0762
1839.375,-0.0247,0.0147,-0.0394,0.1103,0.0444,-0.1600,0.0300,-0.0694
1839.459,-0.0222,0.0155,-0.0377,0.1111,0.0444,-0.1600,0.0300,-0.0677
1839.542,-0.0197,0.0164,-0.0361,0.1120,0.0444,-0.1600,0.0300,-0.0661
1839.625,-0.0172,0.0172,-0.0344,0.1128,0.0444,-0.1600,0.0300,-0.0644
1839.709,-0.0147,0.0180,-0.0327,0.1136,0.0444,-0.1600,0.0300,-0.0627
1839.792,-0.0122,0.0189,-0.0311,0.1145,0.0444,-0.1600,0.0300,-0.0611
1839.875,-0.0097,0.0197,-0.0294,0.1153,0.0444,-0.1600,0.0300,-0.0594
1839.959,-0.0072,0.0205,-0.0278,0.1161,0.0444,-0.1600,0.0300,-0.0578
1840.042,-0.0047,0.0214,-0.0261,0.1170,0.0444,-0.1600,0.0300,-0.0561
1840.125,-0.0022,0.0222,-0.0244,0.1178,0.0444,-0.1600,0.0300,-0.0544
1840.209,0.0002,0.0230,-0.0228,0.1186,0.0444,-0.1600,0.0300,-0.0528
1840.292,0.0027,0.0238,-0.0211,0.1194,0.0444,-0.1600,0.0300,-0.0511
1840.375,0.0050,0.0244,-0.0194,0.1200,0.0444,-0.1600,0.0294,-0.0489
1840.459,0.0066,0.0244,-0.0178,0.1200,0.0444,-0.1600,0.0278,-0.0456
1840.542,0.0083,0.0244,-0.0161,0.1200,0.0444,-0.1600,0.0261,-0.0422
1840.625,0.0099,0.0244,-0.0145,0.1200,0.0444,-0.1600,0.0245,-0.0389
1840.709,0.0116,0.0244,-0.0128,0.1200,0.0444,-0.1600,0.0228,-0.0356
1840.792,0.0133,0.0244,-0.0111,0.1200,0.0444,-0.1600,0.0211,-0.0323
1840.875,0.0149,0.0244,-0.0095,0.1200,0.0444,-0.1600,0.0195,-0.0290
1840.959,0.0166,0.0244,-0.0078,0.1200,0.0444,-0.1600,0.0178,-0.0256
1841.042,0.0182,0.0244,-0.0062,0.1200,0.0444,-0.1600,0.0162,-0.0223
1841.125,0.0199,0.0244,-0.0045,0.1200,0.0444,-0.1600,0.0145,-0.0190
1841.209,0.0216,0.0244,-0.0028,0.1200,0.0444,-0.1600,0.0128,-0.0157
1841.292,0.0232,0.0244,-0.0012,0.1200,0.0444,-0.1600,0.0112,-0.0124
1841.375,0.0244,0.0246,-0.0002,0.1202,0.0444,-0.1600,0.0095,-0.0098
1841.459,0.0244,0.0255,-0.0011,0.1211,0.0444,-0.1600,0.0079,-0.0089
1841.542,0.0244,0.0263,-0.0019,0.1219,0.0444,-0.1600,0.0062,-0.0081
1841.625,0.0244,0.0271,-0.0027,0.1227,0.0444,-0.1600,0.0045,-0.0073
1841.709,0.0244,0.0280,-0.0036,0.1236,0.0444,-0.1600,0.0029,-0.0064
1841.792,0.0244,0.0288,-0.0044,0.1244,0.0444,-0.1600,0.0012,-0.0056
1841.875,0.0244,0.0296,-0.0052,0.1252,0.0444,-0.1600,-0.0005,-0.0048
1841.959,0.0244,0.0305,-0.0061,0.1261,0.0444,-0.1600,-0.0021,-0.0039
1842.042,0.0244,0.0313,-0.0069,0.1269,0.0444,-0.1600,-0.0038,-0.0031
1842.125,0.0244,0.0321,-0.0077,0.1277,0.0444,-0.1600,-0.0054,-0.0023
1842.209,0.0244,0.0329,-0.0085,0.1285,0.0444,-0.1600,-0.0071,-0.0015
1842.292,0.0244,0.0338,-0.0094,0.1294,0.0444,-0.1600,-0.0088,-0.0006
1842.375,0.0231,0.0342,-0.0110,0.1300,0.0444,-0.1602,-0.0100,-0.0010
1842.459,0.0182,0.0334,-0.0152,0.1300,0.0444,-0.1610,-0.0100,-0.0052
1842.542,0.0132,0.0325,-0.0194,0.1300,0.0444,-0.1619,-0.0100,-0.0094
1842.625,0.0082,0.0317,-0.0235,0.1300,0.0444,-0.1627,-0.0100,-0.0135
1842.709,0.0032,0.0309,-0.0277,0.1300,0.0444,-0.1635,-0.0100,-0.0177
1842.792,-0.0018,0.0300,-0.0318,0.1300,0.0444,-0.1644,-0.0100,-0.0218
1842.875,-0.0068,0.0292,-0.0360,0.1300,0.0444,-0.1652,-0.0100,-0.0260
1842.959,-0.0117,0.0284,-0.0401,0.1300,0.0444,-0.1660,-0.0100,-0.0301
1843.042,-0.0167,0.0275,-0.0443,0.1300,0.0444,-0.1669,-0.0100,-0.0343
1843.125,-0.0217,0.0267,-0.0484,0.1300,0.0444,-0.1677,-0.0100,-0.0384
1843.209,-0.0267,0.0259,-0.0526,0.1300,0.0444,-0.1685,-0.0100,-0.0426
1843.292,-0.0317,0.0251,-0.0567,0.1300,0.0444,-0.1693,-0.0100,-0.0467
1843.375,-0.0349,0.0246,-0.0595,0.1302,0.0444,-0.1700,-0.0102,-0.0493
1843.459,-0.0316,0.0254,-0.0570,0.1310,0.0444,-0.1700,-0.0110,-0.0460
1843.542,-0.0283,0.0262,-0.0545,0.1318,0.0444,-0.1700,-0.0118,-0.0427
1843.625,-0.0249,0.0271,-0.0520,0.1327,0.0444,-0.1700,-0.0127,-0.0393
1843.709,-0.0216,0.0279,-0.0495,0.1335,0.0444,-0.1700,-0.0135,-0.0360
1843.792,-0.0183,0.0287,-0.0470,0.1343,0.0444,-0.1700,-0.0143,-0.0327
