date,F_total,F_anthro,F_nat,F_co2,F_wmghg,F_aero,F_solar,F_volc
1750.042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1750.125,-0.0025,-0.0017,-0.0008,-0.0017,0.0000,0.0000,-0.0008,0.0000
1750.209,-0.0050,-0.0033,-0.0017,-0.0033,0.0000,0.0000,-0.0017,0.0000
1750.292,-0.0075,-0.0050,-0.0025,-0.0050,0.0000,0.0000,-0.0025,0.0000
1750.375,-0.0100,-0.0066,-0.0033,-0.0066,0.0000,0.0000,-0.0033,0.0000
1750.459,-0.0125,-0.0083,-0.0042,-0.0083,0.0000,0.0000,-0.0042,0.0000
1750.542,-0.0149,-0.0100,-0.0050,-0.0100,0.0000,0.0000,-0.0050,0.0000
1750.625,-0.0174,-0.0116,-0.0058,-0.0116,0.0000,0.0000,-0.0058,0.0000
1750.709,-0.0199,-0.0133,-0.0066,-0.0133,0.0000,0.0000,-0.0066,0.0000
1750.792,-0.0224,-0.0149,-0.0075,-0.0149,0.0000,0.0000,-0.0075,0.0000
1750.875,-0.0249,-0.0166,-0.0083,-0.0166,0.0000,0.0000,-0.0083,0.0000
1750.959,-0.0274,-0.0183,-0.0091,-0.0183,0.0000,0.0000,-0.0091,0.0000
1751.042,-0.0299,-0.0199,-0.0100,-0.0199,0.0000,0.0000,-0.0100,0.0000
1751.125,-0.0307,-0.0191,-0.0116,-0.0200,0.0009,0.0000,-0.0116,0.0000
1751.209,-0.0314,-0.0182,-0.0133,-0.0200,0.0018,0.0000,-0.0133,0.0000
1751.292,-0.0322,-0.0173,-0.0149,-0.0200,0.0027,0.0000,-0.0149,0.0000
1751.375,-0.0329,-0.0164,-0.0166,-0.0200,0.0036,0.0000,-0.0166,0.0000
1751.459,-0.0337,-0.0154,-0.0182,-0.0200,0.0046,0.0000,-0.0182,0.0000
1751.542,-0.0344,-0.0145,-0.0199,-0.0200,0.0055,0.0000,-0.0199,0.0000
1751.625,-0.0351,-0.0136,-0.0216,-0.0200,0.0064,0.0000,-0.0216,0.0000
1751.709,-0.0359,-0.0127,-0.0232,-0.0200,0.0073,0.0000,-0.0232,0.0000
1751.792,-0.0366,-0.0117,-0.0249,-0.0200,0.0083,0.0000,-0.0249,0.0000
1751.875,-0.0374,-0.0108,-0.0265,-0.0200,0.0092,0.0000,-0.0265,0.0000
1751.959,-0.0381,-0.0099,-0.0282,-0.0200,0.0101,0.0000,-0.0282,0.0000
1752.042,-0.0388,-0.0090,-0.0299,-0.0200,0.0110,0.0000,-0.0299,0.0000
1752.125,-0.0397,-0.0097,-0.0300,-0.0200,0.0111,-0.0008,-0.0300,0.0000
1752.209,-0.0405,-0.0105,-0.0300,-0.0200,0.0111,-0.0016,-0.0300,0.0000
1752.292,-0.0413,-0.0113,-0.0300,-0.0200,0.0111,-0.0024,-0.0300,0.0000
1752.375,-0.0422,-0.0122,-0.0300,-0.0200,0.0111,-0.0033,-0.0300,0.0000
1752.459,-0.0430,-0.0130,-0.0300,-0.0200,0.0111,-0.0041,-0.0300,0.0000
1752.542,-0.0438,-0.0138,-0.0300,-0.0200,0.0111,-0.0049,-0.0300,0.0000
1752.625,-0.0446,-0.0146,-0.0300,-0.0200,0.0111,-0.0057,-0.0300,0.0000
1752.709,-0.0455,-0.0155,-0.0300,-0.0200,0.0111,-0.0066,-0.0300,0.0000
1752.792,-0.0463,-0.0163,-0.0300,-0.0200,0.0111,-0.0074,-0.0300,0.0000
1752.875,-0.0471,-0.0171,-0.0300,-0.0200,0.0111,-0.0082,-0.0300,0.0000
1752.959,-0.0480,-0.0180,-0.0300,-0.0200,0.0111,-0.0091,-0.0300,0.0000
1753.042,-0.0488,-0.0188,-0.0300,-0.0200,0.0111,-0.0099,-0.0300,0.0000
1753.125,-0.0504,-0.0196,-0.0307,-0.0207,0.0111,-0.0100,-0.0307,0.0000
1753.209,-0.0520,-0.0205,-0.0316,-0.0216,0.0111,-0.0100,-0.0316,0.0000
1753.292,-0.0537,-0.0213,-0.0324,-0.0224,0.0111,-0.0100,-0.0324,0.0000
1753.375,-0.0553,-0.0221,-0.0332,-0.0232,0.0111,-0.0100,-0.0332,0.0000
1753.459,-0.0570,-0.0230,-0.0341,-0.0241,0.0111,-0.0100,-0.0341,0.0000
1753.542,-0.0587,-0.0238,-0.0349,-0.0249,0.0111,-0.0100,-0.0349,0.0000
1753.625,-0.0603,-0.0246,-0.0357,-0.0257,0.0111,-0.0100,-0.0357,0.0000
1753.709,-0.0620,-0.0254,-0.0365,-0.0265,0.0111,-0.0100,-0.0365,0.0000
1753.792,-0.0636,-0.0263,-0.0374,-0.0274,0.0111,-0.0100,-0.0374,0.0000
1753.875,-0.0653,-0.0271,-0.0382,-0.0282,0.0111,-0.0100,-0.0382,0.0000
1753.959,-0.0670,-0.0279,-0.0390,-0.0290,0.0111,-0.0100,-0.0390,0.0000
1754.042,-0.0686,-0.0288,-0.0399,-0.0299,0.0111,-0.0100,-0.0399,0.0000
1754.125,-0.1155,-0.0289,-0.0866,-0.0300,0.0111,-0.0100,-0.0407,-0.0459
1754.209,-0.1711,-0.0289,-0.1422,-0.0300,0.0111,-0.0100,-0.0415,-0.1007
1754.292,-0.2268,-0.0289,-0.1979,-0.0300,0.0111,-0.0100,-0.0424,-0.1555
1754.375,-0.2824,-0.0289,-0.2535,-0.0300,0.0111,-0.0100,-0.0432,-0.2103
1754.459,-0.3381,-0.0289,-0.3092,-0.0300,0.0111,-0.0100,-0.0440,-0.2651
1754.542,-0.3937,-0.0289,-0.3648,-0.0300,0.0111,-0.0100,-0.0448,-0.3200
1754.625,-0.4493,-0.0289,-0.4204,-0.0300,0.0111,-0.0100,-0.0457,-0.3748
1754.709,-0.5050,-0.0289,-0.4761,-0.0300,0.0111,-0.0100,-0.0465,-0.4296
1754.792,-0.5606,-0.0289,-0.5317,-0.0300,0.0111,-0.0100,-0.0473,-0.4844
1754.875,-0.6163,-0.0289,-0.5874,-0.0300,0.0111,-0.0100,-0.0482,-0.5392
1754.959,-0.6719,-0.0289,-0.6430,-0.0300,0.0111,-0.0100,-0.0490,-0.5940
1755.042,-0.7276,-0.0289,-0.6987,-0.0300,0.0111,-0.0100,-0.0498,-0.6488
1755.125,-0.6953,-0.0289,-0.6664,-0.0300,0.0111,-0.0100,-0.0500,-0.6164
1755.209,-0.6404,-0.0289,-0.6115,-0.0300,0.0111,-0.0100,-0.0500,-0.5615
1755.292,-0.5856,-0.0289,-0.5567,-0.0300,0.0111,-0.0100,-0.0500,-0.5067
1755.375,-0.5308,-0.0289,-0.5019,-0.0300,0.0111,-0.0100,-0.0500,-0.4519
1755.459,-0.4760,-0.0289,-0.4471,-0.0300,0.0111,-0.0100,-0.0500,-0.3971
1755.542,-0.4212,-0.0289,-0.3923,-0.0300,0.0111,-0.0100,-0.0500,-0.3423
1755.625,-0.3664,-0.0289,-0.3375,-0.0300,0.0111,-0.0100,-0.0500,-0.2875
1755.709,-0.3116,-0.0289,-0.2827,-0.0300,0.0111,-0.0100,-0.0500,-0.2327
1755.792,-0.2567,-0.0289,-0.2278,-0.0300,0.0111,-0.0100,-0.0500,-0.1778
1755.875,-0.2019,-0.0289,-0.1730,-0.0300,0.0111,-0.0100,-0.0500,-0.1230
1755.959,-0.1471,-0.0289,-0.1182,-0.0300,0.0111,-0.0100,-0.0500,-0.0682
1756.042,-0.0923,-0.0289,-0.0634,-0.0300,0.0111,-0.0100,-0.0500,-0.0134
1756.125,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.209,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.292,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.375,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.459,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.542,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.625,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.709,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.792,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.875,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1756.959,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.042,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.125,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.209,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.292,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.375,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.459,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.542,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.625,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.709,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.792,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.875,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1757.959,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1758.042,-0.0789,-0.0289,-0.0500,-0.0300,0.0111,-0.0100,-0.0500,0.0000
1758.125,-0.0823,-0.0295,-0.0528,-0.0300,0.0111,-0.0106,-0.0528,0.0000
1758.209,-0.0872,-0.0303,-0.0570,-0.0300,0.0111,-0.0114,-0.0570,0.0000
1758.292,-0.0922,-0.0311,-0.0611,-0.0300,0.0111,-0.0122,-0.0611,0.0000
1758.375,-0.0972,-0.0320,-0.0653,-0.0300,0.0111,-0.0131,-0.0653,0.0000
1758.459,-0.1022,-0.0328,-0.0694,-0.0300,0.0111,-0.0139,-0.0694,0.0000
1758.542,-0.1072,-0.0336,-0.0736,-0.0300,0.0111,-0.0147,-0.0736,0.0000
1758.625,-0.1122,-0.0344,-0.0777,-0.0300,0.0111,-0.0155,-0.0777,0.0000
1758.709,-0.1171,-0.0353,-0.0819,-0.0300,0.0111,-0.0164,-0.0819,0.0000
1758.792,-0.1221,-0.0361,-0.0860,-0.0300,0.0111,-0.0172,-0.0860,0.0000
1758.875,-0.1271,-0.0369,-0.0902,-0.0300,0.0111,-0.0180,-0.0902,0.0000
1758.959,-0.1321,-0.0378,-0.0943,-0.0300,0.0111,-0.0189,-0.0943,0.0000
1759.042,-0.1371,-0.0386,-0.0985,-0.0300,0.0111,-0.0197,-0.0985,0.0000
1759.125,-0.1420,-0.0383,-0.1037,-0.0300,0.0117,-0.0200,-0.1005,-0.0032
1759.209,-0.1469,-0.0374,-0.1095,-0.0300,0.0126,-0.0200,-0.1014,-0.0081
1759.292,-0.1518,-0.0365,-0.1153,-0.0300,0.0135,-0.0200,-0.1022,-0.0131
1759.375,-0.1567,-0.0356,-0.1211,-0.0300,0.0144,-0.0200,-0.1030,-0.0181
1759.459,-0.1616,-0.0346,-0.1269,-0.0300,0.0154,-0.0200,-0.1038,-0.0231
1759.542,-0.1665,-0.0337,-0.1327,-0.0300,0.0163,-0.0200,-0.1047,-0.0281
1759.625,-0.1713,-0.0328,-0.1386,-0.0300,0.0172,-0.0200,-0.1055,-0.0331
1759.709,-0.1762,-0.0319,-0.1444,-0.0300,0.0181,-0.0200,-0.1063,-0.0380
1759.792,-0.1811,-0.0309,-0.1502,-0.0300,0.0191,-0.0200,-0.1072,-0.0430
1759.875,-0.1860,-0.0300,-0.1560,-0.0300,0.0200,-0.0200,-0.1080,-0.0480
1759.959,-0.1909,-0.0291,-0.1618,-0.0300,0.0209,-0.0200,-0.1088,-0.0530
1760.042,-0.1958,-0.0282,-0.1676,-0.0300,0.0218,-0.0200,-0.1097,-0.0580
1760.125,-0.2441,-0.0278,-0.2163,-0.0300,0.0222,-0.0200,-0.1056,-0.1107
1760.209,-0.3221,-0.0278,-0.2943,-0.0300,0.0222,-0.0200,-0.0981,-0.1962
1760.292,-0.4002,-0.0278,-0.3724,-0.0300,0.0222,-0.0200,-0.0906,-0.2818
1760.375,-0.4783,-0.0278,-0.4505,-0.0300,0.0222,-0.0200,-0.0831,-0.3673
1760.459,-0.5563,-0.0278,-0.5285,-0.0300,0.0222,-0.0200,-0.0757,-0.4529
1760.542,-0.6344,-0.0278,-0.6066,-0.0300,0.0222,-0.0200,-0.0682,-0.5384
1760.625,-0.7125,-0.0278,-0.6847,-0.0300,0.0222,-0.0200,-0.0607,-0.6239
1760.709,-0.7905,-0.0278,-0.7627,-0.0300,0.0222,-0.0200,-0.0532,-0.7095
1760.792,-0.8686,-0.0278,-0.8408,-0.0300,0.0222,-0.0200,-0.0458,-0.7950
1760.875,-0.9467,-0.0278,-0.9189,-0.0300,0.0222,-0.0200,-0.0383,-0.8806
1760.959,-1.0247,-0.0278,-0.9969,-0.0300,0.0222,-0.0200,-0.0308,-0.9661
1761.042,-1.1028,-0.0278,-1.0750,-0.0300,0.0222,-0.0200,-0.0233,-1.0517
1761.125,-1.1007,-0.0273,-1.0733,-0.0300,0.0222,-0.0200,-0.0195,-1.0538
1761.209,-1.0334,-0.0265,-1.0069,-0.0300,0.0222,-0.0200,-0.0187,-0.9882
1761.292,-0.9661,-0.0257,-0.9405,-0.0300,0.0222,-0.0200,-0.0179,-0.9226
1761.375,-0.8989,-0.0249,-0.8740,-0.0300,0.0222,-0.0200,-0.0171,-0.8570
1761.459,-0.8316,-0.0240,-0.8076,-0.0300,0.0222,-0.0200,-0.0162,-0.7914
1761.542,-0.7643,-0.0232,-0.7411,-0.0300,0.0222,-0.0200,-0.0154,-0.7257
1761.625,-0.6970,-0.0224,-0.6747,-0.0300,0.0222,-0.0200,-0.0146,-0.6601
1761.709,-0.6298,-0.0215,-0.6082,-0.0300,0.0222,-0.0200,-0.0137,-0.5945
1761.792,-0.5625,-0.0207,-0.5418,-0.0300,0.0222,-0.0200,-0.0129,-0.5289
1761.875,-0.4952,-0.0199,-0.4754,-0.0300,0.0222,-0.0200,-0.0121,-0.4633
1761.959,-0.4280,-0.0190,-0.4089,-0.0300,0.0222,-0.0200,-0.0112,-0.3977
1762.042,-0.3607,-0.0182,-0.3425,-0.0300,0.0222,-0.0200,-0.0104,-0.3321
1762.125,-0.3197,-0.0182,-0.3015,-0.0300,0.0222,-0.0200,-0.0104,-0.2911
1762.209,-0.3040,-0.0191,-0.2849,-0.0300,0.0222,-0.0200,-0.0113,-0.2736
1762.292,-0.2882,-0.0199,-0.2683,-0.0300,0.0222,-0.0200,-0.0121,-0.2562
1762.375,-0.2724,-0.0207,-0.2517,-0.0300,0.0222,-0.0200,-0.0129,-0.2388
1762.459,-0.2566,-0.0215,-0.2351,-0.0300,0.0222,-0.0200,-0.0137,-0.2213
1762.542,-0.2408,-0.0224,-0.2185,-0.0300,0.0222,-0.0200,-0.0146,-0.2039
1762.625,-0.2251,-0.0232,-0.2018,-0.0300,0.0222,-0.0200,-0.0154,-0.1864
1762.709,-0.2093,-0.0240,-0.1852,-0.0300,0.0222,-0.0200,-0.0162,-0.1690
1762.792,-0.1935,-0.0249,-0.1686,-0.0300,0.0222,-0.0200,-0.0171,-0.1516
1762.875,-0.1777,-0.0257,-0.1520,-0.0300,0.0222,-0.0200,-0.0179,-0.1341
1762.959,-0.1619,-0.0265,-0.1354,-0.0300,0.0222,-0.0200,-0.0187,-0.1167
1763.042,-0.1462,-0.0274,-0.1188,-0.0300,0.0222,-0.0200,-0.0196,-0.0992
1763.125,-0.1355,-0.0282,-0.1073,-0.0300,0.0222,-0.0204,-0.0200,-0.0873
1763.209,-0.1305,-0.0290,-0.1015,-0.0300,0.0222,-0.0212,-0.0200,-0.0815
1763.292,-0.1255,-0.0299,-0.0956,-0.0300,0.0222,-0.0221,-0.0200,-0.0756
1763.375,-0.1205,-0.0307,-0.0898,-0.0300,0.0222,-0.0229,-0.0200,-0.0698
1763.459,-0.1155,-0.0315,-0.0840,-0.0300,0.0222,-0.0237,-0.0200,-0.0640
1763.542,-0.1105,-0.0323,-0.0782,-0.0300,0.0222,-0.0245,-0.0200,-0.0582
1763.625,-0.1056,-0.0332,-0.0724,-0.0300,0.0222,-0.0254,-0.0200,-0.0524
1763.709,-0.1006,-0.0340,-0.0666,-0.0300,0.0222,-0.0262,-0.0200,-0.0466
1763.792,-0.0956,-0.0348,-0.0608,-0.0300,0.0222,-0.0270,-0.0200,-0.0408
1763.875,-0.0906,-0.0357,-0.0549,-0.0300,0.0222,-0.0279,-0.0200,-0.0349
1763.959,-0.0856,-0.0365,-0.0491,-0.0300,0.0222,-0.0287,-0.0200,-0.0291
1764.042,-0.0806,-0.0373,-0.0433,-0.0300,0.0222,-0.0295,-0.0200,-0.0233
1764.125,-0.0782,-0.0378,-0.0404,-0.0300,0.0222,-0.0300,-0.0211,-0.0193
1764.209,-0.0790,-0.0378,-0.0412,-0.0300,0.0222,-0.0300,-0.0236,-0.0176
1764.292,-0.0798,-0.0378,-0.0420,-0.0300,0.0222,-0.0300,-0.0261,-0.0160
1764.375,-0.0806,-0.0378,-0.0428,-0.0300,0.0222,-0.0300,-0.0285,-0.0143
1764.459,-0.0815,-0.0378,-0.0437,-0.0300,0.0222,-0.0300,-0.0310,-0.0126
1764.542,-0.0823,-0.0378,-0.0445,-0.0300,0.0222,-0.0300,-0.0335,-0.0110
1764.625,-0.0831,-0.0378,-0.0453,-0.0300,0.0222,-0.0300,-0.0360,-0.0093
1764.709,-0.0840,-0.0378,-0.0462,-0.0300,0.0222,-0.0300,-0.0385,-0.0077
1764.792,-0.0848,-0.0378,-0.0470,-0.0300,0.0222,-0.0300,-0.0410,-0.0060
1764.875,-0.0856,-0.0378,-0.0478,-0.0300,0.0222,-0.0300,-0.0435,-0.0043
1764.959,-0.0865,-0.0378,-0.0487,-0.0300,0.0222,-0.0300,-0.0460,-0.0027
1765.042,-0.0873,-0.0378,-0.0495,-0.0300,0.0222,-0.0300,-0.0485,-0.0010
1765.125,-0.0875,-0.0375,-0.0500,-0.0297,0.0222,-0.0300,-0.0500,0.0000
1765.209,-0.0866,-0.0366,-0.0500,-0.0288,0.0222,-0.0300,-0.0500,0.0000
1765.292,-0.0858,-0.0358,-0.0500,-0.0280,0.0222,-0.0300,-0.0500,0.0000
1765.375,-0.0850,-0.0350,-0.0500,-0.0272,0.0222,-0.0300,-0.0500,0.0000
1765.459,-0.0842,-0.0342,-0.0500,-0.0264,0.0222,-0.0300,-0.0500,0.0000
1765.542,-0.0833,-0.0333,-0.0500,-0.0255,0.0222,-0.0300,-0.0500,0.0000
1765.625,-0.0825,-0.0325,-0.0500,-0.0247,0.0222,-0.0300,-0.0500,0.0000
1765.709,-0.0817,-0.0317,-0.0500,-0.0239,0.0222,-0.0300,-0.0500,0.0000
1765.792,-0.0808,-0.0308,-0.0500,-0.0230,0.0222,-0.0300,-0.0500,0.0000
1765.875,-0.0800,-0.0300,-0.0500,-0.0222,0.0222,-0.0300,-0.0500,0.0000
1765.959,-0.0792,-0.0292,-0.0500,-0.0214,0.0222,-0.0300,-0.0500,0.0000
1766.042,-0.0783,-0.0283,-0.0500,-0.0205,0.0222,-0.0300,-0.0500,0.0000
1766.125,-0.0775,-0.0278,-0.0497,-0.0200,0.0222,-0.0300,-0.0497,0.0000
1766.209,-0.0767,-0.0278,-0.0489,-0.0200,0.0222,-0.0300,-0.0489,0.0000
1766.292,-0.0758,-0.0278,-0.0480,-0.0200,0.0222,-0.0300,-0.0480,0.0000
1766.375,-0.0750,-0.0278,-0.0472,-0.0200,0.0222,-0.0300,-0.0472,0.0000
1766.459,-0.0742,-0.0278,-0.0464,-0.0200,0.0222,-0.0300,-0.0464,0.0000
1766.542,-0.0734,-0.0278,-0.0456,-0.0200,0.0222,-0.0300,-0.0456,0.0000
1766.625,-0.0725,-0.0278,-0.0447,-0.0200,0.0222,-0.0300,-0.0447,0.0000
1766.709,-0.0717,-0.0278,-0.0439,-0.0200,0.0222,-0.0300,-0.0439,0.0000
1766.792,-0.0709,-0.0278,-0.0431,-0.0200,0.0222,-0.0300,-0.0431,0.0000
1766.875,-0.0700,-0.0278,-0.0422,-0.0200,0.0222,-0.0300,-0.0422,0.0000
1766.959,-0.0692,-0.0278,-0.0414,-0.0200,0.0222,-0.0300,-0.0414,0.0000
1767.042,-0.0684,-0.0278,-0.0406,-0.0200,0.0222,-0.0300,-0.0406,0.0000
1767.125,-0.0663,-0.0278,-0.0385,-0.0200,0.0222,-0.0300,-0.0385,0.0000
1767.209,-0.0613,-0.0278,-0.0335,-0.0200,0.0222,-0.0300,-0.0335,0.0000
1767.292,-0.0563,-0.0278,-0.0285,-0.0200,0.0222,-0.0300,-0.0285,0.0000
1767.375,-0.0513,-0.0278,-0.0235,-0.0200,0.0222,-0.0300,-0.0235,0.0000
1767.459,-0.0463,-0.0278,-0.0185,-0.0200,0.0222,-0.0300,-0.0185,0.0000
1767.542,-0.0414,-0.0278,-0.0136,-0.0200,0.0222,-0.0300,-0.0136,0.0000
1767.625,-0.0364,-0.0278,-0.0086,-0.0200,0.0222,-0.0300,-0.0086,0.0000
1767.709,-0.0314,-0.0278,-0.0036,-0.0200,0.0222,-0.0300,-0.0036,0.0000
1767.792,-0.0264,-0.0278,0.0014,-0.0200,0.0222,-0.0300,0.0014,0.0000
1767.875,-0.0214,-0.0278,0.0064,-0.0200,0.0222,-0.0300,0.0064,0.0000
1767.959,-0.0164,-0.0278,0.0114,-0.0200,0.0222,-0.0300,0.0114,0.0000
1768.042,-0.0115,-0.0278,0.0163,-0.0200,0.0222,-0.0300,0.0163,0.0000
1768.125,-0.0071,-0.0278,0.0207,-0.0200,0.0222,-0.0300,0.0207,0.0000
1768.209,-0.0046,-0.0278,0.0232,-0.0200,0.0222,-0.0300,0.0232,0.0000
1768.292,-0.0022,-0.0278,0.0256,-0.0200,0.0222,-0.0300,0.0256,0.0000
1768.375,0.0003,-0.0278,0.0281,-0.0200,0.0222,-0.0300,0.0281,0.0000
1768.459,0.0028,-0.0278,0.0306,-0.0200,0.0222,-0.0300,0.0306,0.0000
1768.542,0.0053,-0.0278,0.0331,-0.0200,0.0222,-0.0300,0.0331,0.0000
1768.625,0.0078,-0.0278,0.0356,-0.0200,0.0222,-0.0300,0.0356,0.0000
1768.709,0.0103,-0.0278,0.0381,-0.0200,0.0222,-0.0300,0.0381,0.0000
1768.792,0.0128,-0.0278,0.0406,-0.0200,0.0222,-0.0300,0.0406,0.0000
1768.875,0.0153,-0.0278,0.0431,-0.0200,0.0222,-0.0300,0.0431,0.0000
1768.959,0.0178,-0.0278,0.0456,-0.0200,0.0222,-0.0300,0.0456,0.0000
1769.042,0.0203,-0.0278,0.0481,-0.0200,0.0222,-0.0300,0.0481,0.0000
1769.125,0.0228,-0.0278,0.0506,-0.0198,0.0222,-0.0302,0.0506,0.0000
1769.209,0.0253,-0.0278,0.0531,-0.0190,0.0222,-0.0310,0.0531,0.0000
1769.292,0.0277,-0.0278,0.0555,-0.0182,0.0222,-0.0318,0.0555,0.0000
1769.375,0.0302,-0.0278,0.0580,-0.0173,0.0222,-0.0327,0.0580,0.0000
1769.459,0.0327,-0.0278,0.0605,-0.0165,0.0222,-0.0335,0.0605,0.0000
1769.542,0.0352,-0.0278,0.0630,-0.0157,0.0222,-0.0343,0.0630,0.0000
1769.625,0.0377,-0.0278,0.0655,-0.0148,0.0222,-0.0352,0.0655,0.0000
1769.709,0.0402,-0.0278,0.0680,-0.0140,0.0222,-0.0360,0.0680,0.0000
1769.792,0.0427,-0.0278,0.0705,-0.0132,0.0222,-0.0368,0.0705,0.0000
1769.875,0.0452,-0.0278,0.0730,-0.0123,0.0222,-0.0377,0.0730,0.0000
1769.959,0.0477,-0.0278,0.0755,-0.0115,0.0222,-0.0385,0.0755,0.0000
1770.042,0.0502,-0.0278,0.0780,-0.0107,0.0222,-0.0393,0.0780,0.0000
1770.125,0.0519,-0.0278,0.0797,-0.0100,0.0222,-0.0400,0.0797,0.0000
1770.209,0.0502,-0.0278,0.0780,-0.0100,0.0222,-0.0400,0.0780,0.0000
1770.292,0.0486,-0.0278,0.0764,-0.0100,0.0222,-0.0400,0.0764,0.0000
1770.375,0.0469,-0.0278,0.0747,-0.0100,0.0222,-0.0400,0.0747,0.0000
1770.459,0.0452,-0.0278,0.0730,-0.0100,0.0222,-0.0400,0.0730,0.0000
1770.542,0.0436,-0.0278,0.0714,-0.0100,0.0222,-0.0400,0.0714,0.0000
1770.625,0.0419,-0.0278,0.0697,-0.0100,0.0222,-0.0400,0.0697,0.0000
1770.709,0.0403,-0.0278,0.0681,-0.0100,0.0222,-0.0400,0.0681,0.0000
1770.792,0.0386,-0.0278,0.0664,-0.0100,0.0222,-0.0400,0.0664,0.0000
1770.875,0.0369,-0.0278,0.0647,-0.0100,0.0222,-0.0400,0.0647,0.0000
1770.959,0.0353,-0.0278,0.0631,-0.0100,0.0222,-0.0400,0.0631,0.0000
1771.042,0.0336,-0.0278,0.0614,-0.0100,0.0222,-0.0400,0.0614,0.0000
1771.125,0.0312,-0.0278,0.0590,-0.0100,0.0222,-0.0400,0.0599,-0.0008
1771.209,0.0246,-0.0278,0.0524,-0.0100,0.0222,-0.0400,0.0590,-0.0067
1771.292,0.0180,-0.0278,0.0458,-0.0100,0.0222,-0.0400,0.0582,-0.0125
1771.375,0.0113,-0.0278,0.0391,-0.0100,0.0222,-0.0400,0.0574,-0.0183
1771.459,0.0047,-0.0278,0.0325,-0.0100,0.0222,-0.0400,0.0566,-0.0241
1771.542,-0.0020,-0.0278,0.0258,-0.0100,0.0222,-0.0400,0.0557,-0.0299
1771.625,-0.0086,-0.0278,0.0192,-0.0100,0.0222,-0.0400,0.0549,-0.0357
1771.709,-0.0153,-0.0278,0.0125,-0.0100,0.0222,-0.0400,0.0541,-0.0415
1771.792,-0.0219,-0.0278,0.0059,-0.0100,0.0222,-0.0400,0.0532,-0.0473
1771.875,-0.0286,-0.0278,-0.0008,-0.0100,0.0222,-0.0400,0.0524,-0.0532
1771.959,-0.0352,-0.0278,-0.0074,-0.0100,0.0222,-0.0400,0.0516,-0.0590
1772.042,-0.0418,-0.0278,-0.0140,-0.0100,0.0222,-0.0400,0.0507,-0.0648
1772.125,-0.0476,-0.0278,-0.0198,-0.0100,0.0222,-0.0400,0.0497,-0.0696
1772.209,-0.0460,-0.0278,-0.0182,-0.0100,0.0222,-0.0400,0.0473,-0.0654
1772.292,-0.0443,-0.0278,-0.0165,-0.0100,0.0222,-0.0400,0.0448,-0.0613
1772.375,-0.0426,-0.0278,-0.0148,-0.0100,0.0222,-0.0400,0.0423,-0.0571
1772.459,-0.0410,-0.0278,-0.0132,-0.0100,0.0222,-0.0400,0.0398,-0.0530
1772.542,-0.0393,-0.0278,-0.0115,-0.0100,0.0222,-0.0400,0.0373,-0.0488
1772.625,-0.0377,-0.0278,-0.0099,-0.0100,0.0222,-0.0400,0.0348,-0.0447
1772.709,-0.0360,-0.0278,-0.0082,-0.0100,0.0222,-0.0400,0.0323,-0.0405
1772.792,-0.0343,-0.0278,-0.0065,-0.0100,0.0222,-0.0400,0.0298,-0.0363
