Global Warming Index calculator from Haustein et al. 2017 (Scientific Reports),,,,,,Start month,1850.042,Start row,1208,Januar 1850,,,Linear Trend 1880-2012:,,,0.914,°C / 133 years,,,,
"Response function used for Global Temperature Potentials by IPCC (2013), Ch08, SM section 8.SM.11.2",,,,,,End month,2020.959,End row,3259,Dcember 2020,,,Obs Warming 1850-1900 vs 2006-2015:,,,0.928,°C,,,,
Decay time (years) of thermal response,4,209,Years,,,,Ant coeff,Nat coeff,,,,,GWI Warming 1850-1900 vs 2006-2015: ,,,0.916,°C (ending 12/2015),,,,
Contribution to total equilibrium warming,0.404,0.351,,,,Reg. coeffs,0.9797,0.4155,,,,,GWI Warming 1850-1900 vs 2006-2015: ,,,0.979,°C (ending 02/2020),,,,
Fractional decay in one month,0.0206,0.0004,,,,,,,,Anomalies from 1850-1900,,,,,,,,,,,
Date,Anthrop forcing,Natural forcing,Ant T1,Ant T2,Nat T1,Nat T2,Ant warm,Nat warm,Obs warm,Best-fit ant,Best-fit nat,Best-fit tot,Obs warm,Residual,,,,,,,
,W/m2,W/m2,K,K,K,K,K,K,K,,,,,,,,,,,,
1764.209,-0.0378,-0.0412,-0.0110,-0.0006,-0.1007,-0.0046,-0.0116,-0.1053,,-0.0648,0.0518,-0.0130,,,,,,,,,
1764.292,-0.0378,-0.0420,-0.0111,-0.0006,-0.0990,-0.0046,-0.0117,-0.1036,,-0.0649,0.0525,-0.0124,,,,,,,,,
1764.375,-0.0378,-0.0428,-0.0112,-0.0006,-0.0973,-0.0046,-0.0118,-0.1019,,-0.0650,0.0532,-0.0118,,,,,,,,,
1764.459,-0.0378,-0.0437,-0.0113,-0.0006,-0.0956,-0.0046,-0.0119,-0.1002,,-0.0650,0.0539,-0.0112,,,,,,,,,
1764.542,-0.0378,-0.0445,-0.0114,-0.0006,-0.0940,-0.0046,-0.0120,-0.0986,,-0.0651,0.0545,-0.0106,,,,,,,,,
1764.625,-0.0378,-0.0453,-0.0115,-0.0006,-0.0925,-0.0046,-0.0121,-0.0971,,-0.0652,0.0552,-0.0100,,,,,,,,,
1764.709,-0.0378,-0.0462,-0.0115,-0.0006,-0.0909,-0.0046,-0.0122,-0.0955,,-0.0653,0.0558,-0.0095,,,,,,,,,
1764.792,-0.0378,-0.0470,-0.0116,-0.0006,-0.0894,-0.0046,-0.0122,-0.0941,,-0.0654,0.0564,-0.0090,,,,,,,,,
1764.875,-0.0378,-0.0478,-0.0117,-0.0006,-0.0880,-0.0046,-0.0123,-0.0926,,-0.0655,0.0570,-0.0084,,,,,,,,,
1764.959,-0.0378,-0.0487,-0.0118,-0.0006,-0.0866,-0.0046,-0.0124,-0.0912,,-0.0655,0.0576,-0.0079,,,,,,,,,
1765.042,-0.0378,-0.0495,-0.0118,-0.0006,-0.0852,-0.0046,-0.0125,-0.0898,,-0.0656,0.0582,-0.0074,,,,,,,,,
1765.125,-0.0375,-0.0500,-0.0119,-0.0006,-0.0839,-0.0046,-0.0125,-0.0885,,-0.0657,0.0587,-0.0070,,,,,,,,,
1765.209,-0.0366,-0.0500,-0.0120,-0.0006,-0.0825,-0.0047,-0.0126,-0.0872,,-0.0658,0.0593,-0.0065,,,,,,,,,
1765.292,-0.0358,-0.0500,-0.0120,-0.0006,-0.0813,-0.0047,-0.0127,-0.0859,,-0.0658,0.0598,-0.0060,,,,,,,,,
1765.375,-0.0350,-0.0500,-0.0121,-0.0007,-0.0800,-0.0047,-0.0127,-0.0847,,-0.0659,0.0603,-0.0055,,,,,,,,,
1765.459,-0.0342,-0.0500,-0.0121,-0.0007,-0.0788,-0.0047,-0.0128,-0.0834,,-0.0659,0.0608,-0.0051,,,,,,,,,
1765.542,-0.0333,-0.0500,-0.0121,-0.0007,-0.0776,-0.0047,-0.0128,-0.0822,,-0.0659,0.0613,-0.0046,,,,,,,,,
1765.625,-0.0325,-0.0500,-0.0122,-0.0007,-0.0764,-0.0047,-0.0128,-0.0811,,-0.0660,0.0618,-0.0041,,,,,,,,,
1765.709,-0.0317,-0.0500,-0.0122,-0.0007,-0.0752,-0.0047,-0.0129,-0.0799,,-0.0660,0.0623,-0.0037,,,,,,,,,
1765.792,-0.0308,-0.0500,-0.0122,-0.0007,-0.0741,-0.0047,-0.0129,-0.0788,,-0.0660,0.0628,-0.0032,,,,,,,,,
1765.875,-0.0300,-0.0500,-0.0122,-0.0007,-0.0730,-0.0047,-0.0129,-0.0777,,-0.0660,0.0632,-0.0028,,,,,,,,,
1765.959,-0.0292,-0.0500,-0.0122,-0.0007,-0.0719,-0.0047,-0.0129,-0.0766,,-0.0660,0.0637,-0.0023,,,,,,,,,
1766.042,-0.0283,-0.0500,-0.0122,-0.0007,-0.0708,-0.0047,-0.0129,-0.0755,,-0.0660,0.0641,-0.0019,,,,,,,,,
1766.125,-0.0278,-0.0497,-0.0122,-0.0007,-0.0698,-0.0047,-0.0129,-0.0745,,-0.0660,0.0646,-0.0014,,,,,,,,,
1766.209,-0.0278,-0.0489,-0.0121,-0.0007,-0.0687,-0.0047,-0.0128,-0.0735,,-0.0660,0.0650,-0.0010,,,,,,,,,
1766.292,-0.0278,-0.0480,-0.0121,-0.0007,-0.0677,-0.0047,-0.0128,-0.0725,,-0.0660,0.0654,-0.0006,,,,,,,,,
1766.375,-0.0278,-0.0472,-0.0121,-0.0007,-0.0667,-0.0047,-0.0128,-0.0715,,-0.0659,0.0658,-0.0001,,,,,,,,,
1766.459,-0.0278,-0.0464,-0.0121,-0.0007,-0.0657,-0.0047,-0.0128,-0.0705,,-0.0659,0.0662,0.0003,,,,,,,,,
1766.542,-0.0278,-0.0456,-0.0121,-0.0007,-0.0648,-0.0047,-0.0128,-0.0695,,-0.0659,0.0666,0.0007,,,,,,,,,
1766.625,-0.0278,-0.0447,-0.0121,-0.0007,-0.0638,-0.0047,-0.0128,-0.0686,,-0.0659,0.0670,0.0011,,,,,,,,,
1766.709,-0.0278,-0.0439,-0.0120,-0.0007,-0.0629,-0.0047,-0.0128,-0.0676,,-0.0659,0.0674,0.0015,,,,,,,,,
1766.792,-0.0278,-0.0431,-0.0120,-0.0007,-0.0619,-0.0047,-0.0127,-0.0667,,-0.0659,0.0678,0.0019,,,,,,,,,
1766.875,-0.0278,-0.0422,-0.0120,-0.0007,-0.0610,-0.0047,-0.0127,-0.0658,,-0.0659,0.0682,0.0023,,,,,,,,,
1766.959,-0.0278,-0.0414,-0.0120,-0.0007,-0.0601,-0.0048,-0.0127,-0.0649,,-0.0658,0.0686,0.0027,,,,,,,,,
1767.042,-0.0278,-0.0406,-0.0120,-0.0007,-0.0592,-0.0048,-0.0127,-0.0640,,-0.0658,0.0689,0.0031,,,,,,,,,
1767.125,-0.0278,-0.0385,-0.0120,-0.0007,-0.0583,-0.0048,-0.0127,-0.0631,,-0.0658,0.0693,0.0035,,,,,,,,,
1767.209,-0.0278,-0.0335,-0.0119,-0.0007,-0.0574,-0.0048,-0.0127,-0.0622,,-0.0658,0.0697,0.0039,,,,,,,,,
1767.292,-0.0278,-0.0285,-0.0119,-0.0007,-0.0565,-0.0048,-0.0127,-0.0613,,-0.0658,0.0701,0.0043,,,,,,,,,
1767.375,-0.0278,-0.0235,-0.0119,-0.0007,-0.0555,-0.0048,-0.0127,-0.0603,,-0.0658,0.0704,0.0047,,,,,,,,,
1767.459,-0.0278,-0.0185,-0.0119,-0.0007,-0.0546,-0.0048,-0.0126,-0.0593,,-0.0658,0.0708,0.0051,,,,,,,,,
1767.542,-0.0278,-0.0136,-0.0119,-0.0008,-0.0536,-0.0048,-0.0126,-0.0583,,-0.0658,0.0713,0.0055,,,,,,,,,
1767.625,-0.0278,-0.0086,-0.0119,-0.0008,-0.0526,-0.0048,-0.0126,-0.0573,,-0.0658,0.0717,0.0059,,,,,,,,,
1767.709,-0.0278,-0.0036,-0.0119,-0.0008,-0.0515,-0.0048,-0.0126,-0.0563,,-0.0657,0.0721,0.0064,,,,,,,,,
1767.792,-0.0278,0.0014,-0.0118,-0.0008,-0.0505,-0.0048,-0.0126,-0.0552,,-0.0657,0.0725,0.0068,,,,,,,,,
1767.875,-0.0278,0.0064,-0.0118,-0.0008,-0.0494,-0.0048,-0.0126,-0.0542,,-0.0657,0.0730,0.0073,,,,,,,,,
1767.959,-0.0278,0.0114,-0.0118,-0.0008,-0.0483,-0.0048,-0.0126,-0.0531,,-0.0657,0.0734,0.0077,,,,,,,,,
1768.042,-0.0278,0.0163,-0.0118,-0.0008,-0.0472,-0.0048,-0.0126,-0.0520,,-0.0657,0.0739,0.0082,,,,,,,,,
1768.125,-0.0278,0.0207,-0.0118,-0.0008,-0.0461,-0.0048,-0.0126,-0.0508,,-0.0657,0.0744,0.0087,,,,,,,,,
1768.209,-0.0278,0.0232,-0.0118,-0.0008,-0.0449,-0.0047,-0.0126,-0.0497,,-0.0657,0.0749,0.0092,,,,,,,,,
1768.292,-0.0278,0.0256,-0.0118,-0.0008,-0.0438,-0.0047,-0.0126,-0.0486,,-0.0657,0.0753,0.0096,,,,,,,,,
1768.375,-0.0278,0.0281,-0.0118,-0.0008,-0.0427,-0.0047,-0.0125,-0.0474,,-0.0657,0.0758,0.0101,,,,,,,,,
1768.459,-0.0278,0.0306,-0.0118,-0.0008,-0.0416,-0.0047,-0.0125,-0.0463,,-0.0657,0.0763,0.0106,,,,,,,,,
1768.542,-0.0278,0.0331,-0.0117,-0.0008,-0.0404,-0.0047,-0.0125,-0.0452,,-0.0657,0.0767,0.0111,,,,,,,,,
1768.625,-0.0278,0.0356,-0.0117,-0.0008,-0.0393,-0.0047,-0.0125,-0.0440,,-0.0657,0.0772,0.0115,,,,,,,,,
1768.709,-0.0278,0.0381,-0.0117,-0.0008,-0.0382,-0.0047,-0.0125,-0.0429,,-0.0657,0.0777,0.0120,,,,,,,,,
1768.792,-0.0278,0.0406,-0.0117,-0.0008,-0.0371,-0.0047,-0.0125,-0.0418,,-0.0656,0.0781,0.0125,,,,,,,,,
1768.875,-0.0278,0.0431,-0.0117,-0.0008,-0.0360,-0.0047,-0.0125,-0.0407,,-0.0656,0.0786,0.0130,,,,,,,,,
1768.959,-0.0278,0.0456,-0.0117,-0.0008,-0.0349,-0.0047,-0.0125,-0.0395,,-0.0656,0.0791,0.0134,,,,,,,,,
1769.042,-0.0278,0.0481,-0.0117,-0.0008,-0.0338,-0.0047,-0.0125,-0.0384,,-0.0656,0.0795,0.0139,,,,,,,,,
1769.125,-0.0278,0.0506,-0.0117,-0.0008,-0.0326,-0.0047,-0.0125,-0.0373,,-0.0656,0.0800,0.0144,,,,,,,,,
1769.209,-0.0278,0.0531,-0.0117,-0.0008,-0.0315,-0.0047,-0.0125,-0.0362,,-0.0656,0.0805,0.0148,,,,,,,,,
1769.292,-0.0278,0.0555,-0.0117,-0.0008,-0.0304,-0.0047,-0.0125,-0.0351,,-0.0656,0.0809,0.0153,,,,,,,,,
1769.375,-0.0278,0.0580,-0.0116,-0.0008,-0.0293,-0.0046,-0.0125,-0.0340,,-0.0656,0.0814,0.0158,,,,,,,,,
1769.459,-0.0278,0.0605,-0.0116,-0.0008,-0.0282,-0.0046,-0.0125,-0.0329,,-0.0656,0.0818,0.0162,,,,,,,,,
1769.542,-0.0278,0.0630,-0.0116,-0.0008,-0.0271,-0.0046,-0.0125,-0.0318,,-0.0656,0.0823,0.0167,,,,,,,,,
1769.625,-0.0278,0.0655,-0.0116,-0.0008,-0.0260,-0.0046,-0.0125,-0.0307,,-0.0656,0.0828,0.0172,,,,,,,,,
1769.709,-0.0278,0.0680,-0.0116,-0.0008,-0.0250,-0.0046,-0.0125,-0.0296,,-0.0656,0.0832,0.0176,,,,,,,,,
1769.792,-0.0278,0.0705,-0.0116,-0.0008,-0.0239,-0.0046,-0.0125,-0.0285,,-0.0656,0.0837,0.0181,,,,,,,,,
1769.875,-0.0278,0.0730,-0.0116,-0.0009,-0.0228,-0.0046,-0.0124,-0.0273,,-0.0656,0.0841,0.0186,,,,,,,,,
1769.959,-0.0278,0.0755,-0.0116,-0.0009,-0.0217,-0.0046,-0.0124,-0.0262,,-0.0656,0.0846,0.0190,,,,,,,,,
1770.042,-0.0278,0.0780,-0.0116,-0.0009,-0.0206,-0.0046,-0.0124,-0.0252,,-0.0656,0.0851,0.0195,,,,,,,,,
1770.125,-0.0278,0.0797,-0.0116,-0.0009,-0.0195,-0.0045,-0.0124,-0.0241,,-0.0656,0.0855,0.0199,,,,,,,,,
1770.209,-0.0278,0.0780,-0.0116,-0.0009,-0.0185,-0.0045,-0.0124,-0.0230,,-0.0656,0.0860,0.0204,,,,,,,,,
1770.292,-0.0278,0.0764,-0.0116,-0.0009,-0.0174,-0.0045,-0.0124,-0.0219,,-0.0656,0.0864,0.0208,,,,,,,,,
1770.375,-0.0278,0.0747,-0.0116,-0.0009,-0.0164,-0.0045,-0.0124,-0.0209,,-0.0656,0.0868,0.0212,,,,,,,,,
1770.459,-0.0278,0.0730,-0.0115,-0.0009,-0.0155,-0.0045,-0.0124,-0.0200,,-0.0656,0.0872,0.0216,,,,,,,,,
1770.542,-0.0278,0.0714,-0.0115,-0.0009,-0.0146,-0.0045,-0.0124,-0.0190,,-0.0656,0.0876,0.0220,,,,,,,,,
1770.625,-0.0278,0.0697,-0.0115,-0.0009,-0.0137,-0.0045,-0.0124,-0.0181,,-0.0656,0.0880,0.0224,,,,,,,,,
1770.709,-0.0278,0.0681,-0.0115,-0.0009,-0.0128,-0.0045,-0.0124,-0.0173,,-0.0656,0.0883,0.0228,,,,,,,,,
1770.792,-0.0278,0.0664,-0.0115,-0.0009,-0.0120,-0.0044,-0.0124,-0.0164,,-0.0655,0.0887,0.0231,,,,,,,,,
1770.875,-0.0278,0.0647,-0.0115,-0.0009,-0.0112,-0.0044,-0.0124,-0.0156,,-0.0655,0.0890,0.0235,,,,,,,,,
1770.959,-0.0278,0.0631,-0.0115,-0.0009,-0.0104,-0.0044,-0.0124,-0.0149,,-0.0655,0.0893,0.0238,,,,,,,,,
1771.042,-0.0278,0.0614,-0.0115,-0.0009,-0.0097,-0.0044,-0.0124,-0.0141,,-0.0655,0.0896,0.0241,,,,,,,,,
1771.125,-0.0278,0.0590,-0.0115,-0.0009,-0.0090,-0.0044,-0.0124,-0.0134,,-0.0655,0.0899,0.0244,,,,,,,,,
1771.209,-0.0278,0.0524,-0.0115,-0.0009,-0.0084,-0.0044,-0.0124,-0.0128,,-0.0655,0.0902,0.0247,,,,,,,,,
1771.292,-0.0278,0.0458,-0.0115,-0.0009,-0.0078,-0.0044,-0.0124,-0.0122,,-0.0655,0.0905,0.0249,,,,,,,,,
1771.375,-0.0278,0.0391,-0.0115,-0.0009,-0.0073,-0.0044,-0.0124,-0.0116,,-0.0655,0.0907,0.0251,,,,,,,,,
1771.459,-0.0278,0.0325,-0.0115,-0.0009,-0.0068,-0.0044,-0.0124,-0.0112,,-0.0655,0.0909,0.0253,,,,,,,,,
1771.542,-0.0278,0.0258,-0.0115,-0.0009,-0.0064,-0.0044,-0.0124,-0.0108,,-0.0655,0.0910,0.0255,,,,,,,,,
1771.625,-0.0278,0.0192,-0.0115,-0.0009,-0.0061,-0.0044,-0.0124,-0.0105,,-0.0655,0.0912,0.0256,,,,,,,,,
1771.709,-0.0278,0.0125,-0.0115,-0.0009,-0.0059,-0.0044,-0.0124,-0.0102,,-0.0655,0.0913,0.0257,,,,,,,,,
1771.792,-0.0278,0.0059,-0.0115,-0.0009,-0.0057,-0.0043,-0.0124,-0.0100,,-0.0655,0.0913,0.0258,,,,,,,,,
1771.875,-0.0278,-0.0008,-0.0115,-0.0009,-0.0055,-0.0043,-0.0124,-0.0099,,-0.0655,0.0914,0.0259,,,,,,,,,
1771.959,-0.0278,-0.0074,-0.0114,-0.0009,-0.0054,-0.0043,-0.0124,-0.0098,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.042,-0.0278,-0.0140,-0.0114,-0.0009,-0.0054,-0.0043,-0.0124,-0.0098,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.125,-0.0278,-0.0198,-0.0114,-0.0009,-0.0054,-0.0043,-0.0124,-0.0098,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.209,-0.0278,-0.0182,-0.0114,-0.0009,-0.0055,-0.0043,-0.0124,-0.0098,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.292,-0.0278,-0.0165,-0.0114,-0.0010,-0.0055,-0.0043,-0.0124,-0.0099,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.375,-0.0278,-0.0148,-0.0114,-0.0010,-0.0055,-0.0043,-0.0124,-0.0099,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.459,-0.0278,-0.0132,-0.0114,-0.0010,-0.0055,-0.0043,-0.0124,-0.0099,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.542,-0.0278,-0.0115,-0.0114,-0.0010,-0.0055,-0.0043,-0.0124,-0.0099,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.625,-0.0278,-0.0099,-0.0114,-0.0010,-0.0055,-0.0043,-0.0124,-0.0099,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.709,-0.0278,-0.0082,-0.0114,-0.0010,-0.0055,-0.0043,-0.0124,-0.0098,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.792,-0.0278,-0.0065,-0.0114,-0.0010,-0.0054,-0.0043,-0.0124,-0.0098,,-0.0655,0.0914,0.0259,,,,,,,,,
1772.875,-0.0278,-0.0049,-0.0114,-0.0010,-0.0054,-0.0043,-0.0124,-0.0097,,-0.0655,0.0915,0.0260,,,,,,,,,
1772.959,-0.0278,-0.0032,-0.0114,-0.0010,-0.0053,-0.0043,-0.0124,-0.0096,,-0.0655,0.0915,0.0260,,,,,,,,,
1773.042,-0.0278,-0.0016,-0.0114,-0.0010,-0.0052,-0.0043,-0.0124,-0.0095,,-0.0655,0.0915,0.0260,,,,,,,,,
1773.125,-0.0277,0.0000,-0.0114,-0.0010,-0.0051,-0.0043,-0.0124,-0.0094,,-0.0655,0.0916,0.0261,,,,,,,,,
1773.209,-0.0269,0.0000,-0.0114,-0.0010,-0.0050,-0.0043,-0.0124,-0.0093,,-0.0655,0.0916,0.0261,,,,,,,,,
1773.292,-0.0261,0.0000,-0.0114,-0.0010,-0.0049,-0.0043,-0.0124,-0.0092,,-0.0655,0.0917,0.0262,,,,,,,,,
1773.375,-0.0253,0.0000,-0.0114,-0.0010,-0.0048,-0.0043,-0.0123,-0.0091,,-0.0655,0.0917,0.0262,,,,,,,,,
1773.459,-0.0244,0.0000,-0.0113,-0.0010,-0.0047,-0.0043,-0.0123,-0.0090,,-0.0655,0.0918,0.0263,,,,,,,,,
1773.542,-0.0236,0.0000,-0.0113,-0.0010,-0.0046,-0.0043,-0.0123,-0.0089,,-0.0654,0.0918,0.0264,,,,,,,,,
1773.625,-0.0228,0.0000,-0.0113,-0.0010,-0.0045,-0.0043,-0.0123,-0.0088,,-0.0654,0.0918,0.0264,,,,,,,,,
1773.709,-0.0219,0.0000,-0.0112,-0.0010,-0.0044,-0.0043,-0.0122,-0.0087,,-0.0654,0.0919,0.0265,,,,,,,,,
1773.792,-0.0211,0.0000,-0.0112,-0.0010,-0.0043,-0.0043,-0.0122,-0.0086,,-0.0653,0.0919,0.0266,,,,,,,,,
1773.875,-0.0203,0.0000,-0.0111,-0.0010,-0.0042,-0.0043,-0.0121,-0.0085,,-0.0653,0.0920,0.0267,,,,,,,,,
1773.959,-0.0194,0.0000,-0.0110,-0.0010,-0.0041,-0.0043,-0.0120,-0.0085,,-0.0652,0.0920,0.0268,,,,,,,,,
1774.042,-0.0186,0.0000,-0.0110,-0.0010,-0.0040,-0.0043,-0.0120,-0.0084,,-0.0651,0.0920,0.0269,,,,,,,,,
1774.125,-0.0178,-0.0001,-0.0109,-0.0010,-0.0040,-0.0043,-0.0119,-0.0083,,-0.0651,0.0921,0.0270,,,,,,,,,
1774.209,-0.0178,-0.0034,-0.0108,-0.0010,-0.0039,-0.0043,-0.0118,-0.0082,,-0.0650,0.0921,0.0271,,,,,,,,,
1774.292,-0.0178,-0.0067,-0.0107,-0.0010,-0.0039,-0.0043,-0.0118,-0.0082,,-0.0649,0.0921,0.0272,,,,,,,,,
1774.375,-0.0178,-0.0100,-0.0107,-0.0010,-0.0038,-0.0043,-0.0117,-0.0082,,-0.0648,0.0921,0.0273,,,,,,,,,
1774.459,-0.0178,-0.0134,-0.0106,-0.0010,-0.0039,-0.0043,-0.0116,-0.0082,,-0.0648,0.0921,0.0273,,,,,,,,,
1774.542,-0.0178,-0.0167,-0.0105,-0.0010,-0.0039,-0.0043,-0.0116,-0.0082,,-0.0647,0.0921,0.0274,,,,,,,,,
1774.625,-0.0178,-0.0200,-0.0105,-0.0010,-0.0040,-0.0043,-0.0115,-0.0083,,-0.0646,0.0921,0.0274,,,,,,,,,
1774.709,-0.0178,-0.0233,-0.0104,-0.0010,-0.0041,-0.0043,-0.0114,-0.0084,,-0.0646,0.0920,0.0274,,,,,,,,,
1774.792,-0.0178,-0.0267,-0.0103,-0.0010,-0.0042,-0.0043,-0.0114,-0.0085,,-0.0645,0.0920,0.0274,,,,,,,,,
1774.875,-0.0178,-0.0300,-0.0103,-0.0010,-0.0044,-0.0043,-0.0113,-0.0087,,-0.0645,0.0919,0.0274,,,,,,,,,
1774.959,-0.0178,-0.0333,-0.0102,-0.0010,-0.0045,-0.0043,-0.0112,-0.0089,,-0.0644,0.0918,0.0274,,,,,,,,,
1775.042,-0.0178,-0.0366,-0.0101,-0.0010,-0.0047,-0.0043,-0.0112,-0.0091,,-0.0643,0.0917,0.0274,,,,,,,,,
1775.125,-0.0178,-0.0399,-0.0101,-0.0010,-0.0049,-0.0043,-0.0111,-0.0093,,-0.0643,0.0916,0.0274,,,,,,,,,
1775.209,-0.0186,-0.0400,-0.0100,-0.0010,-0.0052,-0.0043,-0.0111,-0.0095,,-0.0642,0.0915,0.0273,,,,,,,,,
1775.292,-0.0194,-0.0400,-0.0100,-0.0011,-0.0054,-0.0043,-0.0110,-0.0097,,-0.0642,0.0915,0.0273,,,,,,,,,
1775.375,-0.0203,-0.0400,-0.0099,-0.0011,-0.0056,-0.0043,-0.0110,-0.0100,,-0.0641,0.0914,0.0272,,,,,,,,,
1775.459,-0.0211,-0.0400,-0.0099,-0.0011,-0.0058,-0.0043,-0.0109,-0.0102,,-0.0641,0.0913,0.0272,,,,,,,,,
1775.542,-0.0219,-0.0400,-0.0099,-0.0011,-0.0061,-0.0044,-0.0109,-0.0104,,-0.0641,0.0912,0.0271,,,,,,,,,
1775.625,-0.0228,-0.0400,-0.0099,-0.0011,-0.0063,-0.0044,-0.0109,-0.0106,,-0.0641,0.0911,0.0270,,,,,,,,,
1775.709,-0.0236,-0.0400,-0.0098,-0.0011,-0.0065,-0.0044,-0.0109,-0.0108,,-0.0641,0.0910,0.0269,,,,,,,,,
1775.792,-0.0244,-0.0400,-0.0098,-0.0011,-0.0067,-0.0044,-0.0109,-0.0110,,-0.0641,0.0909,0.0268,,,,,,,,,
1775.875,-0.0253,-0.0400,-0.0098,-0.0011,-0.0069,-0.0044,-0.0109,-0.0112,,-0.0641,0.0908,0.0268,,,,,,,,,
1775.959,-0.0261,-0.0400,-0.0099,-0.0011,-0.0071,-0.0044,-0.0109,-0.0114,,-0.0641,0.0908,0.0267,,,,,,,,,
1776.042,-0.0269,-0.0400,-0.0099,-0.0011,-0.0072,-0.0044,-0.0109,-0.0116,,-0.0641,0.0907,0.0266,,,,,,,,,
1776.125,-0.0278,-0.0400,-0.0099,-0.0011,-0.0074,-0.0044,-0.0110,-0.0118,,-0.0641,0.0906,0.0265,,,,,,,,,
1776.209,-0.0278,-0.0400,-0.0099,-0.0011,-0.0076,-0.0044,-0.0110,-0.0120,,-0.0642,0.0905,0.0263,,,,,,,,,
1776.292,-0.0278,-0.0400,-0.0100,-0.0011,-0.0078,-0.0044,-0.0110,-0.0122,,-0.0642,0.0904,0.0262,,,,,,,,,
1776.375,-0.0278,-0.0400,-0.0100,-0.0011,-0.0080,-0.0044,-0.0111,-0.0123,,-0.0642,0.0904,0.0261,,,,,,,,,
1776.459,-0.0278,-0.0400,-0.0100,-0.0011,-0.0081,-0.0044,-0.0111,-0.0125,,-0.0643,0.0903,0.0260,,,,,,,,,
1776.542,-0.0278,-0.0400,-0.0100,-0.0011,-0.0083,-0.0044,-0.0111,-0.0127,,-0.0643,0.0902,0.0259,,,,,,,,,
1776.625,-0.0278,-0.0400,-0.0101,-0.0011,-0.0085,-0.0044,-0.0112,-0.0129,,-0.0643,0.0902,0.0258,,,,,,,,,
1776.709,-0.0278,-0.0400,-0.0101,-0.0011,-0.0086,-0.0044,-0.0112,-0.0130,,-0.0643,0.0901,0.0258,,,,,,,,,
1776.792,-0.0278,-0.0400,-0.0101,-0.0011,-0.0088,-0.0044,-0.0112,-0.0132,,-0.0644,0.0900,0.0257,,,,,,,,,
1776.875,-0.0278,-0.0400,-0.0101,-0.0011,-0.0089,-0.0044,-0.0112,-0.0133,,-0.0644,0.0900,0.0256,,,,,,,,,
1776.959,-0.0278,-0.0400,-0.0101,-0.0011,-0.0091,-0.0044,-0.0113,-0.0135,,-0.0644,0.0899,0.0255,,,,,,,,,
1777.042,-0.0278,-0.0400,-0.0102,-0.0011,-0.0092,-0.0044,-0.0113,-0.0136,,-0.0644,0.0898,0.0254,,,,,,,,,
1777.125,-0.0278,-0.0400,-0.0102,-0.0011,-0.0094,-0.0044,-0.0113,-0.0138,,-0.0645,0.0898,0.0253,,,,,,,,,
1777.209,-0.0278,-0.0407,-0.0102,-0.0011,-0.0095,-0.0044,-0.0113,-0.0139,,-0.0645,0.0897,0.0252,,,,,,,,,
1777.292,-0.0278,-0.0416,-0.0102,-0.0011,-0.0096,-0.0044,-0.0114,-0.0141,,-0.0645,0.0897,0.0251,,,,,,,,,
1777.375,-0.0278,-0.0424,-0.0103,-0.0011,-0.0098,-0.0044,-0.0114,-0.0142,,-0.0645,0.0896,0.0250,,,,,,,,,
1777.459,-0.0278,-0.0432,-0.0103,-0.0011,-0.0100,-0.0044,-0.0114,-0.0144,,-0.0646,0.0895,0.0250,,,,,,,,,
1777.542,-0.0278,-0.0441,-0.0103,-0.0011,-0.0101,-0.0044,-0.0114,-0.0146,,-0.0646,0.0895,0.0249,,,,,,,,,
1777.625,-0.0278,-0.0449,-0.0103,-0.0011,-0.0103,-0.0045,-0.0115,-0.0147,,-0.0646,0.0894,0.0248,,,,,,,,,
1777.709,-0.0278,-0.0457,-0.0103,-0.0011,-0.0104,-0.0045,-0.0115,-0.0149,,-0.0646,0.0893,0.0247,,,,,,,,,
1777.792,-0.0278,-0.0466,-0.0104,-0.0011,-0.0106,-0.0045,-0.0115,-0.0151,,-0.0647,0.0892,0.0246,,,,,,,,,
1777.875,-0.0278,-0.0474,-0.0104,-0.0012,-0.0108,-0.0045,-0.0115,-0.0152,,-0.0647,0.0892,0.0245,,,,,,,,,
1777.959,-0.0278,-0.0482,-0.0104,-0.0012,-0.0110,-0.0045,-0.0115,-0.0154,,-0.0647,0.0891,0.0244,,,,,,,,,
1778.042,-0.0278,-0.0491,-0.0104,-0.0012,-0.0111,-0.0045,-0.0116,-0.0156,,-0.0647,0.0890,0.0243,,,,,,,,,
1778.125,-0.0278,-0.0499,-0.0104,-0.0012,-0.0113,-0.0045,-0.0116,-0.0158,,-0.0647,0.0889,0.0242,,,,,,,,,
1778.209,-0.0278,-0.0536,-0.0104,-0.0012,-0.0115,-0.0045,-0.0116,-0.0160,,-0.0648,0.0889,0.0241,,,,,,,,,
1778.292,-0.0278,-0.0577,-0.0105,-0.0012,-0.0117,-0.0045,-0.0116,-0.0162,,-0.0648,0.0888,0.0240,,,,,,,,,
