date,CRU_anom,,1850-1900
1883.292,-0.439,-0.082,-0.082
1883.375,-0.340,0.017,0.017
1883.458,-0.190,0.167,0.167
1883.542,-0.219,0.138,0.138
1883.625,-0.288,0.069,0.069
1883.708,-0.306,0.051,0.051
1883.792,-0.340,0.017,0.017
1883.875,-0.396,-0.039,-0.039
1883.958,-0.415,-0.058,-0.058
1884.042,-0.444,-0.087,-0.087
1884.125,-0.333,0.024,0.024
1884.208,-0.505,-0.148,-0.148
1884.292,-0.509,-0.152,-0.152
1884.375,-0.566,-0.209,-0.209
1884.458,-0.514,-0.157,-0.157
1884.542,-0.566,-0.209,-0.209
1884.625,-0.429,-0.072,-0.072
1884.708,-0.504,-0.147,-0.147
1884.792,-0.463,-0.106,-0.106
1884.875,-0.585,-0.228,-0.228
1884.958,-0.490,-0.133,-0.133
1885.042,-0.656,-0.299,-0.299
1885.125,-0.553,-0.196,-0.196
1885.208,-0.421,-0.064,-0.064
1885.292,-0.635,-0.278,-0.278
1885.375,-0.606,-0.249,-0.249
1885.458,-0.637,-0.280,-0.280
1885.542,-0.420,-0.063,-0.063
1885.625,-0.405,-0.048,-0.048
1885.708,-0.357,0.000,0.000
1885.792,-0.362,-0.005,-0.005
1885.875,-0.384,-0.027,-0.027
1885.958,-0.218,0.139,0.139
1886.042,-0.480,-0.123,-0.123
1886.125,-0.479,-0.122,-0.122
1886.208,-0.487,-0.130,-0.130
1886.292,-0.362,-0.005,-0.005
1886.375,-0.293,0.064,0.064
1886.458,-0.502,-0.145,-0.145
1886.542,-0.302,0.055,0.055
1886.625,-0.457,-0.100,-0.100
1886.708,-0.391,-0.034,-0.034
1886.792,-0.413,-0.056,-0.056
1886.875,-0.491,-0.134,-0.134
1886.958,-0.395,-0.038,-0.038
1887.042,-0.744,-0.387,-0.387
1887.125,-0.659,-0.302,-0.302
1887.208,-0.445,-0.088,-0.088
1887.292,-0.483,-0.126,-0.126
1887.375,-0.529,-0.172,-0.172
1887.458,-0.526,-0.169,-0.169
1887.542,-0.389,-0.032,-0.032
1887.625,-0.446,-0.089,-0.089
1887.708,-0.389,-0.032,-0.032
1887.792,-0.445,-0.088,-0.088
1887.875,-0.435,-0.078,-0.078
1887.958,-0.497,-0.140,-0.140
1888.042,-0.618,-0.261,-0.261
1888.125,-0.587,-0.230,-0.230
1888.208,-0.597,-0.240,-0.240
1888.292,-0.352,0.005,0.005
1888.375,-0.411,-0.054,-0.054
1888.458,-0.322,0.035,0.035
1888.542,-0.339,0.018,0.018
1888.625,-0.311,0.046,0.046
1888.708,-0.325,0.032,0.032
1888.792,-0.166,0.191,0.191
1888.875,-0.265,0.092,0.092
1888.958,-0.259,0.098,0.098
1889.042,-0.297,0.060,0.060
1889.125,-0.007,0.350,0.350
1889.208,-0.087,0.270,0.270
1889.292,-0.087,0.270,0.270
1889.375,-0.158,0.199,0.199
1889.458,-0.213,0.144,0.144
1889.542,-0.281,0.076,0.076
1889.625,-0.307,0.050,0.050
1889.708,-0.342,0.015,0.015
1889.792,-0.370,-0.013,-0.013
1889.875,-0.506,-0.149,-0.149
1889.958,-0.344,0.013,0.013
1890.042,-0.534,-0.177,-0.177
1890.125,-0.465,-0.108,-0.108
1890.208,-0.611,-0.254,-0.254
1890.292,-0.494,-0.137,-0.137
1890.375,-0.536,-0.179,-0.179
1890.458,-0.495,-0.138,-0.138
1890.542,-0.489,-0.132,-0.132
1890.625,-0.467,-0.110,-0.110
1890.708,-0.482,-0.125,-0.125
1890.792,-0.439,-0.082,-0.082
1890.875,-0.670,-0.313,-0.313
1890.958,-0.399,-0.042,-0.042
1891.042,-0.580,-0.223,-0.223
1891.125,-0.598,-0.241,-0.241
1891.208,-0.363,-0.006,-0.006
1891.292,-0.448,-0.091,-0.091
1891.375,-0.346,0.011,0.011
1891.458,-0.375,-0.018,-0.018
1891.542,-0.400,-0.043,-0.043
1891.625,-0.355,0.002,0.002
1891.708,-0.257,0.100,0.100
1891.792,-0.343,0.014,0.014
1891.875,-0.534,-0.177,-0.177
1891.958,-0.218,0.139,0.139
1892.042,-0.465,-0.108,-0.108
1892.125,-0.290,0.067,0.067
1892.208,-0.533,-0.176,-0.176
1892.292,-0.546,-0.189,-0.189
1892.375,-0.457,-0.100,-0.100
1892.458,-0.436,-0.079,-0.079
1892.542,-0.587,-0.230,-0.230
1892.625,-0.508,-0.151,-0.151
1892.708,-0.382,-0.025,-0.025
1892.792,-0.434,-0.077,-0.077
1892.875,-0.661,-0.304,-0.304
1892.958,-0.792,-0.435,-0.435
1893.042,-1.045,-0.688,-0.688
1893.125,-0.845,-0.488,-0.488
1893.208,-0.427,-0.070,-0.070
1893.292,-0.515,-0.158,-0.158
1893.375,-0.572,-0.215,-0.215
1893.458,-0.442,-0.085,-0.085
1893.542,-0.244,0.113,0.113
1893.625,-0.287,0.070,0.070
1893.708,-0.365,-0.008,-0.008
1893.792,-0.304,0.053,0.053
1893.875,-0.405,-0.048,-0.048
1893.958,-0.485,-0.128,-0.128
1894.042,-0.628,-0.271,-0.271
1894.125,-0.429,-0.072,-0.072
1894.208,-0.512,-0.155,-0.155
1894.292,-0.537,-0.180,-0.180
1894.375,-0.519,-0.162,-0.162
1894.458,-0.584,-0.227,-0.227
1894.542,-0.392,-0.035,-0.035
1894.625,-0.354,0.003,0.003
1894.708,-0.440,-0.083,-0.083
1894.792,-0.399,-0.042,-0.042
1894.875,-0.460,-0.103,-0.103
1894.958,-0.552,-0.195,-0.195
1895.042,-0.636,-0.279,-0.279
1895.125,-0.642,-0.285,-0.285
1895.208,-0.618,-0.261,-0.261
1895.292,-0.461,-0.104,-0.104
1895.375,-0.483,-0.126,-0.126
1895.458,-0.425,-0.068,-0.068
1895.542,-0.335,0.022,0.022
1895.625,-0.377,-0.020,-0.020
1895.708,-0.394,-0.037,-0.037
1895.792,-0.326,0.031,0.031
1895.875,-0.321,0.036,0.036
1895.958,-0.367,-0.010,-0.010
1896.042,-0.315,0.042,0.042
1896.125,-0.337,0.020,0.020
1896.208,-0.588,-0.231,-0.231
1896.292,-0.546,-0.189,-0.189
1896.375,-0.356,0.001,0.001
1896.458,-0.230,0.127,0.127
1896.542,-0.182,0.175,0.175
1896.625,-0.172,0.185,0.185
1896.708,-0.155,0.202,0.202
1896.792,-0.118,0.239,0.239
1896.875,-0.314,0.043,0.043
1896.958,-0.094,0.263,0.263
1897.042,-0.300,0.057,0.057
1897.125,-0.349,0.008,0.008
1897.208,-0.415,-0.058,-0.058
1897.292,-0.118,0.239,0.239
1897.375,-0.114,0.243,0.243
1897.458,-0.163,0.194,0.194
1897.542,-0.187,0.170,0.170
1897.625,-0.185,0.172,0.172
1897.708,-0.186,0.171,0.171
1897.792,-0.212,0.145,0.145
1897.875,-0.423,-0.066,-0.066
1897.958,-0.465,-0.108,-0.108
1898.042,-0.199,0.158,0.158
1898.125,-0.556,-0.199,-0.199
1898.208,-0.843,-0.486,-0.486
1898.292,-0.663,-0.306,-0.306
1898.375,-0.560,-0.203,-0.203
1898.458,-0.335,0.022,0.022
1898.542,-0.395,-0.038,-0.038
1898.625,-0.389,-0.032,-0.032
1898.708,-0.371,-0.014,-0.014
1898.792,-0.501,-0.144,-0.144
1898.875,-0.529,-0.172,-0.172
1898.958,-0.490,-0.133,-0.133
1899.042,-0.360,-0.003,-0.003
1899.125,-0.554,-0.197,-0.197
1899.208,-0.589,-0.232,-0.232
1899.292,-0.439,-0.082,-0.082
1899.375,-0.359,-0.002,-0.002
1899.458,-0.501,-0.144,-0.144
1899.542,-0.366,-0.009,-0.009
1899.625,-0.240,0.117,0.117
1899.708,-0.152,0.205,0.205
1899.792,-0.183,0.174,0.174
1899.875,-0.057,0.300,0.300
1899.958,-0.466,-0.109,-0.109
1900.042,-0.507,-0.150,-0.150
1900.125,-0.203,0.154,0.154
1900.208,-0.200,0.157,0.157
1900.292,-0.224,0.133,0.133
1900.375,-0.303,0.054,0.054
1900.458,-0.217,0.140,0.140
1900.542,-0.191,0.166,0.166
1900.625,-0.211,0.146,0.146
1900.708,-0.196,0.161,0.161
1900.792,-0.065,0.292,0.292
1900.875,-0.263,0.094,0.094
1900.958,-0.236,0.121,0.121
1901.042,-0.281,0.076,0.076
1901.125,-0.268,0.089,0.089
1901.208,-0.201,0.156,0.156
1901.292,-0.175,0.182,0.182
1901.375,-0.249,0.108,0.108
1901.458,-0.237,0.120,0.120
1901.542,-0.329,0.028,0.028
1901.625,-0.205,0.152,0.152
1901.708,-0.355,0.002,0.002
1901.792,-0.341,0.016,0.016
1901.875,-0.396,-0.039,-0.039
1901.958,-0.485,-0.128,-0.128
1902.042,-0.440,-0.083,-0.083
1902.125,-0.232,0.125,0.125
1902.208,-0.474,-0.117,-0.117
1902.292,-0.431,-0.074,-0.074
1902.375,-0.430,-0.073,-0.073
1902.458,-0.445,-0.088,-0.088
1902.542,-0.389,-0.032,-0.032
1902.625,-0.425,-0.068,-0.068
1902.708,-0.373,-0.016,-0.016
1902.792,-0.501,-0.144,-0.144
1902.875,-0.563,-0.206,-0.206
1902.958,-0.566,-0.209,-0.209
1903.042,-0.434,-0.077,-0.077
1903.125,-0.240,0.117,0.117
1903.208,-0.398,-0.041,-0.041
1903.292,-0.588,-0.231,-0.231
1903.375,-0.516,-0.159,-0.159
1903.458,-0.548,-0.191,-0.191
1903.542,-0.505,-0.148,-0.148
1903.625,-0.601,-0.244,-0.244
1903.708,-0.560,-0.203,-0.203
1903.792,-0.665,-0.308,-0.308
1903.875,-0.630,-0.273,-0.273
1903.958,-0.714,-0.357,-0.357
1904.042,-0.807,-0.450,-0.450
1904.125,-0.770,-0.413,-0.413
1904.208,-0.696,-0.339,-0.339
1904.292,-0.647,-0.290,-0.290
1904.375,-0.609,-0.252,-0.252
1904.458,-0.564,-0.207,-0.207
1904.542,-0.553,-0.196,-0.196
1904.625,-0.478,-0.121,-0.121
1904.708,-0.597,-0.240,-0.240
1904.792,-0.553,-0.196,-0.196
1904.875,-0.397,-0.040,-0.040
1904.958,-0.500,-0.143,-0.143
1905.042,-0.463,-0.106,-0.106
1905.125,-0.720,-0.363,-0.363
1905.208,-0.524,-0.167,-0.167
1905.292,-0.559,-0.202,-0.202
1905.375,-0.434,-0.077,-0.077
1905.458,-0.343,0.014,0.014
1905.542,-0.373,-0.016,-0.016
1905.625,-0.304,0.053,0.053
1905.708,-0.345,0.012,0.012
1905.792,-0.335,0.022,0.022
1905.875,-0.217,0.140,0.140
1905.958,-0.274,0.083,0.083
1906.042,-0.297,0.060,0.060
1906.125,-0.389,-0.032,-0.032
1906.208,-0.290,0.067,0.067
1906.292,-0.104,0.253,0.253
1906.375,-0.377,-0.020,-0.020
1906.458,-0.233,0.124,0.124
1906.542,-0.343,0.014,0.014
1906.625,-0.271,0.086,0.086
1906.708,-0.353,0.004,0.004
1906.792,-0.322,0.035,0.035
1906.875,-0.532,-0.175,-0.175
1906.958,-0.321,0.036,0.036
1907.042,-0.529,-0.172,-0.172
1907.125,-0.619,-0.262,-0.262
1907.208,-0.438,-0.081,-0.081
1907.292,-0.478,-0.121,-0.121
1907.375,-0.645,-0.288,-0.288
1907.458,-0.544,-0.187,-0.187
1907.542,-0.425,-0.068,-0.068
1907.625,-0.491,-0.134,-0.134
1907.708,-0.399,-0.042,-0.042
1907.792,-0.336,0.021,0.021
1907.875,-0.556,-0.199,-0.199
1907.958,-0.590,-0.233,-0.233
1908.042,-0.466,-0.109,-0.109
1908.125,-0.414,-0.057,-0.057
1908.208,-0.704,-0.347,-0.347
1908.292,-0.588,-0.231,-0.231
1908.375,-0.453,-0.096,-0.096
1908.458,-0.413,-0.056,-0.056
1908.542,-0.401,-0.044,-0.044
1908.625,-0.481,-0.124,-0.124
1908.708,-0.387,-0.030,-0.030
1908.792,-0.575,-0.218,-0.218
1908.875,-0.645,-0.288,-0.288
1908.958,-0.638,-0.281,-0.281
1909.042,-0.763,-0.406,-0.406
1909.125,-0.536,-0.179,-0.179
1909.208,-0.652,-0.295,-0.295
1909.292,-0.633,-0.276,-0.276
1909.375,-0.592,-0.235,-0.235
1909.458,-0.500,-0.143,-0.143
1909.542,-0.524,-0.167,-0.167
1909.625,-0.337,0.020,0.020
1909.708,-0.416,-0.059,-0.059
1909.792,-0.495,-0.138,-0.138
1909.875,-0.387,-0.030,-0.030
1909.958,-0.596,-0.239,-0.239
1910.042,-0.433,-0.076,-0.076
1910.125,-0.529,-0.172,-0.172
1910.208,-0.619,-0.262,-0.262
1910.292,-0.535,-0.178,-0.178
1910.375,-0.537,-0.180,-0.180
1910.458,-0.559,-0.202,-0.202
1910.542,-0.435,-0.078,-0.078
1910.625,-0.389,-0.032,-0.032
1910.708,-0.423,-0.066,-0.066
1910.792,-0.485,-0.128,-0.128
1910.875,-0.672,-0.315,-0.315
1910.958,-0.757,-0.400,-0.400
1911.042,-0.668,-0.311,-0.311
1911.125,-0.706,-0.349,-0.349
1911.208,-0.764,-0.407,-0.407
1911.292,-0.644,-0.287,-0.287
1911.375,-0.627,-0.270,-0.270
1911.458,-0.554,-0.197,-0.197
1911.542,-0.493,-0.136,-0.136
1911.625,-0.506,-0.149,-0.149
1911.708,-0.498,-0.141,-0.141
1911.792,-0.345,0.012,0.012
1911.875,-0.349,0.008,0.008
1911.958,-0.315,0.042,0.042
1912.042,-0.329,0.028,0.028
1912.125,-0.315,0.042,0.042
1912.208,-0.554,-0.197,-0.197
1912.292,-0.338,0.019,0.019
1912.375,-0.335,0.022,0.022
1912.458,-0.285,0.072,0.072
1912.542,-0.507,-0.150,-0.150
1912.625,-0.572,-0.215,-0.215
1912.708,-0.644,-0.287,-0.287
1912.792,-0.679,-0.322,-0.322
1912.875,-0.558,-0.201,-0.201
1912.958,-0.591,-0.234,-0.234
1913.042,-0.564,-0.207,-0.207
1913.125,-0.550,-0.193,-0.193
1913.208,-0.606,-0.249,-0.249
1913.292,-0.534,-0.177,-0.177
1913.375,-0.541,-0.184,-0.184
1913.458,-0.551,-0.194,-0.194
1913.542,-0.477,-0.120,-0.120
1913.625,-0.396,-0.039,-0.039
1913.708,-0.417,-0.060,-0.060
1913.792,-0.438,-0.081,-0.081
1913.875,-0.368,-0.011,-0.011
1913.958,-0.164,0.193,0.193
1914.042,-0.078,0.279,0.279
1914.125,-0.270,0.087,0.087
1914.208,-0.397,-0.040,-0.040
1914.292,-0.409,-0.052,-0.052
1914.375,-0.308,0.049,0.049
1914.458,-0.308,0.049,0.049
1914.542,-0.297,0.060,0.060
1914.625,-0.245,0.112,0.112
1914.708,-0.301,0.056,0.056
1914.792,-0.110,0.247,0.247
1914.875,-0.190,0.167,0.167
1914.958,-0.237,0.120,0.120
1915.042,-0.287,0.070,0.070
1915.125,-0.220,0.137,0.137
1915.208,-0.194,0.163,0.163
1915.292,-0.083,0.274,0.274
1915.375,-0.168,0.189,0.189
1915.458,-0.172,0.185,0.185
1915.542,-0.169,0.188,0.188
1915.625,-0.067,0.290,0.290
1915.708,-0.120,0.237,0.237
1915.792,-0.286,0.071,0.071
1915.875,-0.173,0.184,0.184
1915.958,-0.362,-0.005,-0.005
1916.042,-0.338,0.019,0.019
1916.125,-0.264,0.093,0.093
1916.208,-0.439,-0.082,-0.082
1916.292,-0.375,-0.018,-0.018
1916.375,-0.418,-0.061,-0.061
1916.458,-0.495,-0.138,-0.138
1916.542,-0.385,-0.028,-0.028
1916.625,-0.297,0.060,0.060
1916.708,-0.322,0.035,0.035
1916.792,-0.374,-0.017,-0.017
1916.875,-0.514,-0.157,-0.157
1916.958,-0.821,-0.464,-0.464
1917.042,-0.689,-0.332,-0.332
1917.125,-0.716,-0.359,-0.359
1917.208,-0.784,-0.427,-0.427
1917.292,-0.546,-0.189,-0.189
1917.375,-0.644,-0.287,-0.287
1917.458,-0.479,-0.122,-0.122
1917.542,-0.245,0.112,0.112
1917.625,-0.333,0.024,0.024
1917.708,-0.298,0.059,0.059
1917.792,-0.536,-0.179,-0.179
1917.875,-0.459,-0.102,-0.102
1917.958,-0.787,-0.430,-0.430
1918.042,-0.518,-0.161,-0.161
1918.125,-0.672,-0.315,-0.315
1918.208,-0.579,-0.222,-0.222
1918.292,-0.623,-0.266,-0.266
1918.375,-0.525,-0.168,-0.168
1918.458,-0.387,-0.030,-0.030
1918.542,-0.370,-0.013,-0.013
1918.625,-0.430,-0.073,-0.073
1918.708,-0.258,0.099,0.099
1918.792,-0.119,0.238,0.238
1918.875,-0.190,0.167,0.167
1918.958,-0.424,-0.067,-0.067
1919.042,-0.251,0.106,0.106
1919.125,-0.242,0.115,0.115
1919.208,-0.392,-0.035,-0.035
1919.292,-0.211,0.146,0.146
1919.375,-0.308,0.049,0.049
1919.458,-0.358,-0.001,-0.001
1919.542,-0.300,0.057,0.057
1919.625,-0.238,0.119,0.119
1919.708,-0.286,0.071,0.071
1919.792,-0.259,0.098,0.098
1919.875,-0.558,-0.201,-0.201
1919.958,-0.503,-0.146,-0.146
1920.042,-0.259,0.098,0.098
1920.125,-0.546,-0.189,-0.189
1920.208,-0.172,0.185,0.185
1920.292,-0.337,0.020,0.020
1920.375,-0.256,0.101,0.101
1920.458,-0.238,0.119,0.119
1920.542,-0.300,0.057,0.057
1920.625,-0.227,0.130,0.130
1920.708,-0.196,0.161,0.161
1920.792,-0.218,0.139,0.139
1920.875,-0.346,0.011,0.011
1920.958,-0.488,-0.131,-0.131
1921.042,-0.218,0.139,0.139
1921.125,-0.295,0.062,0.062
1921.208,-0.343,0.014,0.014
1921.292,-0.291,0.066,0.066
1921.375,-0.302,0.055,0.055
1921.458,-0.154,0.203,0.203
1921.542,-0.155,0.202,0.202
1921.625,-0.321,0.036,0.036
1921.708,-0.207,0.150,0.150
1921.792,-0.134,0.223,0.223
1921.875,-0.196,0.161,0.161
1921.958,-0.271,0.086,0.086
1922.042,-0.419,-0.062,-0.062
1922.125,-0.409,-0.052,-0.052
1922.208,-0.344,0.013,0.013
1922.292,-0.291,0.066,0.066
1922.375,-0.470,-0.113,-0.113
1922.458,-0.293,0.064,0.064
1922.542,-0.259,0.098,0.098
1922.625,-0.356,0.001,0.001
1922.708,-0.324,0.033,0.033
1922.792,-0.345,0.012,0.012
1922.875,-0.255,0.102,0.102
1922.958,-0.305,0.052,0.052
1923.042,-0.404,-0.047,-0.047
1923.125,-0.494,-0.137,-0.137
1923.208,-0.456,-0.099,-0.099
1923.292,-0.410,-0.053,-0.053
1923.375,-0.404,-0.047,-0.047
1923.458,-0.253,0.104,0.104
1923.542,-0.420,-0.063,-0.063
1923.625,-0.324,0.033,0.033
1923.708,-0.341,0.016,0.016
1923.792,-0.176,0.181,0.181
1923.875,-0.034,0.323,0.323
1923.958,-0.100,0.257,0.257
1924.042,-0.327,0.030,0.030
1924.125,-0.315,0.042,0.042
1924.208,-0.176,0.181,0.181
1924.292,-0.342,0.015,0.015
1924.375,-0.218,0.139,0.139
1924.458,-0.276,0.081,0.081
1924.542,-0.294,0.063,0.063
1924.625,-0.317,0.040,0.040
1924.708,-0.331,0.026,0.026
1924.792,-0.366,-0.009,-0.009
1924.875,-0.291,0.066,0.066
1924.958,-0.492,-0.135,-0.135
1925.042,-0.492,-0.135,-0.135
1925.125,-0.485,-0.128,-0.128
1925.208,-0.374,-0.017,-0.017
1925.292,-0.307,0.050,0.050
1925.375,-0.306,0.051,0.051
1925.458,-0.334,0.023,0.023
1925.542,-0.331,0.026,0.026
1925.625,-0.168,0.189,0.189
1925.708,-0.259,0.098,0.098
1925.792,-0.289,0.068,0.068
1925.875,-0.059,0.298,0.298
1925.958,0.014,0.371,0.371
1926.042,0.083,0.440,0.440
1926.125,-0.035,0.322,0.322
1926.208,0.024,0.381,0.381
1926.292,-0.158,0.199,0.199
1926.375,-0.270,0.087,0.087
1926.458,-0.183,0.174,0.174
1926.542,-0.208,0.149,0.149
1926.625,-0.100,0.257,0.257
1926.708,-0.118,0.239,0.239
1926.792,-0.070,0.287,0.287
1926.875,-0.116,0.241,0.241
1926.958,-0.322,0.035,0.035
1927.042,-0.311,0.046,0.046
1927.125,-0.212,0.145,0.145
1927.208,-0.419,-0.062,-0.062
1927.292,-0.315,0.042,0.042
1927.375,-0.230,0.127,0.127
1927.458,-0.248,0.109,0.109
1927.542,-0.205,0.152,0.152
1927.625,-0.213,0.144,0.144
1927.708,-0.120,0.237,0.237
1927.792,-0.030,0.327,0.327
1927.875,-0.127,0.230,0.230
1927.958,-0.324,0.033,0.033
1928.042,-0.017,0.340,0.340
1928.125,-0.125,0.232,0.232
1928.208,-0.320,0.037,0.037
1928.292,-0.235,0.122,0.122
1928.375,-0.301,0.056,0.056
1928.458,-0.327,0.030,0.030
1928.542,-0.188,0.169,0.169
1928.625,-0.179,0.178,0.178
1928.708,-0.207,0.150,0.150
1928.792,-0.184,0.173,0.173
1928.875,-0.172,0.185,0.185
1928.958,-0.227,0.130,0.130
1929.042,-0.436,-0.079,-0.079
1929.125,-0.604,-0.247,-0.247
1929.208,-0.487,-0.130,-0.130
1929.292,-0.437,-0.080,-0.080
1929.375,-0.435,-0.078,-0.078
1929.458,-0.409,-0.052,-0.052
1929.542,-0.440,-0.083,-0.083
1929.625,-0.266,0.091,0.091
1929.708,-0.277,0.080,0.080
1929.792,-0.221,0.136,0.136
1929.875,-0.140,0.217,0.217
1929.958,-0.560,-0.203,-0.203
1930.042,-0.363,-0.006,-0.006
1930.125,-0.356,0.001,0.001
1930.208,-0.247,0.110,0.110
1930.292,-0.231,0.126,0.126
1930.375,-0.251,0.106,0.106
1930.458,-0.204,0.153,0.153
1930.542,-0.188,0.169,0.169
1930.625,-0.098,0.259,0.259
1930.708,-0.092,0.265,0.265
1930.792,-0.091,0.266,0.266
1930.875,0.064,0.421,0.421
1930.958,-0.065,0.292,0.292
1931.042,-0.137,0.220,0.220
1931.125,-0.259,0.098,0.098
1931.208,-0.109,0.248,0.248
1931.292,-0.171,0.186,0.186
1931.375,-0.193,0.164,0.164
1931.458,-0.025,0.332,0.332
1931.542,-0.008,0.349,0.349
1931.625,-0.027,0.330,0.330
1931.708,-0.052,0.305,0.305
1931.792,-0.027,0.330,0.330
1931.875,-0.136,0.221,0.221
1931.958,-0.097,0.260,0.260
1932.042,0.080,0.437,0.437
1932.125,-0.178,0.179,0.179
1932.208,-0.195,0.162,0.162
1932.292,-0.061,0.296,0.296
1932.375,-0.160,0.197,0.197
1932.458,-0.255,0.102,0.102
1932.542,-0.130,0.227,0.227
1932.625,-0.190,0.167,0.167
1932.708,-0.001,0.356,0.356
1932.792,-0.094,0.263,0.263
1932.875,-0.295,0.062,0.062
1932.958,-0.267,0.090,0.090
1933.042,-0.311,0.046,0.046
1933.125,-0.351,0.006,0.006
1933.208,-0.385,-0.028,-0.028
1933.292,-0.285,0.072,0.072
1933.375,-0.277,0.080,0.080
1933.458,-0.324,0.033,0.033
1933.542,-0.290,0.067,0.067
1933.625,-0.154,0.203,0.203
1933.708,-0.327,0.030,0.030
1933.792,-0.246,0.111,0.111
1933.875,-0.405,-0.048,-0.048
1933.958,-0.514,-0.157,-0.157
1934.042,-0.323,0.034,0.034
1934.125,-0.145,0.212,0.212
1934.208,-0.431,-0.074,-0.074
1934.292,-0.372,-0.015,-0.015
1934.375,-0.140,0.217,0.217
1934.458,-0.092,0.265,0.265
1934.542,-0.178,0.179,0.179
1934.625,-0.114,0.243,0.243
1934.708,-0.135,0.222,0.222
1934.792,-0.082,0.275,0.275
1934.875,0.032,0.389,0.389
1934.958,-0.111,0.246,0.246
1935.042,-0.348,0.009,0.009
1935.125,0.050,0.407,0.407
1935.208,-0.214,0.143,0.143
1935.292,-0.323,0.034,0.034
1935.375,-0.314,0.043,0.043
1935.458,-0.209,0.148,0.148
1935.542,-0.141,0.216,0.216
1935.625,-0.149,0.208,0.208
1935.708,-0.191,0.166,0.166
1935.792,-0.055,0.302,0.302
1935.875,-0.322,0.035,0.035
1935.958,-0.257,0.100,0.100
1936.042,-0.398,-0.041,-0.041
1936.125,-0.343,0.014,0.014
1936.208,-0.329,0.028,0.028
1936.292,-0.188,0.169,0.169
1936.375,-0.172,0.185,0.185
1936.458,-0.149,0.208,0.208
1936.542,-0.070,0.287,0.287
1936.625,-0.073,0.284,0.284
1936.708,-0.109,0.248,0.248
1936.792,-0.041,0.316,0.316
1936.875,-0.054,0.303,0.303
1936.958,-0.106,0.251,0.251
1937.042,-0.127,0.230,0.230
1937.125,0.066,0.423,0.423
1937.208,-0.262,0.095,0.095
1937.292,-0.121,0.236,0.236
1937.375,-0.091,0.266,0.266
1937.458,-0.008,0.349,0.349
1937.542,0.020,0.377,0.377
1937.625,0.037,0.394,0.394
1937.708,0.145,0.502,0.502
1937.792,0.128,0.485,0.485
1937.875,0.062,0.419,0.419
1937.958,-0.078,0.279,0.279
1938.042,0.046,0.403,0.403
1938.125,-0.010,0.347,0.347
1938.208,-0.015,0.342,0.342
1938.292,0.040,0.397,0.397
1938.375,-0.096,0.261,0.261
1938.458,-0.094,0.263,0.263
1938.542,-0.046,0.311,0.311
1938.625,-0.003,0.354,0.354
1938.708,0.020,0.377,0.377
1938.792,0.163,0.520,0.520
1938.875,0.055,0.412,0.412
1938.958,-0.206,0.151,0.151
1939.042,-0.122,0.235,0.235
1939.125,-0.118,0.239,0.239
1939.208,-0.289,0.068,0.068
1939.292,-0.106,0.251,0.251
1939.375,-0.030,0.327,0.327
1939.458,0.015,0.372,0.372
1939.542,-0.038,0.319,0.319
1939.625,-0.041,0.316,0.316
1939.708,-0.017,0.340,0.340
1939.792,-0.099,0.258,0.258
1939.875,0.021,0.378,0.378
1939.958,0.334,0.691,0.691
1940.042,-0.053,0.304,0.304
1940.125,0.086,0.443,0.443
1940.208,-0.036,0.321,0.321
1940.292,0.149,0.506,0.506
1940.375,0.050,0.407,0.407
1940.458,0.045,0.402,0.402
1940.542,0.148,0.505,0.505
1940.625,0.100,0.457,0.457
1940.708,0.131,0.488,0.488
1940.792,0.096,0.453,0.453
1940.875,-0.005,0.352,0.352
1940.958,0.199,0.556,0.556
1941.042,-0.040,0.317,0.317
1941.125,0.118,0.475,0.475
1941.208,-0.117,0.240,0.240
1941.292,0.036,0.393,0.393
1941.375,0.061,0.418,0.418
1941.458,0.060,0.417,0.417
1941.542,0.161,0.518,0.518
1941.625,0.040,0.397,0.397
1941.708,-0.145,0.212,0.212
1941.792,0.214,0.571,0.571
1941.875,-0.007,0.350,0.350
1941.958,0.075,0.432,0.432
1942.042,0.258,0.615,0.615
1942.125,0.017,0.374,0.374
1942.208,-0.042,0.315,0.315
1942.292,-0.015,0.342,0.342
1942.375,0.124,0.481,0.481
1942.458,0.030,0.387,0.387
1942.542,-0.060,0.297,0.297
1942.625,-0.057,0.300,0.300
1942.708,-0.013,0.344,0.344
1942.792,-0.087,0.270,0.270
1942.875,-0.058,0.299,0.299
1942.958,-0.080,0.277,0.277
1943.042,-0.183,0.174,0.174
1943.125,-0.031,0.326,0.326
1943.208,-0.168,0.189,0.189
1943.292,0.023,0.380,0.380
1943.375,0.036,0.393,0.393
1943.458,-0.075,0.282,0.282
1943.542,0.018,0.375,0.375
1943.625,0.032,0.389,0.389
1943.708,-0.013,0.344,0.344
1943.792,0.228,0.585,0.585
1943.875,0.104,0.461,0.461
1943.958,0.106,0.463,0.463
1944.042,0.318,0.675,0.675
1944.125,0.119,0.476,0.476
1944.208,0.120,0.477,0.477
1944.292,0.042,0.399,0.399
1944.375,0.120,0.477,0.477
1944.458,0.107,0.464,0.464
1944.542,0.149,0.506,0.506
1944.625,0.207,0.564,0.564
1944.708,0.168,0.525,0.525
1944.792,0.208,0.565,0.565
1944.875,0.088,0.445,0.445
1944.958,0.083,0.440,0.440
1945.042,0.095,0.452,0.452
1945.125,0.048,0.405,0.405
1945.208,0.039,0.396,0.396
1945.292,0.210,0.567,0.567
