date,CRU_anom,,1850-1900
1818.292,0.000,0.000,0.000
1818.375,0.000,0.000,0.000
1818.459,0.000,0.000,0.000
1818.542,0.000,0.000,0.000
1818.625,0.000,0.000,0.000
1818.709,0.000,0.000,0.000
1818.792,0.000,0.000,0.000
1818.875,0.000,0.000,0.000
1818.959,0.000,0.000,0.000
1819.042,0.000,0.000,0.000
1819.125,0.000,0.000,0.000
1819.209,0.000,0.000,0.000
1819.292,0.000,0.000,0.000
1819.375,0.000,0.000,0.000
1819.459,0.000,0.000,0.000
1819.542,0.000,0.000,0.000
1819.625,0.000,0.000,0.000
1819.709,0.000,0.000,0.000
1819.792,0.000,0.000,0.000
1819.875,0.000,0.000,0.000
1819.959,0.000,0.000,0.000
1820.042,0.000,0.000,0.000
1820.125,0.000,0.000,0.000
1820.209,0.000,0.000,0.000
1820.292,0.000,0.000,0.000
1820.375,0.000,0.000,0.000
1820.459,0.000,0.000,0.000
1820.542,0.000,0.000,0.000
1820.625,0.000,0.000,0.000
1820.709,0.000,0.000,0.000
1820.792,0.000,0.000,0.000
1820.875,0.000,0.000,0.000
1820.959,0.000,0.000,0.000
1821.042,0.000,0.000,0.000
1821.125,0.000,0.000,0.000
1821.209,0.000,0.000,0.000
1821.292,0.000,0.000,0.000
1821.375,0.000,0.000,0.000
1821.459,0.000,0.000,0.000
1821.542,0.000,0.000,0.000
1821.625,0.000,0.000,0.000
1821.709,0.000,0.000,0.000
1821.792,0.000,0.000,0.000
1821.875,0.000,0.000,0.000
1821.959,0.000,0.000,0.000
1822.042,0.000,0.000,0.000
1822.125,0.000,0.000,0.000
1822.209,0.000,0.000,0.000
1822.292,0.000,0.000,0.000
1822.375,0.000,0.000,0.000
1822.459,0.000,0.000,0.000
1822.542,0.000,0.000,0.000
1822.625,0.000,0.000,0.000
1822.709,0.000,0.000,0.000
1822.792,0.000,0.000,0.000
1822.875,0.000,0.000,0.000
1822.959,0.000,0.000,0.000
1823.042,0.000,0.000,0.000
1823.125,0.000,0.000,0.000
1823.209,0.000,0.000,0.000
1823.292,0.000,0.000,0.000
1823.375,0.000,0.000,0.000
1823.459,0.000,0.000,0.000
1823.542,0.000,0.000,0.000
1823.625,0.000,0.000,0.000
1823.709,0.000,0.000,0.000
1823.792,0.000,0.000,0.000
1823.875,0.000,0.000,0.000
1823.959,0.000,0.000,0.000
1824.042,0.000,0.000,0.000
1824.125,0.000,0.000,0.000
1824.209,0.000,0.000,0.000
1824.292,0.000,0.000,0.000
1824.375,0.000,0.000,0.000
1824.459,0.000,0.000,0.000
1824.542,0.000,0.000,0.000
1824.625,0.000,0.000,0.000
1824.709,0.000,0.000,0.000
1824.792,0.000,0.000,0.000
1824.875,0.000,0.000,0.000
1824.959,0.000,0.000,0.000
1825.042,0.000,0.000,0.000
1825.125,0.000,0.000,0.000
1825.209,0.000,0.000,0.000
1825.292,0.000,0.000,0.000
1825.375,0.000,0.000,0.000
1825.459,0.000,0.000,0.000
1825.542,0.000,0.000,0.000
1825.625,0.000,0.000,0.000
1825.709,0.000,0.000,0.000
1825.792,0.000,0.000,0.000
1825.875,0.000,0.000,0.000
1825.959,0.000,0.000,0.000
1826.042,0.000,0.000,0.000
1826.125,0.000,0.000,0.000
1826.209,0.000,0.000,0.000
1826.292,0.000,0.000,0.000
1826.375,0.000,0.000,0.000
1826.459,0.000,0.000,0.000
1826.542,0.000,0.000,0.000
1826.625,0.000,0.000,0.000
1826.709,0.000,0.000,0.000
1826.792,0.000,0.000,0.000
1826.875,0.000,0.000,0.000
1826.959,0.000,0.000,0.000
1827.042,0.000,0.000,0.000
1827.125,0.000,0.000,0.000
1827.209,0.000,0.000,0.000
1827.292,0.000,0.000,0.000
1827.375,0.000,0.000,0.000
1827.459,0.000,0.000,0.000
1827.542,0.000,0.000,0.000
1827.625,0.000,0.000,0.000
1827.709,0.000,0.000,0.000
1827.792,0.000,0.000,0.000
1827.875,0.000,0.000,0.000
1827.959,0.000,0.000,0.000
1828.042,0.000,0.000,0.000
1828.125,0.000,0.000,0.000
1828.209,0.000,0.000,0.000
1828.292,0.000,0.000,0.000
1828.375,0.000,0.000,0.000
1828.459,0.000,0.000,0.000
1828.542,0.000,0.000,0.000
1828.625,0.000,0.000,0.000
1828.709,0.000,0.000,0.000
1828.792,0.000,0.000,0.000
1828.875,0.000,0.000,0.000
1828.959,0.000,0.000,0.000
1829.042,0.000,0.000,0.000
1829.125,0.000,0.000,0.000
1829.209,0.000,0.000,0.000
1829.292,0.000,0.000,0.000
1829.375,0.000,0.000,0.000
1829.459,0.000,0.000,0.000
1829.542,0.000,0.000,0.000
1829.625,0.000,0.000,0.000
1829.709,0.000,0.000,0.000
1829.792,0.000,0.000,0.000
1829.875,0.000,0.000,0.000
1829.959,0.000,0.000,0.000
1830.042,0.000,0.000,0.000
1830.125,0.000,0.000,0.000
1830.209,0.000,0.000,0.000
1830.292,0.000,0.000,0.000
1830.375,0.000,0.000,0.000
1830.459,0.000,0.000,0.000
1830.542,0.000,0.000,0.000
1830.625,0.000,0.000,0.000
1830.709,0.000,0.000,0.000
1830.792,0.000,0.000,0.000
1830.875,0.000,0.000,0.000
1830.959,0.000,0.000,0.000
1831.042,0.000,0.000,0.000
1831.125,0.000,0.000,0.000
1831.209,0.000,0.000,0.000
1831.292,0.000,0.000,0.000
1831.375,0.000,0.000,0.000
1831.459,0.000,0.000,0.000
1831.542,0.000,0.000,0.000
1831.625,0.000,0.000,0.000
1831.709,0.000,0.000,0.000
1831.792,0.000,0.000,0.000
1831.875,0.000,0.000,0.000
1831.959,0.000,0.000,0.000
1832.042,0.000,0.000,0.000
1832.125,0.000,0.000,0.000
1832.209,0.000,0.000,0.000
1832.292,0.000,0.000,0.000
1832.375,0.000,0.000,0.000
1832.459,0.000,0.000,0.000
1832.542,0.000,0.000,0.000
1832.625,0.000,0.000,0.000
1832.709,0.000,0.000,0.000
1832.792,0.000,0.000,0.000
1832.875,0.000,0.000,0.000
1832.959,0.000,0.000,0.000
1833.042,0.000,0.000,0.000
1833.125,0.000,0.000,0.000
1833.209,0.000,0.000,0.000
1833.292,0.000,0.000,0.000
1833.375,0.000,0.000,0.000
1833.459,0.000,0.000,0.000
1833.542,0.000,0.000,0.000
1833.625,0.000,0.000,0.000
1833.709,0.000,0.000,0.000
1833.792,0.000,0.000,0.000
1833.875,0.000,0.000,0.000
1833.959,0.000,0.000,0.000
1834.042,0.000,0.000,0.000
1834.125,0.000,0.000,0.000
1834.209,0.000,0.000,0.000
1834.292,0.000,0.000,0.000
1834.375,0.000,0.000,0.000
1834.459,0.000,0.000,0.000
1834.542,0.000,0.000,0.000
1834.625,0.000,0.000,0.000
1834.709,0.000,0.000,0.000
1834.792,0.000,0.000,0.000
1834.875,0.000,0.000,0.000
1834.959,0.000,0.000,0.000
1835.042,0.000,0.000,0.000
1835.125,0.000,0.000,0.000
1835.209,0.000,0.000,0.000
1835.292,0.000,0.000,0.000
1835.375,0.000,0.000,0.000
1835.459,0.000,0.000,0.000
1835.542,0.000,0.000,0.000
1835.625,0.000,0.000,0.000
1835.709,0.000,0.000,0.000
1835.792,0.000,0.000,0.000
1835.875,0.000,0.000,0.000
1835.959,0.000,0.000,0.000
1836.042,0.000,0.000,0.000
1836.125,0.000,0.000,0.000
1836.209,0.000,0.000,0.000
1836.292,0.000,0.000,0.000
1836.375,0.000,0.000,0.000
1836.459,0.000,0.000,0.000
1836.542,0.000,0.000,0.000
1836.625,0.000,0.000,0.000
1836.709,0.000,0.000,0.000
1836.792,0.000,0.000,0.000
1836.875,0.000,0.000,0.000
1836.959,0.000,0.000,0.000
1837.042,0.000,0.000,0.000
1837.125,0.000,0.000,0.000
1837.209,0.000,0.000,0.000
1837.292,0.000,0.000,0.000
1837.375,0.000,0.000,0.000
1837.459,0.000,0.000,0.000
1837.542,0.000,0.000,0.000
1837.625,0.000,0.000,0.000
1837.709,0.000,0.000,0.000
1837.792,0.000,0.000,0.000
1837.875,0.000,0.000,0.000
1837.959,0.000,0.000,0.000
1838.042,0.000,0.000,0.000
1838.125,0.000,0.000,0.000
1838.209,0.000,0.000,0.000
1838.292,0.000,0.000,0.000
1838.375,0.000,0.000,0.000
1838.459,0.000,0.000,0.000
1838.542,0.000,0.000,0.000
1838.625,0.000,0.000,0.000
1838.709,0.000,0.000,0.000
1838.792,0.000,0.000,0.000
1838.875,0.000,0.000,0.000
1838.959,0.000,0.000,0.000
1839.042,0.000,0.000,0.000
1839.125,0.000,0.000,0.000
1839.209,0.000,0.000,0.000
1839.292,0.000,0.000,0.000
1839.375,0.000,0.000,0.000
1839.459,0.000,0.000,0.000
1839.542,0.000,0.000,0.000
1839.625,0.000,0.000,0.000
1839.709,0.000,0.000,0.000
1839.792,0.000,0.000,0.000
1839.875,0.000,0.000,0.000
1839.959,0.000,0.000,0.000
1840.042,0.000,0.000,0.000
1840.125,0.000,0.000,0.000
1840.209,0.000,0.000,0.000
1840.292,0.000,0.000,0.000
1840.375,0.000,0.000,0.000
1840.459,0.000,0.000,0.000
1840.542,0.000,0.000,0.000
1840.625,0.000,0.000,0.000
1840.709,0.000,0.000,0.000
1840.792,0.000,0.000,0.000
1840.875,0.000,0.000,0.000
1840.959,0.000,0.000,0.000
1841.042,0.000,0.000,0.000
1841.125,0.000,0.000,0.000
1841.209,0.000,0.000,0.000
1841.292,0.000,0.000,0.000
1841.375,0.000,0.000,0.000
1841.459,0.000,0.000,0.000
1841.542,0.000,0.000,0.000
1841.625,0.000,0.000,0.000
1841.709,0.000,0.000,0.000
1841.792,0.000,0.000,0.000
1841.875,0.000,0.000,0.000
1841.959,0.000,0.000,0.000
1842.042,0.000,0.000,0.000
1842.125,0.000,0.000,0.000
1842.209,0.000,0.000,0.000
1842.292,0.000,0.000,0.000
1842.375,0.000,0.000,0.000
1842.459,0.000,0.000,0.000
1842.542,0.000,0.000,0.000
1842.625,0.000,0.000,0.000
1842.709,0.000,0.000,0.000
1842.792,0.000,0.000,0.000
1842.875,0.000,0.000,0.000
1842.959,0.000,0.000,0.000
1843.042,0.000,0.000,0.000
1843.125,0.000,0.000,0.000
1843.209,0.000,0.000,0.000
1843.292,0.000,0.000,0.000
1843.375,0.000,0.000,0.000
1843.459,0.000,0.000,0.000
1843.542,0.000,0.000,0.000
1843.625,0.000,0.000,0.000
1843.709,0.000,0.000,0.000
1843.792,0.000,0.000,0.000
1843.875,0.000,0.000,0.000
1843.959,0.000,0.000,0.000
1844.042,0.000,0.000,0.000
1844.125,0.000,0.000,0.000
1844.209,0.000,0.000,0.000
1844.292,0.000,0.000,0.000
1844.375,0.000,0.000,0.000
1844.459,0.000,0.000,0.000
1844.542,0.000,0.000,0.000
1844.625,0.000,0.000,0.000
1844.709,0.000,0.000,0.000
1844.792,0.000,0.000,0.000
1844.875,0.000,0.000,0.000
1844.959,0.000,0.000,0.000
1845.042,0.000,0.000,0.000
1845.125,0.000,0.000,0.000
1845.209,0.000,0.000,0.000
1845.292,0.000,0.000,0.000
1845.375,0.000,0.000,0.000
1845.459,0.000,0.000,0.000
1845.542,0.000,0.000,0.000
1845.625,0.000,0.000,0.000
1845.709,0.000,0.000,0.000
1845.792,0.000,0.000,0.000
1845.875,0.000,0.000,0.000
1845.959,0.000,0.000,0.000
1846.042,0.000,0.000,0.000
1846.125,0.000,0.000,0.000
1846.209,0.000,0.000,0.000
1846.292,0.000,0.000,0.000
1846.375,0.000,0.000,0.000
1846.459,0.000,0.000,0.000
1846.542,0.000,0.000,0.000
1846.625,0.000,0.000,0.000
1846.709,0.000,0.000,0.000
1846.792,0.000,0.000,0.000
1846.875,0.000,0.000,0.000
1846.959,0.000,0.000,0.000
1847.042,0.000,0.000,0.000
1847.125,0.000,0.000,0.000
1847.209,0.000,0.000,0.000
1847.292,0.000,0.000,0.000
1847.375,0.000,0.000,0.000
1847.459,0.000,0.000,0.000
1847.542,0.000,0.000,0.000
1847.625,0.000,0.000,0.000
1847.709,0.000,0.000,0.000
1847.792,0.000,0.000,0.000
1847.875,0.000,0.000,0.000
1847.959,0.000,0.000,0.000
1848.042,0.000,0.000,0.000
1848.125,0.000,0.000,0.000
1848.209,0.000,0.000,0.000
1848.292,0.000,0.000,0.000
1848.375,0.000,0.000,0.000
1848.459,0.000,0.000,0.000
1848.542,0.000,0.000,0.000
1848.625,0.000,0.000,0.000
1848.709,0.000,0.000,0.000
1848.792,0.000,0.000,0.000
1848.875,0.000,0.000,0.000
1848.959,0.000,0.000,0.000
1849.042,0.000,0.000,0.000
1849.125,0.000,0.000,0.000
1849.209,0.000,0.000,0.000
1849.292,0.000,0.000,0.000
1849.375,0.000,0.000,0.000
1849.459,0.000,0.000,0.000
1849.542,0.000,0.000,0.000
1849.625,0.000,0.000,0.000
1849.709,0.000,0.000,0.000
1849.792,0.000,0.000,0.000
1849.875,0.000,0.000,0.000
1849.959,0.000,0.000,0.000
1850.042,-0.675,-0.318,-0.318
1850.125,-0.333,0.024,0.024
1850.208,-0.591,-0.234,-0.234
1850.292,-0.589,-0.232,-0.232
1850.375,-0.508,-0.151,-0.151
1850.458,-0.344,0.013,0.013
1850.542,-0.160,0.197,0.197
1850.625,-0.208,0.149,0.149
1850.708,-0.385,-0.028,-0.028
1850.792,-0.533,-0.176,-0.176
1850.875,-0.283,0.074,0.074
1850.958,-0.404,-0.047,-0.047
1851.042,-0.201,0.156,0.156
1851.125,-0.469,-0.112,-0.112
1851.208,-0.646,-0.289,-0.289
1851.292,-0.542,-0.185,-0.185
1851.375,-0.198,0.159,0.159
1851.458,-0.137,0.220,0.220
1851.542,-0.097,0.260,0.260
1851.625,-0.102,0.255,0.255
1851.708,-0.091,0.266,0.266
1851.792,-0.008,0.349,0.349
1851.875,-0.082,0.275,0.275
1851.958,-0.228,0.129,0.129
1852.042,-0.375,-0.018,-0.018
1852.125,-0.477,-0.120,-0.120
1852.208,-0.560,-0.203,-0.203
1852.292,-0.585,-0.228,-0.228
1852.375,-0.127,0.230,0.230
1852.458,-0.084,0.273,0.273
1852.542,0.005,0.362,0.362
1852.625,-0.136,0.221,0.221
1852.708,-0.002,0.355,0.355
1852.792,-0.172,0.185,0.185
1852.875,-0.305,0.052,0.052
1852.958,0.065,0.422,0.422
1853.042,-0.233,0.124,0.124
1853.125,-0.404,-0.047,-0.047
1853.208,-0.280,0.077,0.077
1853.292,-0.386,-0.029,-0.029
1853.375,-0.268,0.089,0.089
1853.458,-0.142,0.215,0.215
1853.542,-0.083,0.274,0.274
1853.625,-0.057,0.300,0.300
1853.708,-0.250,0.107,0.107
1853.792,-0.392,-0.035,-0.035
1853.875,-0.411,-0.054,-0.054
1853.958,-0.337,0.020,0.020
1854.042,-0.381,-0.024,-0.024
1854.125,-0.361,-0.004,-0.004
1854.208,-0.243,0.114,0.114
1854.292,-0.334,0.023,0.023
1854.375,-0.291,0.066,0.066
1854.458,-0.299,0.058,0.058
1854.542,-0.179,0.178,0.178
1854.625,-0.239,0.118,0.118
1854.708,-0.217,0.140,0.140
1854.792,-0.095,0.262,0.262
1854.875,-0.410,-0.053,-0.053
1854.958,-0.450,-0.093,-0.093
1855.042,-0.159,0.198,0.198
1855.125,-0.313,0.044,0.044
1855.208,-0.344,0.013,0.013
1855.292,-0.218,0.139,0.139
1855.375,-0.388,-0.031,-0.031
1855.458,-0.333,0.024,0.024
1855.542,-0.333,0.024,0.024
1855.625,-0.200,0.157,0.157
1855.708,-0.271,0.086,0.086
1855.792,-0.195,0.162,0.162
1855.875,-0.389,-0.032,-0.032
1855.958,-0.420,-0.063,-0.063
1856.042,-0.076,0.281,0.281
1856.125,-0.337,0.020,0.020
1856.208,-0.358,-0.001,-0.001
1856.292,-0.316,0.041,0.041
1856.375,-0.285,0.072,0.072
1856.458,-0.214,0.143,0.143
1856.542,-0.225,0.132,0.132
1856.625,-0.238,0.119,0.119
1856.708,-0.388,-0.031,-0.031
1856.792,-0.438,-0.081,-0.081
1856.875,-0.552,-0.195,-0.195
1856.958,-0.418,-0.061,-0.061
1857.042,-0.495,-0.138,-0.138
1857.125,-0.435,-0.078,-0.078
1857.208,-0.479,-0.122,-0.122
1857.292,-0.644,-0.287,-0.287
1857.375,-0.659,-0.302,-0.302
1857.458,-0.304,0.053,0.053
1857.542,-0.411,-0.054,-0.054
1857.625,-0.369,-0.012,-0.012
1857.708,-0.380,-0.023,-0.023
1857.792,-0.473,-0.116,-0.116
1857.875,-0.685,-0.328,-0.328
1857.958,-0.274,0.083,0.083
1858.042,-0.295,0.062,0.062
1858.125,-0.477,-0.120,-0.120
1858.208,-0.548,-0.191,-0.191
1858.292,-0.428,-0.071,-0.071
1858.375,-0.532,-0.175,-0.175
1858.458,-0.380,-0.023,-0.023
1858.542,-0.336,0.021,0.021
1858.625,-0.278,0.079,0.079
1858.708,-0.283,0.074,0.074
1858.792,-0.289,0.068,0.068
1858.875,-0.366,-0.009,-0.009
1858.958,-0.455,-0.098,-0.098
1859.042,-0.381,-0.024,-0.024
1859.125,-0.344,0.013,0.013
1859.208,-0.314,0.043,0.043
1859.292,-0.157,0.200,0.200
1859.375,-0.152,0.205,0.205
1859.458,-0.250,0.107,0.107
1859.542,-0.312,0.045,0.045
1859.625,-0.245,0.112,0.112
1859.708,-0.394,-0.037,-0.037
1859.792,-0.255,0.102,0.102
1859.875,-0.288,0.069,0.069
1859.958,-0.284,0.073,0.073
1860.042,-0.391,-0.034,-0.034
1860.125,-0.468,-0.111,-0.111
1860.208,-0.786,-0.429,-0.429
1860.292,-0.306,0.051,0.051
1860.375,-0.364,-0.007,-0.007
1860.458,-0.211,0.146,0.146
1860.542,-0.185,0.172,0.172
1860.625,-0.114,0.243,0.243
1860.708,-0.131,0.226,0.226
1860.792,-0.346,0.011,0.011
1860.875,-0.605,-0.248,-0.248
1860.958,-0.774,-0.417,-0.417
1861.042,-0.918,-0.561,-0.561
1861.125,-0.625,-0.268,-0.268
1861.208,-0.416,-0.059,-0.059
1861.292,-0.386,-0.029,-0.029
1861.375,-0.661,-0.304,-0.304
1861.458,-0.252,0.105,0.105
1861.542,-0.298,0.059,0.059
1861.625,-0.041,0.316,0.316
1861.708,-0.270,0.087,0.087
1861.792,-0.477,-0.120,-0.120
1861.875,-0.458,-0.101,-0.101
1861.958,-0.351,0.006,0.006
1862.042,-0.825,-0.468,-0.468
1862.125,-0.716,-0.359,-0.359
1862.208,-0.535,-0.178,-0.178
1862.292,-0.522,-0.165,-0.165
1862.375,-0.348,0.009,0.009
1862.458,-0.307,0.050,0.050
1862.542,-0.345,0.012,0.012
1862.625,-0.456,-0.099,-0.099
1862.708,-0.362,-0.005,-0.005
1862.792,-0.449,-0.092,-0.092
1862.875,-0.678,-0.321,-0.321
1862.958,-0.895,-0.538,-0.538
1863.042,-0.076,0.281,0.281
1863.125,-0.250,0.107,0.107
1863.208,-0.355,0.002,0.002
1863.292,-0.288,0.069,0.069
1863.375,-0.384,-0.027,-0.027
1863.458,-0.369,-0.012,-0.012
1863.542,-0.312,0.045,0.045
1863.625,-0.297,0.060,0.060
1863.708,-0.352,0.005,0.005
1863.792,-0.504,-0.147,-0.147
1863.875,-0.441,-0.084,-0.084
1863.958,-0.503,-0.146,-0.146
1864.042,-0.853,-0.496,-0.496
1864.125,-0.593,-0.236,-0.236
1864.208,-0.499,-0.142,-0.142
1864.292,-0.544,-0.187,-0.187
1864.375,-0.323,0.034,0.034
1864.458,-0.113,0.244,0.244
1864.542,-0.260,0.097,0.097
1864.625,-0.308,0.049,0.049
1864.708,-0.443,-0.086,-0.086
1864.792,-0.603,-0.246,-0.246
1864.875,-0.456,-0.099,-0.099
1864.958,-0.590,-0.233,-0.233
1865.042,-0.176,0.181,0.181
1865.125,-0.467,-0.110,-0.110
1865.208,-0.661,-0.304,-0.304
1865.292,-0.448,-0.091,-0.091
1865.375,-0.378,-0.021,-0.021
1865.458,-0.196,0.161,0.161
1865.542,-0.216,0.141,0.141
1865.625,-0.212,0.145,0.145
1865.708,-0.171,0.186,0.186
1865.792,-0.269,0.088,0.088
1865.875,-0.337,0.020,0.020
1865.958,-0.461,-0.104,-0.104
1866.042,-0.132,0.225,0.225
1866.125,-0.401,-0.044,-0.044
1866.208,-0.682,-0.325,-0.325
1866.292,-0.454,-0.097,-0.097
1866.375,-0.572,-0.215,-0.215
1866.458,-0.099,0.258,0.258
1866.542,-0.009,0.348,0.348
1866.625,-0.249,0.108,0.108
1866.708,-0.378,-0.021,-0.021
1866.792,-0.421,-0.064,-0.064
1866.875,-0.298,0.059,0.059
1866.958,-0.400,-0.043,-0.043
1867.042,-0.405,-0.048,-0.048
1867.125,-0.354,0.003,0.003
1867.208,-0.681,-0.324,-0.324
1867.292,-0.421,-0.064,-0.064
1867.375,-0.574,-0.217,-0.217
1867.458,-0.350,0.007,0.007
1867.542,-0.253,0.104,0.104
1867.625,-0.330,0.027,0.027
1867.708,-0.148,0.209,0.209
1867.792,-0.125,0.232,0.232
1867.875,-0.196,0.161,0.161
1867.958,-0.445,-0.088,-0.088
1868.042,-0.685,-0.328,-0.328
1868.125,-0.693,-0.336,-0.336
1868.208,-0.335,0.022,0.022
1868.292,-0.363,-0.006,-0.006
1868.375,-0.286,0.071,0.071
1868.458,-0.298,0.059,0.059
1868.542,-0.060,0.297,0.297
1868.625,-0.193,0.164,0.164
1868.708,-0.345,0.012,0.012
1868.792,-0.230,0.127,0.127
1868.875,-0.423,-0.066,-0.066
1868.958,-0.314,0.043,0.043
1869.042,-0.336,0.021,0.021
1869.125,0.131,0.488,0.488
1869.208,-0.626,-0.269,-0.269
1869.292,-0.406,-0.049,-0.049
1869.375,-0.310,0.047,0.047
1869.458,-0.385,-0.028,-0.028
1869.542,-0.417,-0.060,-0.060
1869.625,-0.168,0.189,0.189
1869.708,-0.172,0.185,0.185
1869.792,-0.293,0.064,0.064
1869.875,-0.282,0.075,0.075
1869.958,-0.537,-0.180,-0.180
1870.042,-0.211,0.146,0.146
1870.125,-0.454,-0.097,-0.097
1870.208,-0.498,-0.141,-0.141
1870.292,-0.333,0.024,0.024
1870.375,-0.298,0.059,0.059
1870.458,-0.231,0.126,0.126
1870.542,-0.073,0.284,0.284
1870.625,-0.258,0.099,0.099
1870.708,-0.202,0.155,0.155
1870.792,-0.443,-0.086,-0.086
1870.875,-0.266,0.091,0.091
1870.958,-0.666,-0.309,-0.309
1871.042,-0.558,-0.201,-0.201
1871.125,-0.672,-0.315,-0.315
1871.208,-0.172,0.185,0.185
1871.292,-0.222,0.135,0.135
1871.375,-0.362,-0.005,-0.005
1871.458,-0.286,0.071,0.071
1871.542,-0.082,0.275,0.275
1871.625,-0.322,0.035,0.035
1871.708,-0.361,-0.004,-0.004
1871.792,-0.373,-0.016,-0.016
1871.875,-0.523,-0.166,-0.166
1871.958,-0.489,-0.132,-0.132
1872.042,-0.599,-0.242,-0.242
1872.125,-0.620,-0.263,-0.263
1872.208,-0.524,-0.167,-0.167
1872.292,-0.385,-0.028,-0.028
1872.375,-0.142,0.215,0.215
1872.458,-0.280,0.077,0.077
1872.542,-0.146,0.211,0.211
1872.625,0.009,0.366,0.366
1872.708,-0.176,0.181,0.181
1872.792,-0.204,0.153,0.153
1872.875,-0.322,0.035,0.035
1872.958,-0.548,-0.191,-0.191
1873.042,-0.262,0.095,0.095
1873.125,-0.283,0.074,0.074
1873.208,-0.409,-0.052,-0.052
1873.292,-0.481,-0.124,-0.124
1873.375,-0.351,0.006,0.006
1873.458,-0.321,0.036,0.036
1873.542,-0.176,0.181,0.181
1873.625,-0.228,0.129,0.129
1873.708,-0.405,-0.048,-0.048
1873.792,-0.391,-0.034,-0.034
1873.875,-0.463,-0.106,-0.106
1873.958,-0.328,0.029,0.029
1874.042,-0.199,0.158,0.158
1874.125,-0.438,-0.081,-0.081
1874.208,-0.673,-0.316,-0.316
1874.292,-0.437,-0.080,-0.080
1874.375,-0.334,0.023,0.023
1874.458,-0.566,-0.209,-0.209
1874.542,-0.167,0.190,0.190
1874.625,-0.296,0.061,0.061
1874.708,-0.168,0.189,0.189
1874.792,-0.471,-0.114,-0.114
1874.875,-0.418,-0.061,-0.061
1874.958,-0.312,0.045,0.045
1875.042,-0.571,-0.214,-0.214
1875.125,-0.479,-0.122,-0.122
1875.208,-0.564,-0.207,-0.207
1875.292,-0.358,-0.001,-0.001
1875.375,-0.273,0.084,0.084
1875.458,-0.280,0.077,0.077
1875.542,-0.182,0.175,0.175
1875.625,-0.246,0.111,0.111
1875.708,-0.234,0.123,0.123
1875.792,-0.233,0.124,0.124
1875.875,-0.509,-0.152,-0.152
1875.958,-0.577,-0.220,-0.220
1876.042,-0.514,-0.157,-0.157
1876.125,-0.337,0.020,0.020
1876.208,-0.362,-0.005,-0.005
1876.292,-0.424,-0.067,-0.067
1876.375,-0.590,-0.233,-0.233
1876.458,-0.352,0.005,0.005
1876.542,-0.214,0.143,0.143
1876.625,-0.327,0.030,0.030
1876.708,-0.418,-0.061,-0.061
1876.792,-0.300,0.057,0.057
1876.875,-0.607,-0.250,-0.250
1876.958,-0.643,-0.286,-0.286
1877.042,-0.411,-0.054,-0.054
1877.125,-0.209,0.148,0.148
1877.208,-0.091,0.266,0.266
1877.292,-0.346,0.011,0.011
1877.375,-0.411,-0.054,-0.054
1877.458,-0.138,0.219,0.219
1877.542,-0.016,0.341,0.341
1877.625,0.211,0.568,0.568
1877.708,0.108,0.465,0.465
1877.792,0.113,0.470,0.470
1877.875,0.034,0.391,0.391
1877.958,-0.056,0.301,0.301
1878.042,-0.070,0.287,0.287
1878.125,0.229,0.586,0.586
1878.208,0.361,0.718,0.718
1878.292,0.189,0.546,0.546
1878.375,-0.122,0.235,0.235
1878.458,0.010,0.367,0.367
1878.542,-0.077,0.280,0.280
1878.625,-0.047,0.310,0.310
1878.708,0.021,0.378,0.378
1878.792,-0.165,0.192,0.192
1878.875,-0.143,0.214,0.214
1878.958,-0.323,0.034,0.034
1879.042,-0.238,0.119,0.119
1879.125,-0.266,0.091,0.091
1879.208,-0.258,0.099,0.099
1879.292,-0.382,-0.025,-0.025
1879.375,-0.344,0.013,0.013
1879.458,-0.283,0.074,0.074
1879.542,-0.264,0.093,0.093
1879.625,-0.265,0.092,0.092
1879.708,-0.236,0.121,0.121
1879.792,-0.159,0.198,0.198
1879.875,-0.397,-0.040,-0.040
1879.958,-0.550,-0.193,-0.193
1880.042,-0.394,-0.037,-0.037
1880.125,-0.450,-0.093,-0.093
1880.208,-0.194,0.163,0.163
1880.292,-0.338,0.019,0.019
1880.375,-0.325,0.032,0.032
1880.458,-0.381,-0.024,-0.024
1880.542,-0.315,0.042,0.042
1880.625,-0.107,0.250,0.250
1880.708,-0.297,0.060,0.060
1880.792,-0.391,-0.034,-0.034
1880.875,-0.281,0.076,0.076
1880.958,-0.317,0.040,0.040
1881.042,-0.215,0.142,0.142
1881.125,-0.225,0.132,0.132
1881.208,-0.248,0.109,0.109
1881.292,-0.063,0.294,0.294
1881.375,-0.122,0.235,0.235
1881.458,-0.399,-0.042,-0.042
1881.542,-0.194,0.163,0.163
1881.625,-0.138,0.219,0.219
1881.708,-0.301,0.056,0.056
1881.792,-0.231,0.126,0.126
1881.875,-0.381,-0.024,-0.024
1881.958,-0.271,0.086,0.086
1882.042,-0.025,0.332,0.332
1882.125,-0.117,0.240,0.240
1882.208,-0.177,0.180,0.180
1882.292,-0.315,0.042,0.042
1882.375,-0.326,0.031,0.031
1882.458,-0.392,-0.035,-0.035
1882.542,-0.341,0.016,0.016
1882.625,-0.245,0.112,0.112
1882.708,-0.150,0.207,0.207
1882.792,-0.399,-0.042,-0.042
1882.875,-0.404,-0.047,-0.047
1882.958,-0.655,-0.298,-0.298
1883.042,-0.473,-0.116,-0.116
1883.125,-0.485,-0.128,-0.128
1883.208,-0.266,0.091,0.091
