time,prate,air,prate_mean,air_mean
80,-5.1152350409721794e-08,-0.16052800445651644,,
81,1.4395365754020913e-07,-0.38197624748366543,,
82,-1.4162867207107033e-07,-0.12261231306063622,,
83,-1.889896310772687e-07,-0.24151374344399934,,
84,-2.2273919316799104e-07,-0.3678269391991283,,
85,-4.2643552865904963e-07,-0.14458985473204233,,
86,-1.496328537269345e-07,-0.06887867893797345,,
87,-5.130622391270422e-07,-0.01503705572187714,,
88,6.698450437427149e-08,0.16779778082320118,,
89,5.533039142866375e-08,0.08414015840901104,,
90,-1.8705637984453672e-07,-0.2656836192053285,,
91,-1.4648515892817343e-07,-0.10733316329352609,,
92,-6.779445645009919e-07,-0.03340811608057255,,
93,-7.582216915934277e-08,-0.18032620754247486,,
94,-5.7356644982235745e-08,-0.4940424294744895,,
95,-4.27771014294164e-07,-0.5051017722593679,,
96,-4.790536484137027e-07,-0.2808536242762881,,
97,-3.616465618956587e-07,-0.2110531720692596,,
98,-1.6289712172900287e-07,-0.2973390172019491,,
99,-2.030425740249318e-07,-0.32237484998295546,,
100,-2.5267637377391452e-08,-0.39628690772116937,,
101,-3.549605607657058e-07,-0.06375830824021711,,
102,-3.540600762201386e-08,-0.19073169987237568,,
103,-1.658802106022673e-07,-0.1759009859033866,,
104,-4.4768725191468196e-07,-0.24305526967971042,,
105,-7.208975153632797e-07,0.01891883599489066,,
106,-5.033277331544589e-07,-0.29719439019953586,,
107,-3.335730153655214e-07,-0.24001961100758948,,
108,-2.794591570713232e-07,-0.17401857338697205,,
109,-2.0242477114468641e-07,-0.36563706408603597,,
110,1.0753619638618298e-07,-0.19092104219215172,,
111,-3.3101564181371043e-07,-0.10408371258119735,,
112,-3.155336242749997e-07,-0.207659579002816,,
113,-1.834381324294044e-07,-0.36573102998603857,,
114,-6.027400598893448e-07,-0.027359865652717856,,
115,-4.463982688332177e-07,-0.11794723232243676,,
116,-2.581662242888758e-07,-0.16009669607502466,,
117,6.716236537234558e-08,-0.028639700264613478,,
118,-6.224743069487008e-08,-0.319172395211114,,
119,-3.968497383385494e-07,-0.24633598726309547,,
120,-1.672035471053067e-07,-0.050540422951215594,,
121,-1.1328486063332626e-07,-0.15466238790462375,,
122,9.295986555711765e-08,-0.09587215321197233,,
123,-1.2715076024697374e-07,-0.3535136192476228,,
124,-3.763748881972657e-07,0.07958004219940676,,
125,-1.8170507300055322e-07,-0.15029662527964258,,
126,-2.0081949320096056e-07,-0.2395055703567392,,
127,-1.5889588575963905e-07,-0.2318996788983405,,
128,-2.5009461810994483e-07,-0.2827194668270908,,
129,-2.099072275035793e-07,-0.14941313351338856,,
130,-2.6366265353930795e-07,-0.38004697846333835,,
131,2.9386716404467247e-07,-0.15756478253930487,,
132,-8.174732006630148e-08,-0.2671935168966067,,
133,1.1290398069646721e-07,-0.28023530389381857,,
134,1.411542758557711e-07,-0.12710793117705793,,
135,1.1782133270221122e-07,-0.12496929847379076,,
136,-1.294924017108474e-07,-0.2608823834474813,,
137,-2.441923347544283e-07,-0.295975134912127,,
138,-2.1822575395714081e-07,-0.39326418940173075,,
139,-6.369382350604129e-08,-0.12537965238581997,,
140,3.3138804958630797e-07,-0.019827201791828793,,
141,-2.0720684458629376e-07,-0.16766103564270934,,
142,-1.8668347686946353e-07,-0.19972895642383,,
143,-6.017052206096785e-08,-0.16967781407920557,,
144,-1.725124403144674e-07,-0.2528052449626669,,
145,-1.0825745908354488e-07,-0.11427343343682357,,
146,-2.7957926182099953e-07,-0.3003010395293446,,
147,-5.771331724922529e-08,-0.010564753817638103,,
148,2.2337283704088934e-07,-0.3555747811939013,,
149,4.350013761581074e-08,-0.2108777814242751,,
150,-2.353630796417011e-07,-0.36116480645363297,,
151,1.9168690441715633e-07,-0.2372912334762538,,
152,-4.270541195707225e-08,-0.31326592974397505,,
153,-3.156486593680267e-07,-0.15100341588585459,,
154,-2.3319387100308098e-07,-0.2214362878265297,,
155,-8.551000333821082e-08,-0.2890109236116907,,
156,-7.117594701092473e-08,-0.37614604024342413,,
157,-2.3456551214835228e-07,-0.22994448572733045,,
158,-3.4997411570022933e-07,-0.2563313128688294,,
159,-1.70814904077589e-08,-0.27505563386028437,,
160,-2.9906940446449693e-07,-0.22786420481515263,,
161,-1.423291441798395e-07,-0.222384858120709,,
162,1.1357490661647537e-07,-0.34317176426409257,,
163,-2.0489448025043225e-07,-0.26729305342164056,,
164,-3.7737942510843476e-07,-0.20800220334437353,,
165,8.67285681389201e-08,-0.2858143501263847,,
166,-4.549057537628148e-07,-0.33520676533819266,,
167,-7.99087879924235e-07,-0.2518244923861654,,
168,-1.7769779974666607e-07,-0.2652886988614648,,
169,-3.6933335804746454e-07,-0.3406333377036403,,
170,-3.7834674817279684e-07,-0.34120021884604984,,
171,7.331065959273741e-08,-0.3168404008114377,,
172,-1.8789481240231546e-07,-0.3592592223757153,,
173,-2.0258014286966087e-07,-0.2976056686434415,,
174,-3.397529665584585e-07,-0.38460141153318506,,
175,-2.2263510027741507e-07,-0.31980539762790805,,
176,1.1783974354672404e-07,-0.2649293887578338,,
177,-1.253170385532096e-07,-0.3014101932925183,,
178,-3.247410839084827e-08,-0.3874893399876639,,
179,-2.883670828876525e-07,-0.4505174384915852,,
180,-2.807866235597319e-07,-0.3418906584398698,,
181,-3.263586204737757e-07,-0.12416577701948132,,
182,-3.5013139224071485e-07,-0.15077485858584888,,
183,-3.13250309706914e-07,-0.17152674230291481,,
184,-2.0042872348391593e-07,-0.22188822994711113,,
185,-3.0788315726228687e-07,-0.20490171357594805,,
186,-1.5318436644326161e-07,-0.2574882749287192,,
187,-1.1739702063281887e-07,-0.3145346959393048,,
188,-8.095110103952533e-08,-0.2143947645457828,,
189,3.645305309750046e-07,-0.174608011804924,,
190,1.0247734607693916e-07,-0.1425476281230887,,
191,9.039128784223051e-08,-0.007542365488016248,,
192,-3.309398125441193e-07,-0.0741981928159238,,
193,-2.038872416194378e-07,-0.06580861448870395,,
194,5.0968720639288655e-08,-0.02953618771664545,,
195,-1.200271353898807e-07,0.07756956948726983,,
196,-3.5722602908108707e-07,0.11354194527950145,,
197,-2.1437024846559837e-07,0.1255478142627025,,
198,-2.824275245693668e-07,-0.14776887373780895,,
199,-2.0619292355022642e-07,-0.1615993785653821,,
200,-1.7630808943843174e-07,-0.17315761440751087,,
201,-4.732770327824745e-07,-0.23981276401795157,,
202,-1.5609314711283834e-07,-0.25738333899834276,,
203,-4.140623622817023e-07,-0.337696788511797,,
204,-1.0949818319531195e-07,-0.23387637525793875,,
205,-2.174463735224874e-07,-0.3263692100930441,,
206,2.165076129779556e-08,-0.31631217893550323,,
207,-2.0860136435760836e-07,-0.3942834979371548,,
208,-3.386195145605936e-07,-0.455700986863335,,
209,-2.334388483998695e-07,-0.10274575251745202,,
210,-1.0187630721914196e-07,-0.2110709579281571,,
211,-1.8010602230220265e-07,-0.0789211703474709,,
212,-2.2897269519990917e-07,-0.13963766382725956,,
213,-3.076597213797067e-07,-0.01976495015102701,,
214,-3.0100311463934113e-07,-0.12154483107793572,,
215,-2.358021977088589e-07,-0.1991355832338812,,
216,-2.1405760919721657e-07,-0.22529576825900785,,
217,-4.445339417921103e-07,-0.03504682859030406,,
218,-5.328548323238621e-07,-0.21579177282768872,,
219,-2.214131890080855e-07,-0.3701048222346344,,
220,-9.807161329313055e-08,-0.3308620861229962,,
221,-2.2379750497129366e-07,-0.33854972774951614,,
222,6.847933400250209e-08,-0.1882268617813356,,
223,7.998466965854289e-08,-0.33587227126158814,,
224,-2.275825069826116e-07,-0.1655909873780215,,
225,-1.2960452679773325e-07,-0.08124570288942201,,
226,-3.196298435846569e-08,0.004379450466997989,,
227,-1.3685190884574747e-07,-0.09335324119625502,,
228,-2.8204197665761725e-08,-0.11660095811472215,,
229,1.6524087765109122e-07,-0.12695821657361223,,
230,-1.641268739656172e-07,-0.26059052280817496,,
231,4.5605536900859094e-08,-0.17803760192089493,,
232,-8.318958872655958e-08,-0.25393543844191535,,
233,3.922106432103364e-08,-0.19778812166639984,,
234,2.2135874096114834e-08,-0.1061751907947573,,
235,-3.132796639858789e-07,0.06043920010374998,,
236,-8.474518893438822e-09,-0.02074207000922251,,
237,4.779342427805861e-08,-0.19339209684175002,,
238,-8.337552019070379e-08,-0.059497291534859276,,
239,8.918409184096434e-08,0.09732374240384255,,
240,-3.6666862044080294e-07,-0.013996134846488737,,
241,3.5206249802614284e-09,-0.04018913617319157,,
242,-4.24838927547401e-07,0.09543079502237987,,
243,-1.3934956802131578e-07,-0.0016586189025096774,,
244,1.2387275804117476e-07,-0.050858561078129826,,
245,2.043154056963925e-07,0.14699745532412906,,
246,-1.8025234091941655e-07,0.13747964715902752,,
247,8.387656035879144e-08,0.0948040519151061,,
248,-1.759152526367814e-08,0.09137529578103167,,
249,-9.548111732251016e-09,0.14283359332585097,,
250,2.994637534694395e-08,0.12244111556621476,,
251,-2.67173698833841e-07,-0.254674349227162,,
252,3.2322271373751196e-07,0.0008232419090944347,,
253,2.1680950748108415e-07,-0.06917611788351782,,
254,-1.1065882948218582e-08,-0.10796059783915106,,
255,9.39004583164813e-08,-0.08464009561853718,,
256,5.868786266261079e-08,-0.07604741927341836,,
257,-4.3816133972807505e-07,-0.09327334661848187,,
258,7.200919278161047e-08,-0.24360716257530757,,
259,2.964605581918148e-07,-0.19252739054197296,,
260,-3.0208657728570305e-07,-0.2867566311886363,,
261,-3.768675529971435e-08,-0.10703986624399164,,
262,-1.5791944649692054e-08,-0.11719086709934926,,
263,1.7142579531116373e-07,-0.2763706749612597,,
264,-1.959227565439014e-07,-0.22135261597825479,,
265,-3.014503252085261e-07,-0.26646293762369055,,
266,-5.0455217679103415e-08,-0.3208515060946636,,
267,-1.8515827717308226e-07,-0.24730911970772218,,
268,-4.346676941531617e-08,-0.42109291281365896,,
269,-4.5149645015937825e-08,-0.4647566588571433,,
270,2.7327078372536566e-07,-0.35247568593874395,,
271,-1.0921477071593088e-08,-0.40666412846464145,,
272,7.265493310321183e-08,-0.31708221936162534,,
273,1.5998851356367565e-08,-0.22667569748680133,,
274,-2.6920984475435434e-07,-0.2558029953890396,,
275,1.3920058383758308e-07,-0.1509547100487918,,
276,-8.28046045013776e-08,-0.033183858759445385,,
277,-1.4468779210987877e-07,-0.06561458246877856,,
278,4.315817871887347e-08,-0.04149206907800534,,
279,-8.307535209528102e-08,-0.10569991376251209,,
280,-2.2755598455608606e-08,-0.13869922824555986,,
281,-8.963653659883838e-08,-0.03857808830887867,,
282,2.7112584138596774e-07,0.16587745316573815,,
283,6.312149202441061e-08,-0.0941923475448779,,
284,4.945441147736724e-07,-0.13320703944215861,,
285,-3.588803295757448e-08,-0.08593766729871584,,
286,-5.001118509069637e-08,-0.09712323106498535,,
287,-4.2703758777163216e-07,-0.16942069243386904,,
288,-1.3839249698539243e-07,-0.18991332060263316,,
289,-5.094818276899109e-07,-0.08166742590441306,,
290,-1.5596737056374503e-07,-0.250376671315954,,
291,-4.3644744637735264e-08,-0.08743926054686822,,
292,1.7599025919042972e-07,-0.05397060728291998,,
293,-2.4225934252412704e-07,-0.29767576163720083,,
294,-3.8873563988662256e-07,-0.29815379854509555,,
295,-1.1688727412266103e-07,-0.06632112439731637,,
296,-4.279681389897721e-08,-0.04710151162933133,,
297,-2.1085571545201518e-07,-0.0733459118833019,,
298,-3.6151434227336203e-07,-0.3140475095264018,,
299,1.2496199562673377e-07,-0.2996062881812893,,
300,-1.74239423191443e-07,-0.20955339550127733,,
301,-2.7254202864308544e-07,-0.1033482680144959,,
302,-7.725453751299138e-08,-0.20974196076388457,,
303,-3.588298190370001e-07,-0.13832811862738606,,
304,-4.787852789930907e-07,-0.09904915017504189,,
305,-3.5092680605205276e-07,-0.19995401090616727,,
306,-8.10999480410575e-08,-0.14593120151722427,,
307,-3.7739314129067135e-07,-0.1506812097547296,,
308,3.0589551265254704e-08,-0.31121168445840397,,
309,1.3635349702780876e-07,-0.3329785078041302,,
310,1.9378251899353006e-07,-0.2271169687302815,,
311,-7.463339465606939e-08,-0.16808104669361895,,
312,-2.0479833501957528e-07,-0.14529898141602277,,
313,-2.2920335121859876e-07,-0.16734221368960442,,
314,-5.1196457149028294e-08,-0.026896573772603415,,
315,-1.4898282454095238e-07,-0.1442269134452167,,
316,1.8210300596498053e-07,-0.17718201941960782,,
317,-1.212464553614687e-07,-0.12086131093321154,,
318,-1.6607722877209625e-07,-0.14495271903705056,,
319,-5.905942024449367e-07,-0.0833827533630563,,
320,-6.152063127715136e-08,-0.2768716969925907,,
321,-2.773345917245216e-07,-0.28269484467035616,,
322,-2.617665149927134e-07,-0.25465043865966547,,
323,-5.223191293781705e-07,-0.20023558040384026,,
324,1.5968406064529503e-07,-0.05008035813033431,,
325,-3.6480898983461495e-07,-0.16156626473454935,,
326,1.0949804097321377e-07,-0.42017649094630405,,
327,3.344313137922456e-07,-0.4307942471053142,,
328,-1.0824837169616827e-07,-0.3215546936269964,,
329,-2.343104565853601e-07,-0.3647108773066507,,
330,-6.761147882710745e-08,-0.3019347848655556,,
331,9.638571040606379e-08,-0.13409014393720514,,
332,4.2842996454210533e-07,-0.2544010702160748,,
333,3.518661237737054e-07,-0.43349683870593225,,
334,2.1772844188778377e-07,-0.3657631330687245,,
335,-8.191233360097902e-08,-0.39401149489422027,,
336,8.261268507007614e-08,-0.2790216806424249,,
337,5.773068901752477e-08,-0.3794605815351778,,
338,3.846992618947145e-07,-0.4651232007878015,,
339,1.1564474271980978e-07,-0.4079813723259469,,
340,1.110132831733209e-07,-0.3917843805051381,,
341,-8.858846430124911e-08,-0.25878081504406797,,
342,-4.301959089776866e-07,-0.2947464371637783,,
343,-1.6280665356099153e-07,-0.30276017545688005,,
344,1.1043965928774705e-07,-0.345853645707685,,
345,-2.403910417038306e-07,-0.24013591062915313,,
346,-8.769593541446758e-08,-0.1453822793659403,,
347,-1.690619105566267e-07,-0.1355715238111067,,
348,3.190612636924128e-07,-0.11168242651962804,,
349,2.1145985714972737e-07,-0.3526605417262933,,
350,-7.960837992637731e-08,-0.33729192771976046,,
351,-3.0132015383739967e-07,-0.34810482094147954,,
352,-2.4150003265693334e-07,-0.4042105024021613,,
353,1.0726195566471919e-08,-0.29955115494515794,,
354,-1.0522056146445534e-07,-0.3819341846684066,,
355,1.9842287289669236e-09,-0.3393467387414348,,
356,-2.2047141579672323e-07,-0.42556236028249755,,
357,-2.60936474494449e-08,-0.5043738577250894,,
358,-1.5726422567340797e-07,-0.4213534735286931,,
359,-4.466516954580623e-07,-0.42531353916160386,,
360,-1.830183283886166e-07,-0.4275140897260008,,
361,1.7402858013573204e-07,-0.26762162991780863,,
362,-3.402423876425859e-07,-0.3183806512853076,,
363,-6.115168810187392e-08,-0.21439101721535678,,
364,-3.249857009059138e-07,-0.3409936358800588,,
365,1.0217784929432862e-07,-0.4569892568309316,,
366,-2.613957342667287e-07,-0.29732862778482866,,
367,-1.4064304093321528e-07,-0.37116523451600547,,
368,-2.6011364525799237e-07,-0.40770596905679257,,
369,-1.975231070438899e-07,-0.5578009844814102,,
370,1.425343976509087e-07,-0.3698689058151664,,
371,-2.9926157813509916e-07,-0.3216615164558264,,
372,-4.952350934180325e-07,-0.31821329709433055,,
373,-1.7510284710666985e-07,-0.3043307240860633,,
374,-5.045599344319749e-08,-0.37689904832335297,,
375,1.3372154639006794e-07,-0.255547226718843,,
376,-1.6890510041089733e-07,-0.6162052858583857,,
377,-4.5456791548368896e-08,-0.20206980700266675,,
378,2.4619705913519343e-08,-0.41599688470878204,,
379,-8.340388154327125e-08,-0.32297501748919794,,
380,2.043174210041128e-07,-0.30576487750109066,,
381,2.61192137236376e-07,-0.40791942154824234,,
382,-3.847977197073374e-08,-0.20616058162272094,,
383,-3.841358201545039e-07,-0.2207700776202247,,
384,3.471679804127966e-07,-0.39538224210107725,,
385,2.001417909084057e-07,-0.28706066276059733,,
386,1.6527603096869955e-07,-0.18682215753623854,,
387,-8.408319916900426e-08,-0.24771321374025895,,
388,2.526625993841588e-08,-0.4086394467500435,,
389,-3.7384971405577164e-08,-0.4439164662088104,,
390,-3.024745158531129e-07,-0.5066866549981413,,
391,-3.301984141210318e-07,-0.2595503883776274,,
392,-2.7714425097090285e-07,-0.45717789760349153,,
393,6.330542542452427e-08,-0.4546060803774461,,
394,1.0521277403037766e-07,-0.4693906035733755,,
395,-2.947978232098923e-07,-0.38399271550881353,,
396,6.737042999325656e-08,-0.48422918653434266,,
397,-3.7294263041595344e-07,-0.37867700154428596,,
398,2.604324396139931e-07,-0.29204787560779805,,
399,3.8998518474370806e-08,-0.3943031819425976,,
400,1.9068196057142293e-07,-0.24752957536943657,,
401,4.120385827290009e-07,-0.31137344578458176,,
402,1.476371044484911e-07,-0.24483155553425764,,
403,2.110014696097552e-07,-0.29929735574255345,,
404,-1.86063757066322e-07,-0.19865125650704432,,
405,6.131922259873164e-08,-0.23211560221343008,,
406,1.1672660399056049e-08,-0.21846172612801823,,
407,-2.100125340378017e-07,-0.19831859934455381,,
408,-3.5721016875016955e-08,-0.16338011276876402,,
409,-1.2665278203880752e-07,-0.1717938347824362,,
410,7.495406797585065e-08,-0.3640031094948254,,
411,1.4874810507410875e-07,-0.3103050579212131,,
412,1.5564116993245478e-07,-0.21262941587890555,,
413,7.933412837795128e-08,-0.35684360830647693,,
414,-3.4169070770633464e-07,-0.4490290075604652,,
415,6.933539679933902e-08,-0.379938562368447,,
416,-3.059375198493677e-07,-0.2553069822422193,,
417,5.0507214789019236e-08,-0.25038719923609376,,
418,6.065860803168677e-08,-0.2436062672112108,,
419,-1.0603181344743186e-07,-0.18018823542981366,,
420,-1.124270482235078e-07,-0.08481199214896451,,
421,-7.201308634497871e-08,-0.2614269223745017,,
422,3.027365984683771e-08,-0.30572588856366234,,
423,2.3192832749281537e-07,-0.24258699757907812,,
424,3.3863822298748576e-07,-0.08677850289945012,,
425,2.1344340222792475e-07,-0.17887821126324494,,
426,-2.741938693050328e-07,-0.4287438289835512,,
427,7.708421634198323e-08,-0.4136667210942127,,
428,-1.0694484829771172e-08,-0.24254708015842766,,
429,-5.260450854666232e-08,-0.1259317242112629,,
430,4.438145458410594e-08,-0.05072922788855673,,
431,1.3218051221027814e-09,-0.27886182404358234,,
432,-1.7099925413717154e-07,-0.1830930729050615,,
433,-1.6012955938786616e-07,-0.08574600081096274,,
434,-4.0813644804291803e-07,-0.0858093746274536,,
435,-1.9215735243494295e-07,-0.13063978593482858,,
436,-1.2202220295046146e-07,-0.3390025161305407,,
437,2.6012420145503535e-08,-0.12986327508247622,,
438,-8.746128397384899e-08,-0.13800062803021282,,
439,-1.7876627097380935e-07,-0.3179385676121682,,
440,-2.1171631199860314e-07,-0.15533782056311657,,
441,-2.7461540737326124e-08,-0.10380755506887125,,
442,-9.356517990485874e-08,-0.02862558185047546,,
443,-3.102167802132266e-08,-0.0671621454970286,,
444,-1.5280139464864684e-07,-0.0139115109285874,,
445,2.0299047619904365e-08,-0.25673419264741426,,
446,-1.0570436903870217e-07,-0.1876780870657168,,
447,-3.9451070222826734e-07,-0.11774123658798838,,
448,4.9198230680811654e-08,-0.2512832485424584,,
449,-1.684270379429411e-07,-0.44749585231744105,,
450,-6.373993989109424e-08,-0.16694954996267625,,
451,1.0981266418861219e-07,-0.24252551693803612,,
452,2.0472605608306275e-07,-0.31053547113583796,,
453,-2.308239710047032e-07,-0.11011159217535374,,
454,-1.44728589780435e-07,-0.1574279350123808,,
455,1.3366092525908135e-07,-0.1556381114219611,,
456,9.872912593371193e-08,-0.11427881581458657,,
457,1.1815557233444196e-07,-0.165537957777626,,
458,1.4981914288449503e-07,-0.17177968327100118,,
459,-2.3209497578020954e-07,-0.17001445140566002,,
460,-1.2317373830420452e-07,-0.20906978289562303,,
461,-1.0120914322885885e-08,-0.29048126703506677,,
462,-3.4035935819121553e-07,-0.2810792413760019,,
463,-4.051091233461851e-08,-0.2093564396173823,,
464,-2.3637448837466056e-07,-0.35582126960056615,,
465,5.364695500981198e-08,-0.32524626736847073,,
466,-1.228606701601269e-07,-0.15992907512084845,,
467,-2.1312903617972255e-07,-0.30912845303580905,,
468,-1.719020301333425e-07,-0.20335004097104165,,
469,-4.5876978897882476e-07,-0.22744346487560763,,
470,-2.0814883344368806e-07,-0.2263912256440213,,
471,-8.205100734611071e-08,-0.23069862138851316,,
472,-1.2520135924909624e-08,-0.19807474651967746,,
473,-3.0755922496518136e-07,-0.22496697631020485,,
474,-6.003193771103199e-07,-0.19416347425735242,,
475,-2.3053900720854263e-07,-0.25194535621372793,,
476,-1.7310176063275898e-07,-0.2835836012660385,,
477,-3.060178010335316e-07,-0.2283972097573998,,
478,1.5230634883073302e-07,-0.37906252300357224,,
479,-1.214282308695512e-07,-0.2777953442429573,,
480,-4.5721186736288866e-07,-0.05543404183779597,,
481,-5.639608227653387e-07,-0.15037503014601455,,
482,-1.0323815612878294e-07,-0.3936324514182746,,
483,4.5039042071040207e-07,-0.3178046565829563,,
484,2.091291851940685e-07,-0.34604181785717625,,
485,-3.3609550548091635e-07,-0.05585459228145018,,
486,1.5505350384589827e-07,-0.3722540079619664,,
487,1.0051252550718874e-07,-0.3119402098595999,,
488,-3.2815081652169594e-07,-0.33553137308465625,,
489,-5.7273677236682373e-08,-0.19595644951919114,,
490,-1.2011073119894743e-07,-0.33570669947352927,,
491,-9.301111805100107e-08,-0.24664467890455882,,
492,-2.5394459786301133e-07,-0.2769186962753702,,
493,-3.0216002801049976e-07,-0.18366231408045347,,
494,8.970514644541209e-08,0.00264289877105596,,
495,-1.987363600908764e-07,-0.28266534624460304,,
496,1.8883327476671286e-07,-0.12685782190082145,,
497,-1.0168240484702762e-07,-0.09345024718018093,,
498,-3.3202520434565637e-07,-0.12462901941975386,,
499,-1.6920990182017245e-07,-0.11807724939732564,,
500,-1.420885884559476e-07,-0.1911870455459728,,
501,-2.3679354946542166e-07,-0.1538505666488775,,
502,-2.1652647698509897e-07,-0.19235355817603983,,
503,-2.7680823250778486e-07,0.08499277891492915,,
504,-2.7205486766203118e-08,-0.19994666244765846,,
505,-3.536430092157763e-07,0.026310791581223153,,
506,-5.283851133721276e-07,-0.07307639670546263,,
507,-6.365710295263516e-08,-0.16181225161318138,,
508,-1.4193163657309562e-07,-0.09805113882351159,,
509,-3.037362389290285e-07,-0.11439988665327136,,
510,-2.994588996207631e-07,-0.12119103837142127,,
511,-6.017596087979379e-07,-0.17258112061797246,,
512,-5.557123831604181e-07,-0.24903221294269576,,
513,1.0686671596340418e-07,-0.1865244975288407,,
514,-1.7900143659153768e-07,-0.3266091413233682,,
515,-1.257362776225313e-07,-0.22868273681160128,,
516,2.815206734626717e-07,-0.3420117079049553,,
517,-3.1363311215299596e-07,-0.23553971639257396,,
518,-2.7103631355097126e-07,-0.13726133468179663,,
519,-6.044358278027476e-09,-0.27009207862529067,,
520,-2.3105794259828113e-07,-0.22496506027480478,,
521,-1.8089962600502858e-07,-0.1370407241573235,,
522,-9.242321721768172e-08,-0.15279877228039362,,
523,-4.286694140904713e-07,-0.011625939729286385,,
524,-3.383000442930602e-07,-0.009133049003513877,,
525,1.4621913743631621e-07,-0.017969002573490017,,
526,-1.9647891363994816e-07,-0.2343581460997552,,
527,-7.797429393127363e-08,-0.08794519533890206,,
528,-3.3415142433440987e-07,-0.524617486050518,,
529,-2.4192227058203463e-07,-0.2796770950762579,,
530,-1.111039378301436e-06,-0.234182255579133,,
531,-5.174004071196197e-07,-0.43553396963088076,,
532,-5.325195897976941e-07,-0.23231557092842872,,
533,-4.2719040633900704e-07,-0.21790719829449695,,
