time,MCrun,prate,air
597,3,9.03910219428155e-08,-0.3998010249170654
597,4,7.391193169408261e-07,-0.47665698899743475
597,5,-8.317049706745543e-08,-0.46247009716053217
597,6,-3.9692520599123784e-08,-0.6010496494804775
597,7,3.2469374695026785e-07,-0.4047995173753073
597,8,1.036487318747856e-06,-0.3654669404609067
597,9,6.135720281211586e-07,-0.19091679500092634
597,10,1.1724985960864507e-07,-0.08549382632077299
597,11,-1.2720650698639953e-07,-0.028019874408294954
597,12,6.337810033604866e-07,-0.4601167315781277
597,13,8.039185695348672e-07,-0.597226817341708
597,14,1.093737759625921e-06,-0.23563430967964752
597,15,5.093093319959268e-07,-0.6029418880514077
597,16,-1.6558592939143023e-06,-0.22758155330647795
597,17,-6.000145013912921e-07,-0.4203537829956133
597,18,-3.413687142089673e-07,-0.05417487061189907
597,19,1.137678506593197e-06,-0.4435502433645243
598,0,-6.816275376365005e-07,-0.14930046495213375
598,1,-4.210963154266342e-07,-0.1845271344624388
598,2,4.953867458334661e-07,-0.6468450975731589
598,3,-2.7250095112624965e-08,-0.2584906382739846
598,4,-4.966853929166623e-07,-0.47629631758474267
598,5,-1.2194380147965104e-06,-0.37567614305570085
598,6,-1.5939589569427717e-07,-0.4573977106959197
598,7,-1.255278153686266e-07,-0.5578144454174426
598,8,-1.1421012483995643e-08,-0.27718974539438457
598,9,4.759483588132779e-07,-0.19041170400022828
598,10,1.5647213843723203e-07,0.020471550756415047
598,11,-9.214189395244814e-07,-0.016723618591237457
598,12,-9.470397244362543e-07,-0.46952374152501886
598,13,1.735761916836967e-07,-0.5027601038313801
598,14,5.32846218335504e-07,-0.19213634662940027
598,15,7.09173995612544e-08,-0.4362036449004207
598,16,-1.926167936986436e-06,-0.2880892085639112
598,17,-1.741858644326702e-06,-0.36492403188638733
598,18,-1.542098994936737e-06,0.11779612411888014
598,19,1.1069311946546449e-08,-0.6349477128203911
599,0,-1.021576131286623e-07,-0.34606392013072584
599,1,-7.226243656255349e-07,-0.36028115878565065
599,2,7.414720974825686e-07,-0.6945860457463944
599,3,3.537202576532336e-07,-0.4720985977865536
599,4,8.61117362349321e-07,-0.5095011774532237
599,5,7.943771148164869e-08,-0.5342180875299041
599,6,4.747895287515889e-07,-0.7181965682681959
599,7,7.209640108404153e-07,-0.5523850871859806
599,8,1.119204958181358e-06,-0.45854011732881317
599,9,9.132301503153062e-07,-0.3306840053723993
599,10,1.3523735486637258e-07,-0.21048315677840268
599,11,9.75020761240003e-08,-0.07133634767309735
599,12,8.876884153697412e-07,-0.5083586056636638
599,13,9.164770589314341e-07,-0.6863482448684982
599,14,6.977903123705866e-07,-0.2647925714980184
599,15,6.572699997132663e-07,-0.7746255233297196
599,16,-1.4974369790877675e-06,-0.25223908661783884
599,17,-1.2072649052731623e-06,-0.5312156192113909
599,18,-8.308079709838231e-07,-0.24655303034111897
599,19,6.18964708315876e-07,-0.5463311389935306
600,0,-2.417399274961169e-08,-0.45697777779968085
600,1,-2.361295579713764e-07,-0.38197338653959134
600,2,3.0528027758538806e-07,-0.67032466032164
600,3,-1.3732340515837486e-07,-0.42107121511057727
600,4,2.1970518509605624e-07,-0.49494431521303434
600,5,9.981921040023013e-08,-0.5114801625739535
600,6,-4.443621086054723e-07,-0.6742737833950383
600,7,-5.8135446736973186e-08,-0.4727034477398484
600,8,5.070946289752749e-07,-0.39266494977101285
600,9,2.3703279670489407e-07,-0.23778627231070215
600,10,2.099825227669068e-07,-0.1125987146486038
600,11,-6.464281403399769e-07,-0.11210230793622869
600,12,4.938874139650223e-07,-0.46905917536682595
600,13,1.1550151621236976e-06,-0.5922078698605895
600,14,2.8057017193451855e-07,-0.24337856666066793
600,15,4.935340570057893e-07,-0.6312750259894642
600,16,-1.963910301999865e-06,-0.34092663317590666
600,17,-7.082382126235139e-07,-0.4666540588869581
600,18,-4.912481960291004e-07,-0.042573442673741066
600,19,9.500577160279107e-07,-0.5608114839042921
601,0,-1.2525933494119672e-07,-0.37547633846851797
601,1,-5.682717697679342e-07,-0.6465799784699207
601,2,2.0793542026750987e-07,-0.9363817805215435
601,3,-2.5171135323930974e-07,-0.4998466476461644
601,4,-5.939984241375725e-07,-0.732743146027895
601,5,-1.6221780838899645e-08,-0.6983018331575472
601,6,-2.1220904651453583e-07,-0.9651177627291827
601,7,-5.983614321481066e-07,-0.6457697367453306
601,8,-2.9409038443069606e-07,-0.5126484005568763
601,9,-3.3862324622026527e-07,-0.3364097439432352
601,10,-1.9414253037591125e-07,-0.11403232689579335
601,11,-6.038932374945135e-07,-0.07207734598922466
601,12,7.768523988159931e-07,-0.7523880821500837
601,13,8.464095416744081e-07,-0.8606290966110131
601,14,6.025643934306222e-07,-0.4834885609301399
601,15,7.098622782937501e-08,-0.9539590531560372
601,16,-2.113393084799377e-06,-0.49534223333156335
601,17,-1.0914395600304462e-06,-0.5489967984805683
601,18,-3.3943636433543534e-07,-0.09650447271057047
601,19,4.971587117088789e-07,-0.7408898150775992
602,0,-3.454253168449212e-07,-0.16561444329016634
602,1,-2.64518045566132e-07,-0.4689466041530541
602,2,-7.717398931762373e-07,-0.6174462336284217
602,3,-4.924060046417288e-07,-0.36832279997806533
602,4,-1.0904557396135812e-07,-0.3834582028572303
602,5,6.834915799486392e-07,-0.5003533404405625
602,6,-9.69302608704201e-07,-0.42679087533752214
602,7,-7.909941296264832e-07,-0.35893344830758156
602,8,-1.3065357047016374e-07,-0.26679240586460773
602,9,1.6182197634331534e-07,-0.12920538718642996
602,10,-9.084845569284953e-08,-0.0499506884844325
602,11,-1.1656844291029779e-06,-0.018273066784922028
602,12,1.4973838726500652e-06,-0.35342605825651857
602,13,1.2270890815069786e-06,-0.24725712222900537
602,14,-2.7835925475261626e-07,-0.21519581737958826
602,15,3.7207002061366625e-07,-0.5638681911288812
602,16,-9.704854912558203e-07,-0.3739235993298819
602,17,-1.3151242659276401e-06,-0.3154561492523955
602,18,-4.5916857309826097e-07,0.07672689501001738
602,19,7.391777188486818e-07,-0.3995951419009617
603,0,-7.021010941368988e-07,-0.3332375206361875
603,1,-2.284598238986959e-07,-0.4682997362059768
603,2,-1.3292465702770864e-06,-0.8585652797776546
603,3,-1.430706556422159e-07,-0.4264399809589895
603,4,-1.590625166593158e-07,-0.5836096771156505
603,5,-1.1059630660804098e-07,-0.6349720617400293
603,6,-9.96359383674987e-07,-0.7514081078295612
603,7,-7.4994668095425e-07,-0.5418050155853397
603,8,-8.845049771180379e-07,-0.31858130782539906
603,9,-3.560147095656328e-07,-0.3515033543133512
603,10,-8.785050207558993e-08,-0.022341280722243437
603,11,-7.168469325591845e-07,-0.11616798377779197
603,12,6.396839434651446e-07,-0.5796917457100166
603,13,1.7743577118964289e-07,-0.705720540456714
603,14,2.422530260243083e-07,-0.3761857372234113
603,15,-1.3464798251582278e-07,-0.7808376027057402
603,16,-1.6914946297380782e-06,-0.46428415461794026
603,17,-1.747788458940945e-06,-0.3834772308353308
603,18,-3.266075533137741e-07,-0.08438889451032328
603,19,-1.5192053186135412e-07,-0.6301553250881299
604,0,-2.252915786721992e-07,-0.15390198844400774
604,1,5.463471245715242e-07,-0.5794385221390612
604,2,-9.59736777371323e-07,-0.6191168352565739
604,3,-8.935339802822081e-07,-0.35311206270318507
604,4,-4.0614543590679713e-07,-0.4360032950946524
604,5,9.13225404438516e-07,-0.4780207070362802
604,6,3.4519406988409495e-07,-0.5833452022925876
604,7,-9.917840362281963e-07,-0.37251060669976194
604,8,2.914534013671451e-08,-0.22525609350465814
604,9,2.5084738694011493e-07,-0.15205799108565704
604,10,-6.962153379660163e-07,-0.009582726132032824
604,11,-1.0473483396682093e-06,-0.02796205231290231
604,12,1.464410838481016e-06,-0.4115508115115772
604,13,1.2303001368358885e-06,-0.4181193756814373
604,14,-3.227339974024968e-07,-0.3456003510348242
604,15,-4.096738968119239e-07,-0.6207394056535399
604,16,-1.5617759918783184e-06,-0.3887595751436461
604,17,-1.6339845189874942e-06,-0.347054659218628
604,18,2.525440092216273e-07,0.021431597239902567
604,19,2.2827796032323663e-08,-0.4876635725852405
605,0,-5.330533001309415e-07,-0.26479290276015355
605,1,2.3891317970911714e-07,-0.42134157756586166
605,2,-7.362962275615257e-07,-0.46479403367664973
605,3,-5.559458270476353e-07,-0.20866437963525747
605,4,1.5881516847409613e-07,-0.3192504900232055
605,5,1.1366647958095335e-06,-0.4232687273089012
605,6,-4.505506705794662e-07,-0.5898310047648982
605,7,-4.4908911244785794e-07,-0.30921177551944057
605,8,-6.912451150313577e-07,-0.21300100294973728
605,9,3.5529515711481883e-07,-0.13525522782018087
605,10,-8.837759796655643e-07,-0.018636069722974165
605,11,-5.165595475456812e-07,0.026101041256094224
605,12,8.227278724703632e-07,-0.3019961426915321
605,13,1.094868189984317e-06,-0.27134351577462545
605,14,-2.214732626558806e-07,-0.1650922434128096
605,15,1.7777073082250519e-07,-0.5017766929345525
605,16,-7.710277102822978e-07,-0.24233151202573827
605,17,-7.278491486418608e-07,-0.25424392481194624
605,18,7.471471425621886e-07,-0.0335405178196228
605,19,2.9614774709390614e-07,-0.3151836596890946
606,0,-2.965356213026768e-07,-0.34976242592100526
606,1,1.2192247615133234e-07,-0.49479396947570875
606,2,-1.7103371682904943e-06,-0.6549247095007082
606,3,-6.183094767644111e-07,-0.2697544382737789
606,4,-3.9513919212980506e-07,-0.34788969044079787
606,5,6.824750811802136e-07,-0.4330011983713573
606,6,1.5567963457975898e-07,-0.6594106725932206
606,7,-3.1147554108942445e-07,-0.35566570112839946
606,8,-3.959235411992142e-07,-0.2130056587784196
606,9,-5.705244751213157e-07,-0.35182277001955603
606,10,-1.8142512972558549e-07,-0.0881484553127466
606,11,-9.411729310075808e-07,-0.17869903199591947
606,12,9.441857978022238e-07,-0.3776532294951197
606,13,1.27303433643373e-06,-0.4184877977789009
606,14,-5.344357518783409e-07,-0.2647104237276842
606,15,-6.177613828631077e-07,-0.5802214498413689
606,16,-1.3392153163431175e-06,-0.2958086809007222
606,17,-1.1689211503652124e-06,-0.36524674842308813
606,18,1.001161353652795e-07,-0.1534741481181236
606,19,-9.768892934149313e-07,-0.46077370256515193
607,0,-2.874212027072235e-07,-0.2777287538980336
607,1,-2.935807583216921e-07,-0.2579410066000031
607,2,-7.918979228591877e-08,-0.6040495792020487
607,3,1.7092602688518225e-07,-0.37387452465782367
607,4,7.07597781039965e-07,-0.40965241895509147
607,5,-3.789275171427498e-07,-0.44187654517613606
607,6,-1.142437569592435e-07,-0.5429696646706013
607,7,-3.124034202825883e-07,-0.40435270042698646
607,8,3.0962048047272875e-07,-0.26476356274262225
607,9,6.135034324127557e-08,-0.24448006169964998
607,10,8.897774163736356e-08,-0.07525789473947894
607,11,-7.428781578524946e-07,-0.05036505318960874
607,12,2.1321696401742288e-07,-0.39800182825314234
607,13,5.277309087098087e-07,-0.5299524561592034
607,14,4.124868272914794e-07,-0.17518936543181463
607,15,4.110943616986634e-07,-0.5060377715002053
607,16,-1.765548044729304e-06,-0.281280195469364
607,17,-7.997615441038376e-07,-0.3821660854921845
607,18,-7.910914260014084e-07,0.054140774484414525
607,19,3.542662430111464e-07,-0.5134599451884665
608,0,-8.06559564145461e-07,-0.5684851035761873
608,1,-2.5187752093682776e-07,-0.4947941903146943
608,2,-2.0027523489074e-06,-0.8194666559800405
608,3,-7.530663423585687e-07,-0.28280797665648444
608,4,-2.885991114471313e-07,-0.35803222034392934
608,5,-3.101234342866333e-07,-0.5438762793206399
608,6,-1.3802794014317548e-06,-0.7325279592612116
608,7,-7.518343228519325e-07,-0.3536906136864135
608,8,-1.2322554491090005e-06,-0.2752172274198237
608,9,-5.684501341582159e-07,-0.43078668577947443
608,10,-4.783613832669523e-07,-0.1193202014206877
608,11,-1.5642790368732302e-06,-0.1989433944524992
608,12,-1.017486995563546e-07,-0.47137195148655253
608,13,1.3724533668112986e-08,-0.4866701449073177
608,14,1.91886629834894e-07,-0.24619131759228732
608,15,-1.4287502190533042e-07,-0.6265244021711016
608,16,-2.183283034601057e-06,-0.38611004857218456
608,17,-6.641335643564228e-07,-0.3874288032264249
608,18,-2.0592826486469315e-07,-0.11136476583543842
608,19,-9.360910492232267e-07,-0.5965762390382195
609,0,-6.832881957023448e-07,-0.32957045324828005
609,1,-4.691352650244514e-08,-0.2548731773821087
609,2,-1.6638041051415528e-06,-0.5712805778698329
609,3,6.995426886283265e-08,-0.2515777444656154
609,4,7.18439652444412e-07,-0.21397356140082888
609,5,-2.7363673742105513e-07,-0.3362984698706111
609,6,-4.816369197210425e-07,-0.38811292734849395
609,7,-8.025553039272577e-08,-0.23811964077762754
609,8,-6.678708797459309e-08,-0.1548749691762594
609,9,-4.734458842344367e-07,-0.39697015363802973
609,10,1.3350636543066724e-07,-0.11663275413390667
609,11,-7.079931104926258e-07,-0.20956831862550224
609,12,-3.561432748145037e-08,-0.22151030891914242
609,13,7.786648165840721e-07,-0.35539802318573166
609,14,-1.1264772286386742e-07,-0.14744648562326723
609,15,4.91052592077689e-08,-0.2938519282699822
609,16,-1.2543715835463313e-06,-0.225563268438491
609,17,-9.139426413636736e-07,-0.23590260035598382
609,18,-5.863636588894173e-07,-0.005547812132933402
609,19,-1.0944988846965766e-06,-0.38556285777236976
610,0,-7.454698224109424e-07,-0.38393204758433475
610,1,-2.5138902295121618e-08,-0.2713772541617725
610,2,-8.829037543496765e-07,-0.6208977094223627
610,3,-4.0850587653601576e-07,-0.24624634257558775
610,4,-3.509770939837369e-07,-0.4189654382191944
610,5,-3.218054045946547e-07,-0.34104632885842256
610,6,-5.285680269320742e-07,-0.5708932095792217
610,7,2.7761628078620325e-07,-0.4855612724719862
610,8,-5.605785340860781e-07,-0.20368392015281828
610,9,-2.9981922893592095e-07,-0.3707507901216309
610,10,-9.477665666741213e-08,-0.051497754705942866
610,11,-9.625752521381493e-07,-0.15126717478756818
610,12,-9.779462820260643e-08,-0.35770025725333504
610,13,9.867299310917386e-07,-0.5223242813577688
610,14,-1.2365068277755463e-07,-0.16969680668877218
610,15,-6.32941839869107e-07,-0.49887582106071143
610,16,-2.052022103888258e-06,-0.290814397632851
610,17,-1.5490964937030913e-06,-0.2748588297407541
610,18,-5.999589014121739e-07,0.007321027099337284
610,19,-1.1543409265449432e-06,-0.4958610607620104
611,0,-3.6849983857899095e-07,-0.4556293662931418
611,1,1.0880896250185972e-06,-0.23847794108796566
611,2,-1.9142438716857628e-06,-0.3906554800274857
611,3,-9.850725513083282e-07,-0.053287062785169974
611,4,-2.9735493038057025e-07,-0.1928761011999644
611,5,5.048204390186478e-07,-0.1327900147496179
611,6,-7.647607044201574e-07,-0.4000558896672584
611,7,-9.731282125605633e-07,-0.1874715812672513
611,8,-1.7078732389031657e-06,0.03603353313996474
611,9,-9.344571165323525e-07,-0.28903407474476506
611,10,-9.476144506596288e-07,0.06397698438436314
611,11,-1.2920518960388685e-06,-0.16725738179530436
611,12,4.13788688747487e-07,-0.09528246901978879
611,13,9.871907461845856e-07,-0.20694075951893398
611,14,-1.1352300203352226e-06,-0.054849434549394324
611,15,-1.0488382469587276e-06,-0.26641677943427056
611,16,-1.5786921639794889e-06,-0.21660415357273793
611,17,-1.2040029538239617e-06,-0.08071747051657402
611,18,8.691223043968487e-08,0.006739192444510727
611,19,-9.653184670475466e-07,-0.2788478753768726
612,0,-4.907574441500385e-07,-0.2788683309648123
612,1,5.003911538472813e-07,-0.3017395263537069
612,2,-1.6770265923389274e-06,-0.508942479889034
612,3,-7.86962744751977e-07,-0.1399938098945181
612,4,-5.761016218231698e-07,-0.31872579059869555
612,5,5.68390527126459e-07,-0.2650252798043291
612,6,-2.406520003795593e-07,-0.4921913967154359
612,7,-5.745833941486712e-07,-0.2669639562533044
612,8,-6.669422498341561e-07,-0.11535230975327118
612,9,-3.289456783753557e-07,-0.29765228693802787
612,10,-2.133375368895377e-07,0.03787876282788898
612,11,-1.0066564210699243e-06,-0.19099253748336675
612,12,8.774279670587991e-07,-0.223502697459084
612,13,7.649134889614805e-07,-0.31939497395486405
612,14,-8.620720948338263e-07,-0.1331343796898781
612,15,-8.06343055511131e-07,-0.4609164575848531
612,16,-1.2700054494795378e-06,-0.26261718807998863
612,17,-1.8854911834485904e-06,-0.21624540004139464
612,18,-3.463282302435661e-07,-0.03556309511464041
612,19,-1.3672613170605396e-06,-0.274521944036489
613,0,-2.939262308520997e-07,-0.3566704096760683
613,1,-1.465541796570721e-07,-0.17656354046025108
613,2,-1.43765899364946e-06,-0.4903138238259114
613,3,-3.1964408322371867e-07,-0.08435286879025838
613,4,-1.801910301073148e-07,-0.17609241325773975
613,5,-2.54758590382964e-07,-0.15649245405054818
613,6,4.2431169413776766e-07,-0.46717945307160635
613,7,-6.628607970121984e-07,-0.19000794912390115
613,8,-8.722913333683655e-07,-0.06900150334937419
613,9,-2.681226116860819e-07,-0.38731071039617804
613,10,1.9869327407245865e-07,-0.07162864508654437
613,11,-1.4783702259220741e-06,-0.14938086170055376
613,12,5.508707878114405e-07,-0.19909999541184537
613,13,-2.018741723474383e-07,-0.26874907705173534
613,14,-9.432205654268272e-07,-0.00115091960182762
613,15,-5.821412137631746e-07,-0.46718233467025877
613,16,-1.1524091113310428e-06,-0.17781465351821674
613,17,-1.8547807940526272e-06,-0.2371628665685121
613,18,-1.3586481262185204e-06,-0.10128537956021502
613,19,-1.4416424830020798e-06,-0.20585813255597768
614,0,-2.474077534970448e-07,-0.2784789270484221
614,1,3.740759702122774e-07,0.07989472811480891
614,2,-4.2992997791812364e-07,-0.31906419202825526
614,3,6.658970780656318e-08,0.018517383023973287
614,4,5.069485047159731e-07,-0.14004652120747418
614,5,-4.462873770356367e-07,-0.07557628123096961
614,6,-5.309827641850112e-08,-0.2773677666172014
614,7,-4.224979296436081e-07,-0.14599483274372244
614,8,-7.934022619711656e-07,-0.00495701702811457
614,9,-4.534308362075181e-07,-0.30472421873810807
614,10,3.895419140970735e-08,-0.01982198795659048
614,11,-5.531901829301449e-07,-0.051343127350892026
614,12,-4.410730333409532e-07,-0.08956797651218748
614,13,2.042861503785055e-07,-0.24477829672260024
614,14,-2.1765797980531512e-07,0.14424899716964548
614,15,-4.7089174233601434e-07,-0.24417436894188943
614,16,-1.1766456030434107e-06,-0.05796363262978517
614,17,-1.1935486110406041e-06,-0.1478214147769102
614,18,-8.193130884435983e-07,0.0756046740504335
614,19,-7.73135435357851e-07,-0.07184168862069162
615,0,9.457272722836765e-08,-0.30615093098412627
615,1,2.470550565017055e-07,-0.2539168836813537
615,2,-1.7890360699825798e-06,-0.38734658397938526
615,3,-5.122879390196334e-07,-0.07973550770671198
615,4,-2.6485351755452065e-07,-0.24257216417517685
615,5,6.536745405141362e-07,-0.2464785648606142
615,6,-2.4158436729614393e-07,-0.4793213739667605
615,7,-8.681532298461659e-07,-0.16251259393388673
615,8,-6.25098033037048e-07,-0.13333172338082722
615,9,-4.708177522961109e-07,-0.3500217621331148
615,10,-6.435077400764377e-07,-0.049324192009592004
615,11,-3.3025671066466667e-07,-0.10437839898184145
615,12,8.576156408228381e-07,-0.21959644343013535
615,13,3.074355192859581e-07,-0.2893570097016619
615,14,-6.597129416406579e-07,-0.02499194444555586
615,15,-5.368830034375483e-07,-0.4483067166936557
615,16,-8.874530695741199e-07,-0.18820360629908167
615,17,-1.16600439888415e-06,-0.18640517475143867
615,18,-1.3344738211730726e-07,-0.10730084006958635
615,19,-8.645557490083336e-07,-0.19994067066545385
616,0,4.206808424837219e-07,-0.3430971487145521
616,1,1.8672854959712578e-07,-0.16805061435060192
616,2,-7.532110871513849e-07,-0.308061191904483
616,3,-2.9118846749894407e-07,-0.017491099527126828
616,4,-2.367266108908499e-08,-0.20752372413014078
616,5,2.9526239117714233e-07,-0.14682236919365213
616,6,1.4659781637780514e-07,-0.39734497908878186
616,7,-7.510522950336704e-07,-0.2094199166990113
616,8,-1.1650412113462185e-06,-0.04366798353574464
616,9,-6.046262156782578e-07,-0.28383963709067894
616,10,-1.2739282824899786e-06,-0.06010170100592854
616,11,-2.473809554764038e-07,0.006745835548577279
616,12,3.5194463223256336e-07,-0.12380761310456578
616,13,5.930869797927792e-07,-0.15386717707109798
616,14,-8.201507205855801e-07,0.06653009440234024
616,15,-4.353687534641992e-07,-0.3309646101719785
616,16,-1.0052270505406946e-06,-0.13182082440188375
616,17,-6.926106130298119e-07,-0.15020846200023977
616,18,-6.122398529747399e-07,-0.030550385173027293
616,19,-5.827278432661305e-07,-0.1547280911048438
617,0,2.9329356132908517e-07,-0.5835694123789514
617,1,-5.115642911115962e-08,-0.13845417423561102
617,2,-1.1684980458285116e-06,-0.4200299941850181
617,3,1.616375817824258e-07,-0.03839296936766694
617,4,5.57243112110735e-07,-0.08016558767315064
617,5,3.200317152032918e-07,-0.19926949391902316
617,6,-7.596741666975969e-07,-0.41033243096471994
617,7,-5.551286046938054e-07,-0.14042347669557043
617,8,-1.3495731804738028e-06,-0.09632083510292158
617,9,-2.8848329800206676e-07,-0.47357880913512035
617,10,-4.29909100443351e-07,-0.1524836959499351
617,11,-1.3290276301286238e-07,-0.16991898839960146
617,12,1.6294592655224505e-07,-0.08702120484708847
617,13,2.358719684256038e-07,-0.1378434932825069
617,14,-4.3488309924836484e-07,0.05582893670244678
617,15,1.464631621951612e-07,-0.3465893620819776
617,16,-6.833799566328821e-07,-0.09601488458779196
617,17,-6.230465749884678e-07,-0.17192209531371463
617,18,-7.055569595818812e-08,-0.32373850585949565
617,19,-4.283743564148443e-07,-0.11859145399058935
618,0,-8.600892175347697e-07,-0.3637549625829468
618,1,-4.803858097096932e-07,0.1397926105560071
618,2,-2.002912864986708e-06,-0.2785331390434531
618,3,-1.9285491163479684e-07,0.09740333838771503
618,4,3.6363198954414254e-07,0.18500699525709602
618,5,-6.103417778129465e-07,0.052614733571970995
618,6,-7.906683605806594e-07,-0.0804694488693697
618,7,-1.4055792948869787e-07,0.08712235602914192
618,8,-8.244222921691845e-07,0.10864961861087151
618,9,-2.232653793405392e-07,-0.37183373632233996
618,10,3.503351462591493e-07,-0.018887892337616008
618,11,-1.3201130667005253e-06,-0.2148034451343192
618,12,-3.8020658264810327e-07,0.08935084516732983
618,13,-3.752609891254491e-07,0.024204177856691836
618,14,-5.882549265417948e-07,0.18571474579775366
618,15,-9.039934448903088e-07,-0.004276269332071581
618,16,-9.89135736191952e-07,0.10618928947124878
618,17,-1.5400085239286388e-06,-0.012668726474708977
618,18,-1.7759885132247311e-06,-0.1783056610124879
618,19,-1.936267230197209e-06,0.04577496406889667
619,0,-6.168748285833729e-07,-0.3944928535089676
619,1,-4.114845155079999e-07,0.253050162497682
619,2,-1.934404272836656e-06,-0.0611161708556809
619,3,-3.170335046345959e-07,0.14451054313464473
619,4,7.670791612117777e-07,0.3199705768750599
619,5,-2.917034487900665e-07,0.1669915824047477
619,6,-4.952743874851647e-07,0.089684856377128
619,7,3.194534290816537e-07,0.10801379975386965
619,8,-3.165768547135352e-07,0.2357603657633343
619,9,-5.891849755407954e-08,-0.2961435558900283
619,10,3.4650824112070465e-07,-0.03230779264155657
619,11,-1.342401947674835e-06,-0.14460326003652257
619,12,-4.043595154659114e-07,0.23988955747598267
619,13,6.849103777389527e-07,0.13382766443740549
619,14,-1.0804439490237956e-06,0.3283862733230225
619,15,-1.5776548546224558e-06,0.18762177932829777
619,16,-1.297484749753071e-06,0.22136849853899682
619,17,-1.681717917669531e-06,0.029380118113286856
619,18,-2.1018527407434267e-06,-0.09995788701708631
619,19,-2.0777843070055707e-06,0.12372378621476976
620,0,-3.1690743908521117e-07,-0.28659254253219413
620,1,-2.4952668126271565e-07,-0.1392101979786361
620,2,-1.380733322330872e-06,-0.48890759720282817
620,3,-1.8713914467150695e-07,-0.1825034260211563
620,4,-5.797353931905936e-07,-0.25379174358055234
620,5,-3.802205233533308e-07,-0.22696870410308773
620,6,-4.1487225167018795e-07,-0.3404983245362628
620,7,5.301728098268456e-08,-0.24285948010743658
620,8,3.7397248474076066e-07,-0.18804648511080382
620,9,-9.132113142328313e-08,-0.293515717297757
620,10,6.529954704057992e-07,-0.06798221083320248
620,11,-1.2179140129878543e-06,-0.25361122359294447
620,12,2.760930024054169e-07,-0.19018260146315408
620,13,6.297173187471694e-07,-0.29423752910998624
620,14,-4.903627798286474e-07,-0.08851310769931042
620,15,-2.1409565502345244e-07,-0.2654122177819205
620,16,-8.898549466089984e-07,-0.23441159374517975
620,17,-1.7047892663246546e-06,-0.21479150951519443
620,18,-1.1488964577598371e-06,0.03547104965891496
620,19,-8.407678141093102e-07,-0.25188498213526755
621,0,-6.873271355210435e-07,-0.30760470794686917
621,1,-3.917611571274845e-07,0.09303332346132898
621,2,-8.24897470131895e-07,-0.3113829436192057
621,3,-1.8013102346596023e-07,-0.07427381707613202
621,4,3.327497632423335e-07,-0.027797301443817878
621,5,-6.601507907042874e-07,-0.10311316430769867
621,6,-3.552939024605637e-07,-0.1341697084284392
621,7,2.942365768180839e-07,-0.2014231730784533
621,8,-1.237563193625558e-07,0.08776591560861392
621,9,9.531796484776941e-08,-0.2599583425614188
621,10,1.608749927703925e-07,0.004092396834238795
621,11,-9.758211505306895e-07,-0.06680403506035218
621,12,-8.15202380505049e-07,-0.04485529903068563
621,13,3.0219268600033816e-07,-0.12782290970113483
621,14,-3.285949098954218e-07,0.11894127632409576
621,15,-1.000214124566221e-06,-0.09764014663548731
621,16,-1.8983061182321993e-06,0.016800238009101912
621,17,-1.6074323764010974e-06,-0.13034736659127577
621,18,-1.6611841672852203e-06,-0.029995589383456447
621,19,-1.4796959829184982e-06,-0.20533852421729865
622,0,5.866904439049722e-08,-0.33348859370107564
622,1,3.854151843106508e-07,-0.20638556381977066
622,2,-1.5894956633499024e-06,-0.25315494044052944
622,3,-8.774085920629641e-07,-0.03878998685506613
622,4,3.2920061653998644e-07,-0.036523027909409
622,5,7.287398650276758e-07,-0.12477338406856875
622,6,3.3855576529648215e-07,-0.3266081597383498
622,7,-8.419314296433618e-07,0.02620858371769054
622,8,-4.57302120665107e-07,0.08970528840846329
622,9,-4.613486940183598e-07,-0.1853636327706996
622,10,-9.501808535134848e-07,0.040648923471131755
622,11,-6.79505402160519e-07,-0.054804236172043705
622,12,1.0447895498779656e-06,-0.04381509450762097
622,13,2.5807129583427014e-07,-0.07265798204821834
622,14,-8.377425281384919e-07,0.019417042359425752
622,15,-8.249121368534676e-07,-0.20653664113893458
622,16,-1.1270189372208356e-06,-0.08169923853165495
622,17,-6.342813597556758e-07,-0.13286196992265747
622,18,-3.673373326280646e-07,-0.09250414245347315
622,19,-7.960603752795177e-07,-0.06095133515097648
623,0,8.834421478858009e-07,-0.27748446366733626
623,1,1.2666731701638981e-07,-0.18125990851260354
623,2,-5.802491168236438e-08,-0.44547968036045027
623,3,3.721128975498791e-07,-0.3505374327935109
623,4,6.236321875320651e-07,-0.25750662888577874
623,5,6.351825353720973e-07,-0.35068694570560355
623,6,1.511787103758952e-07,-0.2689648322622641
623,7,-2.3304206481053294e-07,-0.28756897017182814
623,8,3.6881673245225026e-07,-0.06105276205192452
623,9,-2.5207494399610973e-07,-0.15107992771241988
623,10,3.126832511911426e-07,-0.05901206569859184
623,11,-2.443431980602385e-07,-0.056463669489030116
623,12,9.252677621632781e-07,-0.1342396674348905
623,13,1.18291875838692e-06,-0.18937730016075716
623,14,-5.49896387032191e-07,-0.077841064106631
623,15,4.68568976252016e-07,-0.33623674378809054
623,16,-7.144185187721702e-07,-0.20754783373025226
623,17,-8.230616094307908e-07,-0.2909644181138934
623,18,-8.719236184677116e-08,-0.01567559057610303
623,19,7.105546368040385e-07,-0.22147920811568994
624,0,-3.9749128332948914e-07,-0.372874996392787
624,1,-3.5514362206946956e-09,-0.1617078172641826
624,2,-7.259565338752243e-07,-0.3865926191178403
