x,zb,w,h0
0.0,3815.968513411595,142.9814546271057,247.71971901028033
50.0,3976.774388380093,142.9814546271057,86.91384404178203
100.0,3988.307489298982,261.47814115250696,56.482069463971335
150.0,3965.6012713912987,354.84722689808996,58.730209287183605
200.0,3954.315456250828,418.3908353787967,51.12800685050399
250.0,3927.7824951221032,657.4398680264028,43.27156354151326
300.0,3886.7838751666873,727.2170766986982,49.42040919805261
350.0,3842.1802345673755,925.1505997045592,69.32600369463854
400.0,3800.6075644322323,972.4103892208142,101.11623153922834
450.0,3794.467680118358,1019.6701787370685,97.47367356254942
500.0,3807.695036718021,1430.715016799951,72.14587150077118
550.0,3802.070960125182,3506.1172995532247,55.0643778447065
600.0,3776.226816958662,4223.89893824083,57.28879591014904
650.0,3751.3390250723337,5363.484841012697,60.20873959374065
700.0,3730.553963613183,6969.942751148056,60.00401576318121
750.0,3708.4955212360424,8499.483377437313,59.3479502906937
800.0,3684.0809200095914,9701.867292106472,60.85745899621239
850.0,3659.3821331980735,11067.616419666165,63.109454479058066
900.0,3633.7681727786635,12601.412712647427,67.24131609888501
950.0,3607.063522100635,13997.9189376622,74.9580303971757
1000.0,3580.618790687274,14362.54777345319,85.72578788502817
1050.0,3557.97293832642,13984.755595884835,95.07685641983255
1100.0,3535.843560363581,13684.697247219117,104.7863132295922
1150.0,3517.1268226796433,13558.205829346742,113.0365550729162
1200.0,3504.8178074536927,13431.714411474362,114.87907445825287
1250.0,3493.5369737645206,13656.654626191004,115.55276895879331
1300.0,3482.2935532187325,14222.721316626858,116.05253110369405
1350.0,3477.1572482136025,14788.788007062707,110.44517770793708
1400.0,3471.444156343033,16049.393972952133,103.26168858873626
1450.0,3458.921606616904,17508.946685419767,102.27096513815808
1500.0,3443.993104746789,18384.044920407247,103.95327248263516
1550.0,3428.844999335106,18788.367204655995,106.07031424837227
1600.0,3412.556297125741,19125.41512760667,109.55523909883973
1650.0,3397.253698061212,19250.105485417924,112.77151038817553
1700.0,3384.0767664576747,19374.795843229185,113.86211421651981
1750.0,3370.6059596122727,19181.488045479822,115.20544967189852
1800.0,3355.541607562614,18880.066258646264,118.12834219906544
1850.0,3335.750353097734,18468.721326286035,126.25728819725829
1900.0,3317.744532588628,17708.547066408573,134.12133478929067
1950.0,3310.866663905719,16948.372806531104,130.85742955512563
2000.0,3312.007045528096,17379.603378388663,118.13009626528915
2050.0,3305.323506741783,20045.458289310962,110.51607714076887
2100.0,3286.2650519566014,21547.51197235581,115.90042345918084
2150.0,3266.256659906502,19764.537188611477,123.99449997131411
2200.0,3243.137667460265,17981.56240486714,135.19917687958494
2250.0,3216.5957464459384,16671.174853911903,152.13454470954315
2300.0,3200.149625652468,15546.828544967908,159.88259850858333
2350.0,3199.512753090393,14422.482236023907,151.82140407622842
2400.0,3211.9222113505843,14706.859360455379,128.51660597155765
2450.0,3207.3199441347683,17621.356336317414,118.12117314570864
2500.0,3179.03012974201,19063.631011934263,133.10790418404864
2550.0,3150.2849588361914,17192.657694573525,152.36374006472693
2600.0,3134.769532468523,15321.68437721279,158.3898314072549
2650.0,3102.586849711952,13583.160840935725,181.45357375724825
2700.0,3071.0456892164225,12813.017614076503,206.58386065005715
2750.0,3061.472815821855,12042.87438721728,209.745860441904
2800.0,3051.7309102168774,11272.73116035806,213.07689244416088
2850.0,3041.250406929946,10502.587933498837,217.14652212837143
2900.0,3031.0097189696385,9988.476722419447,221.02894481638452
2950.0,3022.6930961577727,9791.191535654974,223.05240237137275
3000.0,3015.0568039670075,9593.906348890501,224.39552930526057
3050.0,3007.414098686266,9396.62116212603,225.74506932912502
3100.0,3004.2409663125927,9199.335975361557,222.62503644591993
3150.0,3003.3514150840147,9249.288478329268,216.79669876625496
3200.0,2998.480914708594,9402.656263017001,214.77165562054986
3250.0,2991.9240870165945,9556.024047704734,214.43293979142447
3300.0,2987.7360476461845,9709.391832392464,211.72543564070875
3350.0,2985.7560831174333,9764.943132030345,206.5511288547639
3400.0,2980.4899060133953,9690.604377493839,204.31947121401402
3450.0,2972.3806626440323,9616.265622957337,204.93087983858885
3500.0,2969.035185149524,9541.926868420833,200.77852258830904
3550.0,2972.394335635602,9679.451157291574,189.32502863187116
3600.0,2970.9651874339825,10159.230238266055,181.69620154431578
3650.0,2963.7984617801976,10639.009319240533,179.80495190892537
3700.0,2961.888707182673,11082.494691626069,172.57901204230217
3750.0,2956.608118591527,11064.452177487778,167.7355925479542
3800.0,2946.122463050737,11046.409663349488,168.09724000324985
3850.0,2934.987698607742,11011.38322526507,169.13080443497677
3900.0,2923.806739831462,10882.621548857382,170.3364422536203
3950.0,2912.454359996552,10753.859872449693,171.71350113089355
4000.0,2893.7988619861076,10583.807408337896,180.55209055507183
4050.0,2875.0725023123755,10072.688330331346,190.7700458902591
4100.0,2864.449618284742,9561.569252324793,192.88452557934755
4150.0,2854.580879013284,9050.450174318243,194.24486051226063
4200.0,2845.8506982434683,8734.029060692585,194.33910152459646
4250.0,2836.6707827315536,8533.603972131858,194.80709496612752
4300.0,2823.298057269064,8333.178883571129,199.46789835823316
4350.0,2773.6792376016133,8098.5623638869765,240.905703422639
4400.0,2704.58078330251,7612.447744924882,305.7282800065412
4450.0,2696.1838012192834,7126.333125962783,309.8493843745676
4500.0,2687.4487184715936,6640.218507000686,314.30858940705707
4550.0,2678.3163713619615,6154.1038880385895,319.1650588014883
4600.0,2668.712009956232,5667.989269076492,324.4935424920167
4650.0,2658.2141742064896,5181.874650114395,330.71550052655846
4700.0,2640.3804497046253,4714.835491239755,344.2873575715441
4750.0,2627.8586116327033,4633.652163352138,352.83072580018177
4800.0,2622.6213737330204,4552.46883546452,354.08949385658065
4850.0,2617.3617998074446,4471.285507576904,355.37059793887227
4900.0,2612.0786176293104,4390.102179689286,356.6753102737232
4950.0,2606.7662392409397,4308.918851801668,358.0092188188095
5000.0,2601.4279106206172,4227.735523914051,359.369077595848
5050.0,2587.8625760396803,4146.552196026434,368.955942333501
5100.0,2568.6637861520067,4076.8083250207424,384.46879775083386
5150.0,2558.209927232812,4013.9384161017324,391.4125065121233
5200.0,2553.4844982815657,3951.0685071827224,392.6277853054644
5250.0,2548.7390592390293,3888.198598263712,393.86307419009574
5300.0,2543.9726548470526,3825.328689344702,395.11932842416707
5350.0,2539.18429888034,3762.4587804256917,396.39753423297435
5400.0,2534.3729788948144,3699.5888715066812,397.6987040605949
5450.0,2529.53761514482,3636.7189625876704,399.0239176526841
5500.0,2503.61467430355,3573.8490536686604,421.43670833604835
5550.0,2461.8847163543433,3491.7466923186967,460.23148222123206
5600.0,2443.3258187753,3400.858453581904,476.11785498995744
5650.0,2438.1269135082775,3309.9702148451106,478.6442354466612
5700.0,2432.8435961281757,3219.0819761083185,481.25502801644456
5750.0,2427.470270286831,3128.193737371526,483.95582904747096
5800.0,2422.000836092105,3037.3054986347333,486.75273843187824
5850.0,2416.428597059143,2946.4172598979408,489.6524526545216
5900.0,2410.746216091905,2855.529021161148,492.6623088114415
5950.0,2404.9455855443334,2764.6407824243556,495.7904145486945
6000.0,2417.976637442892,2673.752543687563,480.08683783981746
6050.0,2473.51409656243,2615.0983204047056,421.520445122504
6100.0,2504.648234779242,2653.6664229569574,386.2823942593349
6150.0,2501.717290646301,2692.2345255092096,385.109425745919
6200.0,2498.7711470758895,2730.8026280614613,383.9516566699733
6250.0,2495.810467483615,2769.3707306137135,382.8084236158906
6300.0,2492.835886589279,2807.9388331659657,381.6790918638696
6350.0,2489.8480079054134,2846.506935718218,380.5630579013782
6400.0,2470.7418483706333,2885.0750382704696,395.5653047898012
6450.0,2443.485280764885,2873.244747570537,419.26733979041876
6500.0,2433.837234198313,2847.508593811334,425.5124380212743
6550.0,2429.7617374166043,2821.77244005213,426.1849864672666
6600.0,2425.680411276846,2796.0362862929264,426.86336427130834
6650.0,2421.5930441057526,2770.3001325337227,427.54778310668564
6700.0,2417.4994328703106,2744.563978774519,428.2384460064114
6750.0,2413.3993637628896,2718.8278250153157,428.93556677811574
6800.0,2409.2926193592825,2693.0916712561116,429.6393628460063
6850.0,2384.420042265508,2667.355517496908,451.1089916040643
6900.0,2342.5933693543993,2667.0462132686594,490.04665197001054
6950.0,2323.8941203835166,2681.544989741151,506.1561941611683
7000.0,2321.9945631544037,2696.043766213643,505.46604461055534
7050.0,2320.094881356247,2710.5425426861348,504.77601962898746
7100.0,2318.195150871826,2725.0413191586267,504.08604333368265
7150.0,2316.2954544268937,2739.5400956311187,503.3960329988901
7200.0,2314.395871307183,2754.0388721036097,502.70590933887513
7250.0,2312.4964849073867,2768.5376485761017,502.0155889589465
7300.0,2310.5973582374913,2783.0364250485936,501.3250088491162
7350.0,2308.6985934090144,2797.5352015210856,500.6340668978678
7400.0,2306.8002851777687,2812.033977993577,499.9426683493884
7450.0,2298.3157354770556,2826.532754466069,505.83751127037596
7500.0,2290.1522659485213,2863.435976374924,511.52319178788326
7550.0,2288.8472010738533,2901.556651506297,510.35654924138225
7600.0,2287.9032628377568,2939.6773266376704,508.8287800563101
7650.0,2286.9436420470356,2977.798001769044,507.3166934258627
7700.0,2285.969012992887,3015.9186769004173,505.8196150588428
7750.0,2284.9800220476654,3054.0393520317903,504.3368985828954
7800.0,2283.977314011321,3092.1600271631637,502.86789919807137
7850.0,2282.9614811524566,3130.2807022945367,501.41202463576764
7900.0,2281.933098106607,3168.4013774259097,499.9687002604483
7950.0,2280.892728124466,3206.522052557283,498.53736282142074
8000.0,2281.366423001886,3244.6427276886566,495.5919605228322
8050.0,2281.701599083408,3239.987756894814,492.75969010823195
8100.0,2279.441769823688,3200.7832425070305,492.5019202312466
8150.0,2275.9612977035918,3161.578728119246,493.46479321463715
8200.0,2272.4646372860207,3122.3742137314616,494.44385449550265
8250.0,2268.9512361502925,3083.1696993436776,495.4396564945256
8300.0,2265.4205342564005,3043.9651849558936,496.45275925171194
8350.0,2261.8719555863963,3004.7606705681096,497.48373878501076
8400.0,2258.3048974806497,2965.556156180325,498.5331977540517
8450.0,2254.7187188427047,2926.3516417925407,499.60177725529127
8500.0,2251.112751873149,2887.1471274047567,500.6901450881416
8550.0,2247.4863047581434,2847.9426130169722,501.7989930664415
8600.0,2242.2455186049538,2808.7380986291882,504.52218008292584
8650.0,2186.4956228882224,2768.9158340010817,557.7809482132392
8700.0,2115.9246503946315,2712.0939789519866,626.5892517810979
8750.0,2111.8289552074625,2655.2721239028906,628.9222780425349
8800.0,2107.663389937005,2598.450268853795,631.3251743872596
8850.0,2103.424509572177,2541.6284138046994,633.8013858263553
8900.0,2099.1086261401956,2484.8065587556034,636.3546003326043
8950.0,2094.7117963023,2427.984703706508,638.9887612447675
9000.0,2090.2297775981006,2371.1628486574123,641.7081110232347
9050.0,2085.6579996426462,2314.3409936083167,644.5172200529565
9100.0,2080.9915460922334,2257.519138559221,647.4210046776369
9150.0,2076.225105942537,2200.6972835101255,650.4247759016008
9200.0,2071.3529170169513,2143.8754284610295,653.5342959014545
9250.0,2066.3687325807637,2087.053573411934,656.7558114119098
9300.0,2061.2657635428263,2030.2317183628386,660.0961115241142
9350.0,2056.0366255283457,1973.4098633137428,663.5625806128628
9400.0,2127.2876130016807,1916.588008264647,590.5489242137951
9450.0,2199.4592589930685,1849.972442875423,515.8198400130219
9500.0,2212.1034089755844,1778.9417167659672,500.2599571604692
9550.0,2205.2977827595278,1707.910990656511,504.149850506489
9600.0,2198.2805972769374,1636.8802645470553,508.2513031190429
9650.0,2191.031203611162,1565.849538437599,512.5849639147821
9700.0,2183.525888239047,1494.818812328143,517.1745464168599
9750.0,2175.737261993447,1423.7880862186869,522.0474397924227
9800.0,2167.633458640447,1352.7573601092308,527.2355102753864
9850.0,2159.1771134266164,1281.7266339997748,532.7761226191802
9900.0,2150.3240400709683,1210.6959078903187,538.7134631047917
9950.0,2156.38937543228,1139.6651817808627,529.7323948734434
10000.0,2167.453817923941,1125.5360694722347,515.4675437486543
10050.0,2164.645847622713,1116.1157350414903,515.0515476501813
10100.0,2160.699511351934,1106.6954006107458,515.773917521259
10150.0,2156.7454219106185,1097.2750661800012,516.5040405628728
10200.0,2152.7834078940164,1087.8547317492569,517.2420881797734
10250.0,2148.8132787652703,1078.4343973185123,517.988250908818
10300.0,2144.8348446831883,1069.0140628877677,518.7427185911984
10350.0,2140.8479121417504,1059.5937284570232,519.5056847329348
10400.0,2147.1381565843744,1050.1733940262789,509.9914738906091
10450.0,2163.7646934980576,1049.5280320061222,489.92277229249953
10500.0,2170.7315956651305,1058.572931116363,479.2727476056643
10550.0,2168.0134972939104,1067.6178302266035,478.30772345712256
10600.0,2165.290010636095,1076.6627293368444,477.3480875951756
10650.0,2162.5613187145177,1085.707628447085,476.39365699699044
10700.0,2159.827608921056,1094.7525275573255,475.44424427068975
10750.0,2157.0890623165537,1103.7974266675665,474.4996683554294
10800.0,2148.077970443348,1112.842325777807,479.82763770887345
10850.0,2093.2538084049656,1120.6707627010094,531.1283506538244
10900.0,2031.7047587508773,1121.0293156633747,590.134451865495
10950.0,2029.417352312388,1121.3878686257403,589.8789098615669
11000.0,2027.1320149875523,1121.7464215881055,589.6212987439848
11050.0,2024.8487597480305,1122.1049745504708,589.3616055410891
11100.0,2022.5675955881952,1122.4635275128362,589.0998212585067
11150.0,2020.288532603539,1122.8220804752016,588.8359358007457
11200.0,2018.0115881089932,1123.180633437567,588.5699318528737
11250.0,2015.736784592521,1123.5391863999323,588.3017869269283
11300.0,2013.4641343220105,1123.8977393622977,588.0314887550213
11350.0,2011.1936465709446,1124.256292324663,587.7590280636695
11400.0,2077.459826872657,1124.6148452870284,518.9498993195399
11450.0,2134.321092561594,1117.959819654855,458.37766111406154
11500.0,2139.5328753189156,1109.6285133976103,449.1757422008844
11550.0,2135.0508157123563,1101.2972071403653,449.66766565158844
11600.0,2130.564136018233,1092.9659008831204,450.16420918985625
11650.0,2126.072714131104,1084.6345946258757,450.66549492112944
11700.0,2121.5764358539504,1076.303288368631,451.17163704242734
11750.0,2114.100824178812,1067.9719821113863,454.65711256171033
11800.0,2088.467067842332,1062.124030802105,476.38755425686514
11850.0,2065.541363969731,1070.4602703506303,495.9058423662616
11900.0,2063.1182468813595,1078.7965098991558,494.921543691428
11950.0,2060.6913866964264,1087.1327494476811,493.9409881131556
12000.0,2058.2609512014556,1095.4689889962067,492.96400784492164
12050.0,2055.8270993583305,1103.8052285447322,491.99044392484103
12100.0,2053.389996587915,1112.1414680932576,491.0201309320513
12150.0,2050.9497976424136,1120.4777076417831,490.0529141143477
12200.0,2048.5066518420936,1128.8139471903085,489.0886441514626
12250.0,1982.2005721932296,1137.150186738834,551.9873080371217
12300.0,1883.1229451173826,1143.3027176065004,648.9201957660019
12350.0,1876.4065669679699,1149.3502043201604,653.5525737948343
12400.0,1875.3468489426036,1155.3976910338204,652.5282916996198
12450.0,1874.286372128974,1161.4451777474806,651.5047683926686
12500.0,1873.2252229660216,1167.4926644611403,650.4819174350406
12550.0,1872.1634875919121,1173.5401511748005,649.4596526885693
12600.0,1871.1012538666942,1179.5876378884604,648.4378862932068
12650.0,1870.0386107276913,1185.6351246021202,647.4165293116289
12700.0,1868.9756436671225,1191.6826113157804,646.395496251617
12750.0,1867.9124348888631,1197.7300980294403,645.3747049092957
12800.0,1866.8490688074721,1203.7775847431003,644.354070870106
12850.0,1865.7856288278617,1209.8250714567603,643.3335107291359
12900.0,1864.7221981662715,1215.8725581704205,642.3129412701454
12950.0,1860.1681191976072,1221.9200448840802,644.7830201182292
13000.0,1843.9465519514356,1227.6291713234164,658.9581274629842
13050.0,1830.7321882849328,1232.2595899565802,670.2457111388953
13100.0,1829.72331707578,1236.8900085897442,669.3278023574563
13150.0,1828.7160345434422,1241.5204272229084,668.4083048992021
13200.0,1827.7103990120436,1246.1508458560725,667.487160440009
13250.0,1826.7064691968649,1250.7812644892363,666.5643102645959
13300.0,1825.7043130170357,1255.4116831224003,665.6396864538335
13350.0,1824.703992667677,1260.0421017555645,664.7132268126002
13400.0,1823.7055682976365,1264.6725203887283,663.7848711920491
13450.0,1822.709100523915,1269.3029390218924,662.8545589751789
13500.0,1821.7146504510956,1273.9333576550564,661.9222290574065
13550.0,1820.7222796911776,1278.5637762882204,660.9878198267327
13600.0,1819.7320503838407,1283.1941949213845,660.0512691434781
13650.0,1818.7440252171527,1287.8246135545485,659.112514319574
