x,zb,w,h0
0.0,3445.700115486067,297.0750085851611,197.20711107643302
50.0,3416.375742475284,297.0750085851611,226.53148408721617
100.0,3538.99994975713,297.0750085851611,103.9072768053701
150.0,3576.5548059712974,418.52546045971326,55.367336351847136
200.0,3566.87190932443,591.9113598346134,44.22670062166321
250.0,3539.9474630485192,554.4520397400177,45.32536785696925
300.0,3511.2877421297326,374.0130093763427,49.99145754108816
350.0,3485.960323092479,360.5834624043073,48.75154996737189
400.0,3455.712459123779,440.93896880010595,50.05158136275001
450.0,3426.6180035609136,495.8701600795047,56.264912498803994
500.0,3400.1964035796627,532.2541386087928,62.822289457187395
550.0,3381.8393795832917,768.2616303084961,64.91913965827737
600.0,3369.1358186134353,1045.229762732726,62.104642402562824
650.0,3354.1090802734348,1230.8140284413885,59.98811876432731
700.0,3337.5047855471335,1477.3715720979549,59.107121396836156
750.0,3317.7915457358667,1781.599925028585,61.01156422456029
800.0,3297.486468392124,1858.8435933269889,65.88265352187977
850.0,3277.894670474874,1879.2848157673814,70.63475439649085
900.0,3260.055079613672,2014.768166108614,75.30089318773628
950.0,3247.138475350629,2202.6664634887247,75.80321198866054
1000.0,3237.057750811654,2346.0555751205934,72.7934871849484
1050.0,3223.872207728181,2391.1963530074067,71.39603565698229
1100.0,3209.157328012775,2480.545552618692,71.38316076457134
1150.0,3194.47689193203,2679.829170207939,70.97586318085027
1200.0,3179.032196252828,2836.742637797116,71.34423908568851
1250.0,3162.8542838396475,2881.471433638713,72.47605261148347
1300.0,3146.294067083651,2948.591855270963,74.19113407123002
1350.0,3130.5936441866397,3075.258005516274,75.58084126129593
1400.0,3114.840895610491,3183.521160218578,77.19616880009252
1450.0,3099.676204986756,3227.2532915260263,78.83110480423485
1500.0,3083.4169410851737,3270.985422833475,81.5606140862253
1550.0,3068.096797682168,3299.1412951014863,84.55467382567696
1600.0,3053.113212287328,3326.9720500928634,87.23729931884957
1650.0,3036.498920168412,3319.9788491767345,92.53753131379186
1700.0,3022.7662680248777,3279.1313048995853,95.91554460145008
1750.0,3012.8116209138516,3238.2837606224357,95.5155528565999
1800.0,3002.8829507684727,3182.9836788766606,94.66385126291613
1850.0,2991.6316390455095,3121.199587266052,94.94378975518508
1900.0,2978.8440903216697,3058.6911412820723,96.76273080587448
1950.0,2965.7535775648057,2889.40102276131,99.29232426813827
2000.0,2954.762196926388,2720.1109042405465,99.72278561195567
2050.0,2947.7847301243796,2587.936027813245,95.78023456663465
