x,zb,w,h0
0.0,3721.6193521698915,89.50046049972282,21.654329470733284
50.0,3649.795471497526,106.91301467096113,31.59341989119656
100.0,3624.7661446087623,175.8106460140804,37.99091035018432
150.0,3588.197265025407,479.805184198346,31.255086802560506
200.0,3547.6395910499814,650.3457836523065,34.666048621800066
250.0,3509.4470912897204,1245.406330564234,36.45086667377568
300.0,3472.69075474452,1191.1663456285487,43.4201526474195
350.0,3437.5476326066373,1323.6825118528222,52.02914236437762
400.0,3408.0045616287975,1129.6169036672327,64.02351758775221
450.0,3388.8984434561244,1192.2618352138304,65.71512420569445
500.0,3371.435214145329,1540.8374677841853,65.91329972199004
550.0,3352.0591501294525,1548.4461865380606,69.01172286840593
600.0,3340.085190932236,1514.7780182604795,64.71574085113176
650.0,3322.6450519139144,1984.226506715317,60.43086289699758
700.0,3298.069686734001,2044.207953041635,66.0141601898027
750.0,3273.525622890635,1836.868917262123,73.35036144685299
800.0,3253.539401859739,1789.8876318604018,78.07979526789636
850.0,3237.005090292344,1759.2660406460059,79.55636829268474
900.0,3222.582955101687,1953.5038930523158,78.77081773545255
950.0,3212.969716661801,2155.633440930209,73.15834165558623
1000.0,3200.5810802673404,2160.4284487862624,66.65927320582327
1050.0,3186.732598890147,2528.022635339536,58.731555684865285
1100.0,3167.269214103177,3440.170425982253,51.246452105073736
1150.0,3142.4334554422117,4513.827021036205,46.37834252697639
1200.0,3111.2643147938916,6007.049172656887,44.32718829843637
1250.0,3077.8756102669336,5879.391805120437,47.23898895270208
1300.0,3047.4427810176903,6335.672290360247,48.92618845111681
1350.0,3017.1001887865145,6613.793502159539,52.237890192773655
1400.0,2989.6683416854607,6620.750247427387,56.380080545184285
1450.0,2965.0940155781586,7167.020428572204,59.16521245747289
1500.0,2941.1413874626937,7164.28290542831,63.73123925106892
1550.0,2920.734576955312,6698.298956244687,66.63008676293843
1600.0,2901.9808050998868,6739.306193280079,67.45663548136535
1650.0,2877.0061015633423,6728.620071643466,75.37178726000165
1700.0,2853.952811081275,5999.038912737963,86.14200563059083
1750.0,2827.851626924254,5269.457753832461,99.96011767613395
1800.0,2792.316295074857,4734.651323309497,127.65680525346775
1850.0,2772.393001534308,4276.397286766201,141.4882498778107
1900.0,2762.8035031924824,3818.143250222907,144.98589930343073
1950.0,2753.2472277369616,3359.889213679613,148.45032584274622
2000.0,2761.0556653977837,2913.23327788825,134.48132649608564
2050.0,2765.432618387738,2948.804567540877,121.0868640353665
2100.0,2756.602392063657,2984.375857193504,120.89958088868227
2150.0,2758.630437505406,3019.9471468461315,109.85402597616824
2200.0,2760.4969314567757,3281.0001618154124,95.90599938027259
2250.0,2753.1885363641504,3659.564218082427,89.53602929924624
2300.0,2742.1750794840036,3897.327137695786,86.35827157496209
2350.0,2723.339518148435,3968.8431047269,90.39708587200931
2400.0,2691.320788319991,3876.1973242464364,110.51318292390961
2450.0,2662.078033587156,3524.8254213595437,132.41455603738402
2500.0,2652.0096661505527,3173.4535184726506,135.14154185462615
2550.0,2637.344426513407,2822.081615585758,142.46539987241115
2600.0,2606.3102757320326,2527.3752033096866,166.87413697272058
2650.0,2577.279650588051,2401.3858206732216,191.4110865105105
2700.0,2570.8620002436196,2275.396438036757,193.33506124875004
2750.0,2564.309015090228,2149.4070554002924,195.39437079595004
2800.0,2557.6010138183206,2023.4176727638276,197.60869646166623
2850.0,2550.714130916227,1897.428290127363,200.001903757568
2900.0,2555.4233833220587,1771.4389074908984,190.798975745545
2950.0,2561.4734790610114,1728.3570247683315,179.3095497656091
3000.0,2557.5058528044387,1703.977149778868,177.62452804382832
3050.0,2551.500952472686,1679.597274789404,177.97678039722717
3100.0,2545.4961403782336,1655.2173997999407,178.32894451332655
3150.0,2530.30704287626,1630.8375248104771,187.86539403694647
3200.0,2493.142233526784,1597.0089925217453,220.2835840775272
3250.0,2459.9902379750342,1547.7944636892562,250.164318515235
3300.0,2455.366945827044,1498.579934856767,251.51634954918362
3350.0,2450.6822304109114,1449.3654060242782,252.92980385127495
3400.0,2445.9308339121008,1400.150877191789,254.4099392360435
3450.0,2441.106927218348,1350.9363483593002,255.96258481575447
3500.0,2436.204056028658,1301.721819526811,257.59419489140225
3550.0,2431.215004644041,1252.507290694322,259.3119851619779
