t,T,P,edge,bal,ela,area
510.0,2.8463132206795434,5.0,10250.0,-16738436.265938548,1295.6369612537267,18472659.96130597
511.0,0.6109776816234485,5.0,10250.0,10093233.142470403,951.076950679261,18472659.96130597
512.0,2.0996595646667897,5.0,10250.0,-7791638.7921529645,1179.5434257207316,18472659.96130597
513.0,0.8598903416504884,5.0,10250.0,7085618.537317258,991.3589838750163,18472659.96130597
514.0,1.2155800731270725,5.0,10250.0,2806389.1826159926,1039.8360430238145,18472659.96130597
515.0,0.2293235592088747,5.0,10250.0,14642954.872499853,892.3284533112233,18472659.96130597
516.0,1.550112808595057,5.0,10250.0,-1217424.4322259668,1093.9109046199333,18472659.96130597
517.0,0.42693730294018817,5.0,10250.0,12271178.739195675,925.5470656289715,18472659.96130597
518.0,1.2684426131641446,5.0,10250.0,2172096.409354819,1051.9922809984134,18472659.96130597
519.0,0.6147904556658288,5.0,10250.0,10028892.791116223,953.143353456416,18472659.96130597
520.0,2.2336345417990335,5.0,10300.0,-9520680.93590258,1205.0638269331268,18502659.96130597
521.0,1.4198939814493405,5.0,10300.0,276294.60406588484,1073.2286371275588,18502659.96130597
522.0,2.8215514598482523,5.0,10300.0,-16573700.309749067,1290.9320944198375,18502659.96130597
523.0,0.949439702007072,5.0,10300.0,5944692.226482256,1001.1760240016829,18502659.96130597
524.0,1.4316096631077686,5.0,10300.0,145366.24237403367,1082.76104199106,18502659.96130597
525.0,2.1493946600322333,5.0,10300.0,-8487078.228626588,1187.9674927560327,18502659.96130597
526.0,1.5107583592829323,5.0,10300.0,-807940.6183286346,1093.3005994775954,18502659.96130597
527.0,1.1243813159051426,5.0,10300.0,3835252.6288575567,1028.909615434842,18502659.96130597
528.0,0.8766385901133953,5.0,10300.0,6811571.834290872,992.6040082528338,18502659.96130597
529.0,3.443635140490895,5.0,10300.0,-24061908.385216936,1388.6216790308085,18502659.96130597
530.0,2.0859168861314155,5.0,10300.0,-7736638.285634955,1179.1153067020457,18502659.96130597
531.0,1.1748293530752045,5.0,10300.0,3210815.226445878,1039.0639483304137,18502659.96130597
532.0,1.651854795534823,5.0,10300.0,-2537353.172405608,1113.7874308893192,18502659.96130597
533.0,0.31542390983206925,5.0,10250.0,13609786.125391705,904.2830677556144,18472659.96130597
534.0,0.5736944088253191,5.0,10300.0,10411318.781742223,945.6833796517565,18502659.96130597
535.0,0.6741545255260979,5.0,10300.0,9201301.942091275,961.3879089743613,18502659.96130597
536.0,1.6067986264481826,5.0,10300.0,-2011963.2153785545,1105.3029814636116,18502659.96130597
537.0,2.220717823540716,5.0,10300.0,-9389647.806312585,1199.6418542218762,18502659.96130597
538.0,2.3696712825924697,5.0,10300.0,-11177513.441238364,1222.70631356266,18502659.96130597
539.0,2.155482040060847,5.0,10300.0,-8602626.01766455,1189.2894210315676,18502659.96130597
540.0,1.4342202926489849,5.0,10300.0,66109.4739638865,1081.328208701704,18502659.96130597
541.0,0.45824862639120756,5.0,10300.0,11796055.788282562,927.1613537396372,18502659.96130597
542.0,0.7076634359404173,5.0,10300.0,8790923.138912283,967.091404808286,18502659.96130597
543.0,2.7454901344484606,5.0,10300.0,-15718161.754722342,1280.2799669286178,18502659.96130597
544.0,0.6469161501187264,5.0,10300.0,9519827.730638314,956.2973132527466,18502659.96130597
545.0,1.4041567714658258,5.0,10300.0,410481.3118747631,1071.996750161011,18502659.96130597
546.0,3.4174148905335757,5.0,10300.0,-23802557.179156967,1388.4655578710915,18502659.96130597
547.0,0.489170153313375,5.0,10300.0,11410391.504252888,932.8488774532605,18502659.96130597
548.0,1.1010521938921132,5.0,10300.0,4044296.298054491,1027.8345969394418,18502659.96130597
549.0,1.016524891529241,5.0,10300.0,5056814.046331624,1019.6005097989315,18502659.96130597
550.0,3.023712689504486,5.0,10300.0,-19084658.973385777,1321.4749879471217,18502659.96130597
551.0,1.2590222099774335,5.0,10300.0,2135275.026733068,1049.5160644693249,18502659.96130597
552.0,1.290616905012958,5.0,10300.0,1748405.2981678527,1059.9018874752696,18502659.96130597
553.0,1.4523951463498834,5.0,10300.0,-203357.318508734,1081.3686558968416,18502659.96130597
554.0,0.3725730582842539,5.0,10250.0,12864120.306106225,913.9296046825567,18472659.96130597
555.0,0.4206147858688505,5.0,10250.0,12285114.39801563,924.1899319025329,18472659.96130597
556.0,2.706021605555134,5.0,10250.0,-15152689.780060606,1276.4398954704584,18472659.96130597
557.0,1.0864776794306321,5.0,10250.0,4297507.048385437,1028.1859613834342,18472659.96130597
558.0,0.18441994922253624,5.0,10250.0,15130210.819946503,886.7931334872331,18472659.96130597
559.0,3.165673295797526,5.0,10250.0,-20661493.765633695,1341.4028259971283,18472659.96130597
560.0,2.093659864399963,5.0,10250.0,-7785511.455407115,1179.4341384116824,18472659.96130597
561.0,2.4803611770888123,5.0,10250.0,-12430907.844180655,1239.115259155858,18472659.96130597
562.0,2.8018930742904713,5.0,10250.0,-16298476.036846153,1288.4358594311589,18472659.96130597
563.0,1.502284514283942,5.0,10250.0,-706404.9300535442,1091.0197130858462,18472659.96130597
564.0,1.6406198771538998,5.0,10250.0,-2383382.199719134,1112.5468444150592,18472659.96130597
565.0,1.6442430225980518,5.0,10250.0,-2442916.1900814967,1112.5193878080224,18472659.96130597
566.0,1.8437697729741744,5.0,10250.0,-4854517.873714096,1141.9085584760082,18472659.96130597
567.0,0.5319554784431952,5.0,10250.0,10880851.695963858,939.1205915372016,18472659.96130597
568.0,1.9579807790320976,5.0,10250.0,-6255329.449457694,1160.2589903332885,18472659.96130597
569.0,0.6430032137692541,5.0,10250.0,9522867.068359828,957.2588597878723,18472659.96130597
570.0,-0.5267950197583113,5.0,10200.0,23627272.801201496,777.7843023926771,18442659.96130597
571.0,2.0259226461852053,5.0,10200.0,-6975166.199705251,1171.2642108880411,18442659.96130597
572.0,0.8534590110733982,5.0,10200.0,7084023.420083495,989.9794756515881,18442659.96130597
573.0,0.5992968407791475,5.0,10200.0,10135587.37918582,949.7745821551227,18442659.96130597
574.0,-0.651469939243893,5.0,10200.0,25137712.637582768,758.0774972715556,18442659.96130597
575.0,-0.1664590469793472,5.0,10200.0,19339142.08064131,839.0249090139672,18442659.96130597
576.0,0.7577977182905125,5.0,10200.0,8284828.881194359,976.1915884466315,18442659.96130597
577.0,1.2914389790585945,5.0,10200.0,1918811.7643111767,1063.7074083902119,18442659.96130597
578.0,0.36295654447993453,5.0,10200.0,13080671.48096768,917.4465017850198,18442659.96130597
579.0,1.34289543480907,5.0,10250.0,1261240.8292986304,1064.4118679155042,18472659.96130597
580.0,1.2396384783365368,5.0,10250.0,2533012.2735666316,1054.3248730377798,18472659.96130597
581.0,0.5725387967008926,5.0,10250.0,10572435.636487793,950.1413375669588,18472659.96130597
582.0,1.8798330376424355,5.0,10250.0,-5095718.387836009,1147.488439867158,18472659.96130597
583.0,1.341619554766381,5.0,10250.0,1393735.3471980616,1064.7867897315516,18472659.96130597
584.0,1.7205392146768537,5.0,10250.0,-3133156.4011505935,1130.4383590930322,18472659.96130597
585.0,1.9619818413314762,5.0,10250.0,-6012758.857207943,1160.1439932714895,18472659.96130597
586.0,1.403739998466663,5.0,10250.0,704981.1919574542,1075.2632706928246,18472659.96130597
587.0,0.7056256788525692,5.0,10250.0,9098629.187912676,968.5218187822612,18472659.96130597
588.0,1.2899263750821008,5.0,10250.0,2094124.822522359,1054.7575563514029,18472659.96130597
589.0,1.1590920240328009,5.0,10250.0,3677513.0099532623,1033.3627688624024,18472659.96130597
590.0,1.4916730147913162,5.0,10250.0,-303404.6144228121,1085.991178028074,18472659.96130597
591.0,1.5931780313139496,5.0,10250.0,-1510298.0436547194,1107.8966781427441,18472659.96130597
592.0,1.9387095648432355,5.0,10250.0,-5649038.1426006155,1160.039705778771,18472659.96130597
593.0,2.2597219935158153,5.0,10250.0,-9496259.745267063,1206.5823414129354,18472659.96130597
594.0,2.2266066677510183,5.0,10250.0,-9095807.465727909,1201.567714221052,18472659.96130597
595.0,1.4485096167898606,5.0,10300.0,138184.7354358025,1084.2811531072405,18502659.96130597
596.0,1.144719796451759,5.0,10300.0,3787067.6686035944,1031.73696755226,18502659.96130597
597.0,0.31044707955024453,5.0,10300.0,13816296.603047527,904.19578785292,18502659.96130597
598.0,2.836368657961949,5.0,10300.0,-16563073.401344564,1297.850599119938,18502659.96130597
599.0,0.44324391158009124,5.0,10300.0,12217830.728766153,924.4666887056832,18502659.96130597
600.0,1.1546980978221635,5.0,10300.0,3659761.0971084824,1032.2223547094218,18502659.96130597
601.0,1.3290467625312337,5.0,10350.0,1458591.0316282231,1063.885617782302,18532659.96130597
602.0,1.2394353736146266,5.0,10350.0,2540836.6673062705,1053.8696636520515,18532659.96130597
603.0,1.4961269440226728,5.0,10350.0,-547833.9567321055,1084.8827910997886,18532659.96130597
604.0,2.07619373997093,5.0,10350.0,-7531758.541880166,1177.1890683979116,18532659.96130597
605.0,2.993141189183926,5.0,10400.0,-18715326.177487306,1322.5210223768477,18562659.96130597
606.0,1.8786066715282095,5.0,10400.0,-5271593.890800908,1144.4697892915503,18562659.96130597
607.0,2.49414913334732,5.0,10400.0,-12707964.751592213,1240.0729989277575,18562659.96130597
608.0,2.0883831933359334,5.0,10400.0,-7825189.449017363,1179.4646259236897,18562659.96130597
609.0,0.6784928698539945,5.0,10400.0,9169444.15171776,962.5535773622959,18562659.96130597
610.0,1.9173196095739415,5.0,10400.0,-5794000.73822832,1149.758898658861,18562659.96130597
611.0,2.413074488189223,5.0,10400.0,-11789911.057534145,1227.0204561452292,18562659.96130597
612.0,0.9295313039694415,5.0,10400.0,6093992.754400195,1000.3257310992619,18562659.96130597
613.0,1.0652129896815614,5.0,10450.0,4337741.120696236,1020.2126779880446,18592659.96130597
614.0,1.3304803232704634,5.0,10450.0,1118737.6965097701,1060.799792179306,18592659.96130597
615.0,0.7979548685984996,5.0,10450.0,7543835.405647237,982.2145898378781,18592659.96130597
616.0,2.0812909788496876,5.0,10450.0,-7973123.564422764,1179.6291154730218,18592659.96130597
617.0,2.4839874175669285,5.0,10450.0,-12846017.295269217,1238.9598454810957,18592659.96130597
618.0,0.040345384653780236,5.0,10450.0,16676658.105307713,859.5043472687393,18592659.96130597
619.0,2.0818094355986636,5.0,10450.0,-8003334.912458566,1179.4289926247604,18592659.96130597
620.0,0.7303966059236435,5.0,10450.0,8322923.390017031,970.7558115348772,18592659.96130597
621.0,1.941876833427469,5.0,10500.0,-6444218.18741981,1156.7122069926252,18622659.96130597
622.0,1.2975125629742807,5.0,10500.0,1351707.2596477438,1060.561976696699,18622659.96130597
623.0,1.3456098145366608,5.0,10500.0,765065.0163709195,1060.6305660733317,18622659.96130597
624.0,1.9787986192773266,5.0,10500.0,-6903171.91361207,1161.4519067531085,18622659.96130597
625.0,0.5251042284424026,5.0,10500.0,10689031.959692227,939.9930525384004,18622659.96130597
626.0,1.3601745304431612,5.0,10500.0,577266.8424068997,1071.982822734994,18622659.96130597
627.0,0.13067128676588613,5.0,10500.0,15459381.562370116,875.6250645477437,18622659.96130597
628.0,1.169199857414287,5.0,10500.0,2891278.515749123,1040.9296132525642,18622659.96130597
629.0,1.1918309860916318,5.0,10500.0,2624702.529503974,1041.112873555779,18622659.96130597
630.0,2.177439959346409,5.0,10500.0,-9297164.474229231,1196.042661894468,18622659.96130597
631.0,1.0107353111559858,5.0,10500.0,4832364.738139133,1008.5184349008143,18622659.96130597
632.0,2.322228434642132,5.0,10500.0,-11037970.300430777,1218.2861845567927,18622659.96130597
633.0,0.2894566343855738,5.0,10500.0,13571134.814781167,900.7827127191423,18622659.96130597
634.0,3.0644384566669016,5.0,10500.0,-20016713.287138388,1331.5079371158633,18622659.96130597
635.0,1.398114324857393,5.0,10500.0,154801.4338889122,1071.9687335130673,18622659.96130597
636.0,1.9951736222402898,5.0,10500.0,-7075900.520739483,1165.779286021301,18622659.96130597
637.0,0.7025249609615516,5.0,10500.0,8566010.998777863,967.3979693236815,18622659.96130597
638.0,2.0988784382422905,5.0,10500.0,-8341575.987781295,1182.4305668987167,18622659.96130597
639.0,1.8741014036764083,5.0,10500.0,-5625292.248771445,1143.6215469506344,18622659.96130597
640.0,1.2186732309987365,5.0,10500.0,2301593.559233589,1050.2045386366606,18622659.96130597
641.0,1.9058669844261606,5.0,10500.0,-6024055.5066766385,1149.5628917107135,18622659.96130597
642.0,0.7293084327484118,5.0,10500.0,8210338.218641135,970.0266852576765,18622659.96130597
643.0,2.4817694049444254,5.0,10500.0,-13009339.985844176,1239.6076907024924,18622659.96130597
644.0,0.2972938532797498,5.0,10500.0,13426485.798169052,904.225560507778,18622659.96130597
645.0,1.1143792513619735,5.0,10500.0,3529727.471948021,1028.5017865424209,18622659.96130597
646.0,1.9917488134128876,5.0,10500.0,-7092648.342963252,1165.9793876523877,18622659.96130597
647.0,1.137620871940201,5.0,10500.0,3244547.235108098,1028.4009417027985,18622659.96130597
648.0,1.1919950860773403,5.0,10500.0,2584099.437892859,1040.0137962091735,18622659.96130597
649.0,2.424223052997598,5.0,10450.0,-12201755.976528298,1233.4759361367348,18592659.96130597
650.0,1.2601662416023158,5.0,10450.0,1863991.0067012226,1050.2103997672684,18592659.96130597
651.0,1.3967076940675556,5.0,10450.0,209560.51223295927,1071.6727787238317,18592659.96130597
652.0,0.40353434921066,5.0,10450.0,12208434.220373143,919.9721334934821,18592659.96130597
653.0,2.1272312962382722,5.0,10450.0,-8623963.450075418,1187.793191422194,18592659.96130597
654.0,1.3114841902997574,5.0,10450.0,1234852.9931831053,1060.8337722480103,18592659.96130597
655.0,2.5771596983583818,5.0,10450.0,-14062072.665786378,1255.7999190081632,18592659.96130597
656.0,2.2898682212974757,5.0,10450.0,-10593494.731086258,1211.8316997594586,18592659.96130597
657.0,2.512073518859194,5.0,10450.0,-13287259.994363837,1243.451426343216,18592659.96130597
658.0,1.6558670609229855,5.0,10400.0,-2837910.3256564233,1112.7836785854802,18562659.96130597
659.0,1.5718754102241919,5.0,10400.0,-1840099.7893417636,1102.650660935355,18562659.96130597
660.0,1.9335211476391043,5.0,10400.0,-6219498.161028074,1155.1904952513255,18562659.96130597
661.0,1.577515861253402,5.0,10400.0,-1940275.589687463,1102.4089940682463,18562659.96130597
662.0,1.186460808921324,5.0,10400.0,2761553.081543114,1037.403377217775,18562659.96130597
663.0,1.417566682892942,5.0,10350.0,67218.70982081257,1080.2062253518886,18532659.96130597
664.0,1.155281312824255,5.0,10350.0,3214038.270451647,1037.6403763453397,18532659.96130597
665.0,2.295723907851648,5.0,10350.0,-10534618.622821912,1210.632263041571,18532659.96130597
666.0,1.337666026145519,5.0,10350.0,995846.0291592358,1058.4962450364872,18532659.96130597
667.0,3.33778387728887,5.0,10350.0,-23109381.52562902,1375.6940277646786,18532659.96130597
668.0,1.7971936107182982,5.0,10300.0,-4450028.053909227,1131.275935360412,18502659.96130597
669.0,0.06664161770218247,5.0,10300.0,16344308.642999243,864.4175802710516,18502659.96130597
670.0,2.4655152693077094,5.0,10300.0,-12522090.855942864,1237.1138049653382,18502659.96130597
671.0,2.1618107109362326,5.0,10300.0,-8882841.613147441,1191.8358379460533,18502659.96130597
672.0,2.2509089754756344,5.0,10250.0,-9847246.891406776,1204.5705474094693,18472659.96130597
673.0,1.2218008026437426,5.0,10250.0,2491747.934454174,1046.246308176094,18472659.96130597
674.0,2.5373624217250716,5.0,10250.0,-13322627.28443661,1247.3447271122536,18472659.96130597
675.0,2.1052342456934463,5.0,10250.0,-8152616.617571615,1178.0119316075734,18472659.96130597
676.0,2.061225208596615,5.0,10200.0,-7527392.421388503,1175.2693125606913,18442659.96130597
677.0,2.077118412740286,5.0,10200.0,-7740188.951396542,1174.9921737092068,18442659.96130597
678.0,1.5057934336677485,5.0,10200.0,-914822.4712796295,1088.188743144365,18442659.96130597
679.0,1.1115423175193184,5.0,10200.0,3787847.4483052725,1021.6903297204829,18442659.96130597
680.0,1.992788102093189,5.0,10150.0,-6681942.414345393,1161.437719708194,18412659.96130597
681.0,1.0799504569236307,5.0,10150.0,4223894.623732459,1021.6579584144926,18412659.96130597
682.0,1.8643748083553477,5.0,10150.0,-5182028.442714984,1145.8372022241413,18412659.96130597
683.0,2.1434896376174715,5.0,10150.0,-8538555.984377762,1184.8223157685657,18412659.96130597
684.0,1.9746779718650709,5.0,10100.0,-6420732.480517108,1161.0374839077317,18382659.96130597
685.0,1.3526188437668702,5.0,10100.0,994349.9817543896,1066.2729870558633,18382659.96130597
686.0,1.138749355340745,5.0,10100.0,3532324.141519933,1033.2407183669723,18382659.96130597
687.0,2.605746075758648,5.0,10050.0,-13886368.577586584,1256.1835652807174,18352659.96130597
688.0,1.0598562889378256,5.0,10050.0,4539923.473224733,1020.6988682881793,18352659.96130597
689.0,-0.6335182555623637,5.0,10050.0,24725111.795917578,757.1019445274029,18352659.96130597
690.0,1.017711832652533,5.0,10050.0,5018406.542849584,1013.1543748178858,18352659.96130597
691.0,0.40201090045343246,5.0,10050.0,12362377.64422555,919.2569170135484,18352659.96130597
692.0,0.794002403199964,5.0,10000.0,7780062.9843177255,984.3675290800462,18322659.96130597
693.0,3.035645362980497,5.0,10000.0,-18907425.696586046,1330.3044715597434,18322659.96130597
694.0,2.1840548997103957,5.0,10000.0,-8757212.678346425,1195.9353378750363,18322659.96130597
695.0,0.8676531681690269,5.0,10000.0,6922211.293530134,992.4475146536877,18322659.96130597
696.0,1.4840109861021569,5.0,9950.0,-316626.93393371627,1090.062157841257,18292659.96130597
697.0,2.402358965065063,5.0,9950.0,-11234886.192356095,1230.71429672175,18292659.96130597
698.0,1.0409389185569848,5.0,9950.0,4951540.598670191,1013.6937441341561,18292659.96130597
699.0,1.646258050305982,5.0,9950.0,-2248633.1261248467,1111.6894957922293,18292659.96130597
700.0,2.976783016966011,5.0,9950.0,-18071165.586663622,1319.933656575719,18292659.96130597
701.0,1.7598387265995479,5.0,9900.0,-3500220.4736775514,1130.749921306682,18262659.96130597
702.0,0.6926259072199619,5.0,9900.0,9158512.612193048,964.0606232589582,18262659.96130597
703.0,0.8550149365670139,5.0,9900.0,7221980.038694606,992.1463169258154,18262659.96130597
704.0,1.8043039235803038,5.0,9850.0,-3944393.712648069,1131.7953706151793,18232659.96130597
705.0,1.883115425269735,5.0,9850.0,-4881225.206207976,1147.3256945131088,18232659.96130597
706.0,2.391854198228592,5.0,9850.0,-10914245.379360162,1224.7908618257584,18232659.96130597
707.0,1.2201408573499792,5.0,9850.0,2965437.192359018,1045.7346893084966,18232659.96130597
708.0,0.43954124704770425,5.0,9800.0,12288993.539898641,925.269185429901,18202659.96130597
709.0,0.719390767015029,5.0,9800.0,8973456.331049915,965.8680393094075,18202659.96130597
710.0,1.36713874731075,5.0,9800.0,1310128.991407046,1069.3115852993267,18202659.96130597
711.0,1.0361000456850347,5.0,9800.0,5230596.623740081,1015.2501183073922,18202659.96130597
712.0,2.100492792366464,5.0,9750.0,-7244826.287730759,1180.8299627261304,18172659.96130597
713.0,2.566730693998914,5.0,9750.0,-12746699.447169442,1254.2093097153033,18172659.96130597
714.0,1.3029664508000858,5.0,9750.0,2182175.991518179,1057.3732531221638,18172659.96130597
715.0,2.895333800729966,5.0,9700.0,-16501494.516692135,1305.7487586778548,18142659.96130597
716.0,1.0323400216520762,5.0,9700.0,5463627.238957725,1013.9692817318214,18142659.96130597
717.0,2.7177216201895815,5.0,9700.0,-14418792.751612112,1273.5120344609961,18142659.96130597
718.0,0.8663741384037342,5.0,9650.0,7492628.7978471685,992.2838723194625,18112659.96130597
719.0,1.9801141622940017,5.0,9650.0,-5629074.258983823,1163.0372124998637,18112659.96130597
720.0,1.8123682555911964,5.0,9650.0,-3662593.3638846343,1131.2772805327559,18112659.96130597
721.0,1.7582512019882612,5.0,9600.0,-2930324.670180911,1124.0275571479417,18082659.96130597
722.0,1.2104751345910971,5.0,9600.0,3498495.9841110343,1045.8686111328993,18082659.96130597
723.0,1.4389775450030013,5.0,9600.0,803897.4635506952,1078.5298891155703,18082659.96130597
724.0,2.486831597574759,5.0,9550.0,-11401302.46126465,1241.5578556894561,18052659.96130597
725.0,1.0355330497970252,5.0,9550.0,5620785.559783572,1013.2232502508621,18052659.96130597
726.0,0.3393597229722163,5.0,9550.0,13781445.7649292,910.039099142416,18052659.96130597
727.0,-0.38709184039721745,5.0,9500.0,22363041.726332903,794.3519197428936,18022659.96130597
728.0,0.6699800130227276,5.0,9500.0,9984083.871024042,964.0357181031613,18022659.96130597
729.0,1.9834746899799685,5.0,9500.0,-5390801.236429878,1165.1405300499298,18022659.96130597
730.0,1.2351747116519372,5.0,9500.0,3389328.7133192234,1048.3776376055644,18022659.96130597
731.0,1.3547708242899619,5.0,9500.0,2001099.9204011327,1070.3779290200703,18022659.96130597
732.0,0.9207018139846594,5.0,9450.0,7185089.680636475,1003.648138851093,17992659.96130597
733.0,1.5153816791366213,5.0,9450.0,243861.43154252507,1092.3476165826694,17992659.96130597
734.0,1.076054073581136,5.0,9450.0,5396040.269123713,1026.3381063594236,17992659.96130597
735.0,0.4656174602817922,5.0,9450.0,12549268.401560325,929.824832531024,17992659.96130597
736.0,2.1300476130306594,5.0,9450.0,-6900164.937522824,1187.9830079585881,17992659.96130597
737.0,2.408188440997411,5.0,9450.0,-10136448.776596544,1228.1406763881134,17992659.96130597
738.0,1.7751794889499974,5.0,9450.0,-2721719.6251099594,1133.5642620509784,17992659.96130597
739.0,1.4431982822505693,5.0,9400.0,1263523.1279333923,1080.9848824102012,17962659.96130597
740.0,0.9372508827942818,5.0,9400.0,7176185.297885081,1004.5750590644349,17962659.96130597
741.0,1.7833225510901949,5.0,9400.0,-2696319.208159223,1133.908069989358,17962659.96130597
742.0,2.4074434959111857,5.0,9400.0,-9976997.207123782,1227.587571382277,17962659.96130597
743.0,2.0590852396160573,5.0,9400.0,-5906309.911930372,1174.121447113328,17962659.96130597
744.0,0.36601232721737187,5.0,9400.0,13860960.656242777,914.1050254346758,17962659.96130597
745.0,1.4040039524972636,5.0,9400.0,1741756.0426690346,1070.930846232433,17962659.96130597
746.0,2.3584385757694912,5.0,9400.0,-9398802.57702528,1222.1705028380743,17962659.96130597
747.0,0.9714447649484788,5.0,9400.0,6797266.227516623,1004.399018119227,17962659.96130597
748.0,0.04199841287128958,5.0,9400.0,17650215.63330085,864.8857301167765,17962659.96130597
749.0,0.24639176215211211,5.0,9400.0,15269262.503795043,897.2833405809904,17962659.96130597
750.0,1.3154726472998002,5.0,9400.0,2799414.348956544,1061.350396855778,17962659.96130597
751.0,1.589850873983921,5.0,9400.0,-387662.3896007044,1105.2358575599674,17962659.96130597
752.0,0.8334493868328634,5.0,9400.0,8460219.197957788,985.7645392487887,17962659.96130597
753.0,1.7046057578217555,5.0,9400.0,-1694610.8695391333,1128.1806942836345,17962659.96130597
754.0,1.5890750233027129,5.0,9400.0,-329163.2673243396,1105.2665738307471,17962659.96130597
755.0,1.3416175444113305,5.0,9400.0,2574559.4069394693,1061.4883954074162,17962659.96130597
756.0,1.000983799990384,5.0,9400.0,6564877.1913587665,1007.8017674758297,17962659.96130597
757.0,2.306652183717177,5.0,9400.0,-8666301.484368673,1214.0561642519913,17962659.96130597
758.0,1.0599029717435942,5.0,9400.0,5902168.7061839,1020.4353153810121,17962659.96130597
759.0,2.652583706512387,5.0,9400.0,-12683978.997930568,1267.3397100500656,17962659.96130597
760.0,1.767699426342637,5.0,9400.0,-2345389.3148360327,1127.191261130714,17962659.96130597
761.0,1.8880405007121626,5.0,9400.0,-3747903.0632618023,1149.83735898616,17962659.96130597
762.0,1.014580596771503,5.0,9450.0,6363868.945329794,1019.3872490424316,17992659.96130597
763.0,1.0477690066823522,5.0,9450.0,5975726.261781851,1019.6890651332528,17992659.96130597
764.0,1.4402343538673508,5.0,9450.0,1387875.4654581277,1082.364606252127,17992659.96130597
765.0,2.390705672529669,5.0,9450.0,-9724470.146860963,1228.150559729448,17992659.96130597
766.0,1.9886021949881565,5.0,9450.0,-5019772.618181748,1165.535577116988,17992659.96130597
767.0,2.18092443396126,5.0,9450.0,-7270370.067835676,1194.416760048722,17992659.96130597
768.0,1.7545707878343082,5.0,9450.0,-2288304.899918353,1126.125112618992,17992659.96130597
769.0,2.1750830075114918,5.0,9450.0,-7212747.844063943,1193.761924676318,17992659.96130597
770.0,0.162021350101905,5.0,9500.0,16251584.34293009,879.3754843834545,18022659.96130597
771.0,2.9767438905786703,5.0,9500.0,-16728685.150072644,1312.174640906137,18022659.96130597
772.0,2.3500872656683542,5.0,9500.0,-9393349.94899253,1220.6477661028903,18022659.96130597
773.0,1.412833611997887,5.0,9500.0,1576245.505437349,1069.5710273584966,18022659.96130597
774.0,0.5699874958635514,5.0,9500.0,11438522.131892862,945.0525363093327,18022659.96130597
775.0,1.8603285239804057,5.0,9500.0,-3686104.5583762256,1142.5001998932457,18022659.96130597
776.0,2.290143015826831,5.0,9500.0,-8727340.169809388,1210.4730254056142,18022659.96130597
777.0,0.5921053566445478,5.0,9500.0,11157274.014489606,947.2265621962445,18022659.96130597
778.0,0.2525133816178604,5.0,9550.0,15055745.284509372,896.6802212913997,18052659.96130597
779.0,3.2711466667369704,5.0,9550.0,-20366681.553518265,1363.6511366404488,18052659.96130597
780.0,1.179657674290545,5.0,9550.0,4174493.1572433813,1037.2761767157929,18052659.96130597
781.0,1.1024043245671846,5.0,9550.0,5077158.342036214,1025.7688197194968,18052659.96130597
782.0,-0.2876962708697137,5.0,9550.0,21386737.61443253,811.5737931148012,18052659.96130597
783.0,1.3495718225945668,5.0,9550.0,2177875.3852846734,1071.2825934652417,18052659.96130597
784.0,0.3301863926912114,5.0,9550.0,14148275.876536708,909.7527430440969,18052659.96130597
785.0,1.369085566071102,5.0,9600.0,1874164.4436840601,1072.0232487564306,18082659.96130597
786.0,3.0774210630970105,5.0,9600.0,-18189811.23976443,1331.3782013067432,18082659.96130597
787.0,1.56312601603324,5.0,9600.0,-379964.55718363076,1103.550780061319,18082659.96130597
788.0,1.934326739057048,5.0,9600.0,-4737278.121891964,1156.146289944176,18082659.96130597
789.0,1.293409167808325,5.0,9600.0,2799075.405870486,1059.4547014082295,18082659.96130597
790.0,0.9437960293636207,5.0,9600.0,6910108.453480689,1005.2807328594969,18082659.96130597
791.0,2.5502576477563688,5.0,9600.0,-11968761.550077898,1250.7379444528688,18082659.96130597
792.0,1.2354026228576638,5.0,9600.0,3487604.423096396,1048.948799588904,18082659.96130597
793.0,1.6638222235653624,5.0,9600.0,-1548257.1309113577,1113.4564264252458,18082659.96130597
794.0,2.5324155203956424,5.0,9650.0,-11876621.503418822,1250.1181417743067,18112659.96130597
795.0,2.193544903536158,5.0,9600.0,-7777978.399209522,1193.2140541590904,18082659.96130597
796.0,2.390572307404258,5.0,9650.0,-10216734.743940499,1225.516316745464,18112659.96130597
797.0,1.6267422975728776,5.0,9600.0,-1133635.797344421,1101.7535075325254,18082659.96130597
798.0,2.4541157188743137,5.0,9650.0,-10988060.215618657,1236.9475905261418,18112659.96130597
799.0,0.8118643777628085,5.0,9650.0,8332223.677040335,980.3623596417046,18112659.96130597
800.0,1.8143987833727477,5.0,9650.0,-3485055.9588081082,1131.746404705139,18112659.96130597
801.0,1.8114093144616055,5.0,9650.0,-3462092.3584696874,1131.5842460732283,18112659.96130597
802.0,0.988715679705316,5.0,9650.0,6211453.534572933,1015.1258425722282,18112659.96130597
803.0,1.4076753960836,5.0,9650.0,1268244.3124596598,1068.9403525362777,18112659.96130597
804.0,0.47848606813613426,5.0,9650.0,12199683.067741267,931.1104451935408,18112659.96130597
805.0,1.8550645392924983,5.0,9650.0,-4011541.01685699,1142.1571338010679,18112659.96130597
806.0,1.3019805809379479,5.0,9650.0,2498439.034213815,1058.1690320067032,18112659.96130597
